wordcontent,sentences,index
ഇഷ്ടം,നിന്നെ കാണുന്നത് പോലും ഇവിടെ ആര്‍ക്കും ഇഷ്ടം അല്ല .,2725
ഇഷ്ടം,നിന്നെ ഇഷ്ടം അല്ലാത്തവരെ കാണാന്‍ നീ എന്തിന് ആണ് വരുന്നത് .,2726
നേരിട്ട്,പലപ്പോഴും നേരിട്ട് ഹോട്ടല്‍‍ നടത്തിപ്പിലോ മൂലധനനിക്ഷേപത്തിലോ ഇവര്‍‍ ഇടപെടാറില്ല .,93
നേരിട്ട്,പലപ്പോഴും നേരിട്ട് ഹോട്ടല്‍‍നടത്തിപ്പിലോ മൂലധനനിക്ഷേപത്തിലോ ഇവര്‍‍ ഇടപെടാറില്ല .,433
നേരിട്ട്,"അതില്‍ ആകട്ടെ , പരസ്പരം മത്സരിക്കുന്ന ടൂറിസ്റ്റ്കേന്ദ്രങ്ങള്‍ക്കും വിവിധ രാഷ്ട്രങ്ങള്‍ക്കും നേരിട്ട് വലിയ സ്വാധീനം ഇല്ല .",785
നേരിട്ട്,"അത് കൊണ്ട് ഉളവാകുന്ന നേരിട്ട് ഉള്ള സാമ്പത്തിക നേട്ടം , സമ്പദ്വ്യവസ്ഥയില്‍‍ ഉള്ള അതിന്റെ അനകൂല സ്വാധീനം , വിദേശനാണ്യം നേടിയെടുക്കുന്നതിന് ഉള്ള അതിന്റെ കഴിവ് .",882
നേരിട്ട്,"സംസ്ഥാനഗവണ്മെന്റിന്റെ നേരിട്ട് ഉള്ള നിയന്ത്രണത്തില്‍ പ്രവര്ത്തിക്കുന്ന കേരള ഇന്സ്റ്റിറ്റൂട്ട് ഓഫ് ഹോട്ടല്‍ മാനേജ്മെന്റ് ടൂറിസം ആന്റ് കേറ്ററിംങ് [ ഐ. എച്ച്. എം. സി റ്റി ] എന്ന സ്ഥാപനം ആകട്ടെ , വന്കിട ഹോട്ടലുകളിലേക്ക് വേണ്ട ജീവനക്കാര്ക്ക് ഉള്ള പരിശീലനം ആണ് നല്കുന്നത് .",939
നേരിട്ട്,എല്ലാ നിര്‍മ്മാണപ്രവര്‍ത്തനങ്ങളും ഗവണ്മെന്റ് നേരിട്ട് ഏറ്റെടുത്ത് നടത്തേണ്ടത് ഇല്ല എന്ന ചിന്താഗതിക്ക് പ്രാമുഖ്യം ലഭിച്ചതും ഈ ദശകത്തില്‍ തന്നെ ആണ് .,948
നിന്നു,"ടൂറിസത്തില്‍‍ നിന്നു കിട്ടുന്ന സാമ്പത്തിക പ്രയോജനം ആകട്ടെ , ഈ രംഗത്ത് ഉള്ള വമ്പന്മാര്ക്കും , പലപ്പോഴും രാജ്യാന്തര ഏജന്സികള്ക്കും മാത്രം അനുഭവേദ്യം ആകുകയും ചെയ്യുന്നു .",640
നിന്നു,അത്തരം ഏജന്സികളെ ടൂറിസംരംഗത്തു നിന്നു പാടേ തുടച്ചുമാറ്റാന്‍ ആവില്ല എങ്കിലും അവരുടെ സേവനങ്ങളും കഴിവുകളും ഉപയോഗപ്പെടുത്താനും സുസ്ഥിരമായ ടൂറിസംവികസനം നിര്ബന്ധിക്കുന്നു .,649
നിന്നു,ഒരു സ്ഥലത്തു നിന്നു മറ്റൊരു ഇടത്തേക്ക് ഭൂമി തുരന്ന് നിർമിക്കുന്ന പാത ആണ് തുരങ്കം .,2362
നിന്നു,സർക്കാരി‍‍ല് നിന്നു കിട്ടുന്ന സഹായധനം അതേപടി യാത്രക്കാർക്ക് കൈമാറാൻ കഴിയണം .,2364
നിന്നു,എന്റെ കണ്ണുകള്‍ ആ വരികളില്‍ തറച്ചു നിന്നു .,2742
നിന്നു,പറഞ്ഞ് വന്നത് വിദേശത്ത് നിന്നു കള്ളപ്പണം ഇന്ത്യയില് എത്തിച്ചതിന് പിന്നിലെ വസ്തുതകള്‍ അന്വേഷിക്കേണ്ടത് ഉണ്ട് ।,3155
സ്ഥാനം,അലക്സണ്ട്റിയായും തീബ്സും എല്ലാം അത്തരം യാത്രകളില്‍ പലപ്പോഴും സ്ഥാനം പിടിച്ചു .,617
സ്ഥാനം,അങ്ങനെ യാത്രികന്റെ മനോഭൂപടത്തില്‍ സ്ഥാനം പിടിച്ചു എങ്കില്‍ മാത്രമേ തുടര്‍ന്ന് ഉള്ള ടൂറിസം ആ വഴിക്ക് നടക്കുകയുള്ളൂ .,932
സ്ഥാനം,ഒരു കയറ്റുമതി എന്ന നിലയ്ക്ക് വിദേശനാണ്യം സമ്പാദിക്കുന്നതില് അദ്വിതീയമായ സ്ഥാനം ആണ് ടൂറിസത്തിന് ഉള്ളത് ।,1075
സ്ഥാനം,"ടൂറിസം ഭൂപടത്തില്‍‍ ഈ സൗകര്‍‍‍‍‍‍യങ്ങള്ക്ക് സ്ഥാനം ലഭിക്കണം എങ്കില്‍‍ , വേണ്ടത്ര വിദേശപ്രചാരണവും വിദേശകമ്പനികളുടെ താത്പര്‍‍‍‍‍‍യവും കൂടിയേ കഴിയൂ .",1115
സ്ഥാനം,"നിര്‍മ്മാണത്തിന്റെ ഘട്ടത്തില്‍ അത് പോലെ തന്നെ , വിപണനത്തിനും പ്രചാരണനത്തിനും ഉചിതം ആയ സ്ഥാനം നല്കിയേ പറ്റു .",1675
സ്ഥാനം,അവര്‍‍ക്ക് ആദിത്യം നല്കുകയും കേരളത്തിന്റെ വിവിധ ആകര്ഷണങ്ങള്‍ പരിചയപ്പെടുത്തി കൊടുക്കുകയും ചെയ്യുക വഴി അനേകം വിദേശമാധ്യമങ്ങളില്‍ കേരളത്തെ പറ്റി ഉള്ള സചിത്രലേഖനങ്ങള്‍ സ്ഥാനം പിടിക്കാന് തുടങ്ങി .,1738
രീതിയില്‍,നൈല്‍യാത്രയും പിരമിഡുകള്‍ തേടി ഉള്ള യാത്രയും എല്ലാവിധ സന്ദര്‍ശകര്‍ക്കും അനുയോജ്യമായ രീതിയില്‍ വിപണനം ചെയ്യാന്‍ അവര്‍ക്ക് നിഷ്പ്രയാസം സാധിച്ചു .,237
രീതിയില്‍,അത് കുറച്ച് പേര്ക്ക് മാത്രം ഗുണം ചെയ്യുകയും സാധാരണക്കാരന് അപ്രാപ്യം ആയ രീതിയില്‍ ഭൂമിവില കുതിച്ചുയരുകയും ചെയ്യുന്നു .,297
രീതിയില്‍,ഈ ഉല്പന്നങ്ങള്‍ സന്ദര്‍ശകരുടെ അഭിരുചിക്ക് ഇണങ്ങുന്ന വിധം ആകര്ഷകം ആക്കാനോ ദൂരയാത്രയില്‍ കൊണ്ടുപോകാന്‍ അനുയോജ്യമായ രീതിയില്‍ പായ്ക്കു് ചെയ്യാനോ സമ്മാനപ്പൊതികള്‍ ആയി അവയെ സജ്ജീകരിക്കാനോ കഴിയാറില്ല .,743
രീതിയില്‍,"ഇവ കൂടാതെ നിലവില്‍ ഉള്ള ഹോട്ടലുകള്‍ മെച്ചപ്പെട്ട രീതിയില്‍ വിപണനം ചെയ്യുന്നതിനും നടത്തുന്നതിനും ഉള്ള മാനേജ്മെന്രും മാര്ക്കറ്റിങ്ങ് വ്യവസ്ഥയില്‍ ഷെറട്ടന്‍ , റമഡ , സൊഫിറ്റല്‍ , മെറിദിയന്‍ , റാഡിസന്‍ , കെംപിന്സ്കി , ഹോളിഡേഇന്‍ എന്നിങ്ങനെ ഉള്ള ഗ്രൂപ്പുകളും ഇന്ത്യയില്‍ പ്രവര്ത്തിക്കുന്നുണ്ട് .",905
രീതിയില്‍,നിലനില്‍ക്കുന്ന രീതിയില്‍ തന്നെ വികസിതരാജ്യങ്ങളില്‍‍ പ്രവര്‍‍‍‍‍‍ത്തിക്കുന്ന ഏജന്സികളുടെ താത്പര്‍‍‍‍‍‍യങ്ങളെ പ്രീണിപ്പിക്കുന്ന ശൈലിയില്‍ തന്നെ ടൂറിസം വ്യവസായത്തില്‍‍ ചെറുകിടപങ്കാളികള് ആകാന്‍ മാത്രമേ പലപ്പോഴും മൂന്നാം ലോകരാജ്യങ്ങള്‍ക്ക് സാധിക്കുന്നുള്ളൂ .,1131
രീതിയില്‍,ചൈനീസ് ഭാഷ ഈ രീതിയില്‍ ഉള്ളത് ആണ് .,2410
ഇംഗ്ലീഷ്,ടൂര്‍‍ എന്ന പദത്തില്‍‍ നിന്ന് ആണ് അല്ലോ ടൂറിസ്റ്റ് എന്ന ഇംഗ്ലീഷ് പദത്തിന്റെ നിഷ്പത്തി .,181
ഇംഗ്ലീഷ്,പതിനേഴാം നൂറ്റാണ്ട് ആയതോടെ ഇറ്റലിയിലേയ്ക്കും മറ്റ് സാംസ്ക്കാരിക കേന്ദ്രങ്ങളിലേയ്ക്കും ഇംഗ്ലീഷ് പണ്ഡിതന്മാരുടേയും വിദ്യാര്‍ത്ഥികളുടേയും യാത്ര ഒഴിച്ച്കൂടാന്‍ ആവാത്ത ഒന്ന് ആയി മാറിക്കഴിഞ്ഞു .,621
ഇംഗ്ലീഷ്,കൊളോണിയല്‍ നാളുകളെ കുറിച്ച് ചെറുപ്പകാലത്ത് കേട്ടുവളര്‍ന്ന ഒരു ഇംഗ്ലീഷ് കുടുംബത്തിന് ഒരുപക്ഷേ ഇന്ത്യയിലേക്ക് വരാന്‍ താത്പര്യം ഉണ്ടായി എന്നിരിക്കും .,787
ഇംഗ്ലീഷ്,"ഇംഗ്ലീഷ് കവി എസ്റ്റികോളറിഡ്ജിനേയും അദ്ദേഹം ഉദ്ധരിച്ചു - ‘ വെള്ളം , വെള്ളം സര്‍വത്ര , തുള്ളി കുടിക്കാനില്ലത്രെ ' , എന്ന മട്ടില്‍ .",2260
ഇംഗ്ലീഷ്,ആദ്യം പഠിച്ച ഭാഷ ഇംഗ്ലീഷ് .,3565
ഇംഗ്ലീഷ്,ഇംഗ്ലീഷ് ദ്വീപുകളും അയര്‍ലന്റും കഴിഞ്ഞാല്‍ യൂറോപ്പില് എവിടെയും ഇംഗ്ലീഷ് സംസാരിക്കുന്നില്ല .,3824
എത്തുന്ന,അത്പോലെതന്നെ ടൂര്‍ഓപ്പറേറ്റര്‍മാരുടെ താത്പര്യങ്ങള്ക്ക് മുന്തൂക്കം ഉള്ള ഹോട്ടല്ശൃംഖലകള്‍ ആവശ്യം ആണ് എങ്കിലും അവിടെ എത്തുന്ന അതിഥികള്ക്ക് ഉള്ള ഭക്ഷണവും പാനിയങ്ങളും ഇറക്കുമതി ചെയ്യണം എന്ന് വരുമ്പോള്‍ ഗുണത്തേക്കാള്‍ ഏറെ അത് ദോഷമേ വരുത്തിവയ്ക്കൂ .,285
എത്തുന്ന,എത്ര വെയില്‍ വീണാലും കുളിര് വറ്റാതെ കാട്ടുചോല പോലെ ഏത് കാലത്തും വീശുന്ന ശാന്തതയുടെ ഇളം കാറ്റും ആഴങ്ങളിലേക്കു ചെല്ലുന്തോറും ഒരിക്കല്‍ പോലും കണ്ടിട്ടില്ലാത്ത പൂക്കളും മരങ്ങളും കേട്ടിട്ടില്ലാത്ത ഗര്‍ജനങ്ങളും അങ്ങനെയങ്ങനെ കണ്ടും കേട്ടും കൊതി തീരാതെ ആണ് ഗവിയില്‍ എത്തുന്ന ഓരോ സഞ്ചാരിയും മടങ്ങുന്നത് .,480
എത്തുന്ന,കൊടുംകാടിന്‍ ഉള്ളിലൂടെ കാല്‍നട ആയി ആയിരം പടികള്‍ കയറി കാവളയിലെ ഗുഹയില്‍ എത്തുന്ന ആരുടെയും കണ്ണുകള്‍ വിസ്മയം കൊണ്ട് നിറയും .,500
എത്തുന്ന,വികസനം കൊണ്ട് തങ്ങളുടെ കടലോരങ്ങളും കായലുകളും വനങ്ങളും എല്ലാം നശിപ്പിച്ച്കഴിഞ്ഞ് പ്രായേണ അവികസിതം എങ്കിലും അത്രകണ്ട് നശിച്ചിട്ടില്ലാത്ത മറ്റു രാജ്യങ്ങളിലെ പ്രകൃതിയെയും സന്തുലിതാവസ്ഥയെയും കീഴടക്കി നശിപ്പിക്കാന്‍ എത്തുന്ന അന്ധമായ നശീകരണത്തിന്റെ പ്രതീകം ആയി ടൂറിസ്റ്റുകളെ കാണുന്നതില്‍ അര്ത്ഥം ഇല്ല .,545
എത്തുന്ന,"ഒരു പ്രദേശത്ത് ഒഴിവുകാലം ചെലവിടുമ്പോള്‍ പരമാവധി കാര്യങ്ങള്‍ കാണാനും ആസ്വദിക്കാനും സാധിക്കുക എന്നത് യാത്രികന്റെ ലക്ഷ്യം ആയിരിക്കും പോലെ തന്നെ , തങ്ങളുടെ സ്ഥലത്ത് എത്തുന്ന സഞ്ചാരിയെ പരമാവധി ദിവസം അവിടെ പിടിച്ചുനിര്‍ത്താന്‍ പ്രേരിപ്പിക്കുക‌ എന്നത് ടൂറിസ്റ്റ്കേന്ദ്രങ്ങളുടെ ഉദ്ദേശ്യം ആണ് .",573
എത്തുന്ന,"ഇന്ത്യയില്‍ എത്തുന്ന വിദേശ ടൂറിസ്റ്റുകള്‍ക്കിടയില്‍ നടത്തിയ ഒരു സര്വ്വേയില്‍ നിന്ന് 42ശതമാനം പേര്‍ പഞ്ചനക്ഷത്ര ഹോട്ടലുകളും , 20ശതമാനം ത്രിനക്ഷത്ര ഹോട്ടലുകളും , ബാക്കി ഉള്ളവര്‍ ചെലവ് കുറഞ്ഞ ഹോട്ടലുകളും ഇഷ്ടപ്പെടുന്നു എന്ന് വ്യക്തം ആക്കൂന്നുണ്ട് .",898
എന്നാല്‍‍,എന്നാല്‍‍ ഒരു പ്രദേശത്തിന്റെ ടൂറിസം വളര്‍‍ച്ചയില്‍‍ ഇത്തരം ചെറിയ ഏജന്‍സികള്‍ക്ക് ചെറുത് അല്ലാത്ത സ്വാധീനം ഉണ്ട് .,67
എന്നാല്‍‍,എന്നാല്‍‍ വന്‍കിട ടൂര്‍‍ഓപ്പറേറ്റര്‍‍മാരുടെ അന്താരാഷ്ട്രസ്വാധീനത്തിന് മറ്റൊരു മാനം കൂടി ഉണ്ട് .,69
എന്നാല്‍‍,എന്നാല്‍‍ ടൂറിസത്തില്‍‍ നിന്ന് ഉള്ള വരുമാനം ഒരു രാജ്യത്തിന്റെ ആകെ ഉള്ള കയറ്റുമതിവരുമാനത്തിന്റെ ഒരു ചെറിയ ശതമാനം മാത്രമേ വരുന്നുള്ളൂ എങ്കില്‍‍ അത്തരം രാജ്യങ്ങള്‍ക്ക് തങ്ങളുടെ വ്യവസ്ഥകള്‍ ഫലപ്രദമായി നിരത്തിവയ്ക്കാന്‍ കഴിയും .,91
എന്നാല്‍‍,എന്നാല്‍‍ ഇതിന് പകരം ആയി ആകെ നടക്കുന്ന കച്ചവടത്തിന്റെ നിര്‍‍ദ്ദിഷ്ട ശതമാനവും ലാഭവിഹിതവും കൊടുക്കേണ്ടതായിട്ടുണ്ട് .,97
എന്നാല്‍‍,എന്നാല്‍‍ പുതിയ മനുഷ്യരേയും ചുറ്റുപാടുകളേയും കാണാനും മനസ്സിലാക്കാനും ശ്രമിക്കുന്നവര്‍‍ക്ക് ഇത് തൃപ്തികരമായ ഉത്തരം ഏകുന്നു .,152
എന്നാല്‍‍,എന്നാല്‍‍ എവിടെ ആണ് പോകേണ്ടത് എന്ന തീരുമാനം കുറേക്കൂടി യുക്തിസഹമായി കൈകൊള്ളുന്നത് അത്രെ .,155
ആണ്‌,ഈ ലോകം ആരിലും ആശ്രയിക്കുന്നില്ല എന്ന് തോന്നിപ്പോകുന്നത് അപ്പോഴ് ആണ്‌ .,2190
ആണ്‌,അത് ആണ്‌ ലോകം .,2192
ആണ്‌,ഏകീകൃത സിവിൽനിയമം ഇന്ത്യൻ ഭരണഘടനയുടെ സ്വപ്നങ്ങളില് ഒന്ന് ആണ്‌ .,2339
ആണ്‌,ഫലപ്രദമായ ചികിത്സ ആണ്‌ ഇതിന് ആവശ്യം .,3097
ആണ്‌,വീടിനു പുറകില്‍ ഉള്ള കുന്നിന് മുകളിലേക്കു നീണ്ടു പോകുന്ന ആ പഴയ നാട്ടുവഴി സ്വപ്നം കണ്ട് ആണ്‌ രാവിലെ ഉറക്കം ഉണര്‍ന്നത്‌ .,3304
ആണ്‌,"യാഗം , യജ്ഞം , തപം , ധ്യാനം , ദാനം , ജ്ഞാനം തുടങ്ങിയത് എല്ലാം ഭക്തിയില്‍ പര്യവസാനിക്കല് ആണ്‌ , അത് വഴി മാത്രം ആണ്‌ വിജയിക്കുന്നത്‌ .",3376
ധാരാളം,പണം ധാരാളം ചെലവഴിക്കുന്ന വിദേശടൂറിസ്റ്റ്കള്‍ അനേക ദിവസങ്ങള്‍‍ തങ്ങളുടെ ടൂറിസ്റ്റ് കേന്ദ്രങ്ങളില്‍‍ വന്ന് താമസിക്കുകയും അവിടത്തെ സൗകര്‍‍‍‍‍‍യങ്ങള്‍ പ്രയോജനപ്പെടുത്തി ഉത്പ്പന്നങ്ങള്‍ വാങ്ങി തിരിച്ചുപോവുകയും ചെയ്യുക എന്നത് ആണ് ഏതു ടൂറിസം സംവിധാനത്തിന്റേയും അഭിലാഷം .,398
ധാരാളം,ജ്യങ്ങളിലും പാശ്ചാത്യനാടുകളിലും ഉള്ള പുതിയ സമ്പന്നതയുടെ പ്രയോജനം ലഭിച്ച് ചെലവഴിക്കാന്‍ ധാരാളം പണവും ആയി വരുന്ന ഈ പുതിയ ടൂറിസ് ചുളുവില്‍ നാട് കാണാന്‍ ഇറങ്ങുന്ന സഞ്ചാരിയില്‍ നിന്ന് വ്യത്യസ്തനായി കാണേണ്ടതുണ്ട് .,773
ധാരാളം,ഡയമോസും പാരസെറ്റമോളും തന്നു വെള്ളം ധാരാളം കുടിക്കാന്‍ ഉള്ള ഉപദേശവും .,2061
ധാരാളം,നിറയെ നാരുകള് ഉള്ള വാളങ്ങയില്‍ ധാതുലവണങ്ങളും ധാരാളം അടങ്ങിയിരിക്കുന്നു .,2355
ധാരാളം,നിതാഖാത് കാരണം ധാരാളം പ്രവാസികള്‍ മടങ്ങി എത്തി .,3146
ധാരാളം,"സെലേനിയം ധാരാളം അടങ്ങിയിരിക്കുന്നതിനാല്‍ സന്ധിവാതം , ഹൃദയസംബന്ധമായ അസുഖങ്ങള്‍ , ക്യാന്‍സര്‍ എന്നിവ ഒരു പരിധി വരെ തടയുന്നു .",3403
കാണാം,അതിരപ്പിള്ളിയില്‍ ഇപ്പോള്‍ കാട് നിറഞ്ഞ് പെയ്യുന്ന മഴയുടെ കാവ്യാത്മക സൗന്ദര്യം കാണാം .,451
കാണാം,ആ സ്നാനഗൃഹങ്ങളുടെ അവശിഷ്ടങ്ങള്‍ ഇപ്പോളും അവിടെ കാണാം .,608
കാണാം,ഈ പ്രതികരണങ്ങള്ക്ക ഇടയില്‍ സംഭവിച്ച വ്യതിയാനങ്ങളുടെ ഒരു സംക്ഷിപ്തവിവരണം കഴിഞ്ഞ അദ്ധ്യായത്തില്‍ കാണാം .,953
കാണാം,റോഡില്‍ നിറയെ ആനപിണ്ടങ്ങളും കാണാം .,1428
കാണാം,വ്യൂപോയിന്റുകളില്‍ നിന്ന് നോക്കുമ്പോള്‍ അകലെ മഞ്ഞ് മുടികിടക്കുന്ന മഞ്ഞൂരിനെ കാണാം .,1429
കാണാം,കുന്നിന് മുകളില്‍ നിന്നാല്‍ തെളിഞ്ഞ രാത്രിയില്‍ കോയമ്പത്തൂര്‍ പട്ടണത്തിലെ വിളക്കുകളും കാരമടൈ അങ്ങാടിയിലെ വിളക്കുകളും എല്ലാം കാണാം .,1476
മുന്നില്‍,"പുതിയ ടൂറിസ്റ്റ് കേന്ദ്രങ്ങളെ , യാത്ര ചെയ്യാന്‍ സാധ്യത ഉള്ളവരുടെ മുന്നില്‍ ആദായകരമായ വ്യവസ്ഥകള് ഓടെ അവതരിപ്പിക്കുമ്പോള് പുതിയ സഞ്ചാരികളെ ഒരു പരിധി വരെ സൃഷ്ടിക്കാന്‍ സാധിക്കുന്നു .",128
മുന്നില്‍,ഓരോ ഘട്ടത്തിലൂം ദേശീയ താത്പര്യങ്ങളെ മുന്നില്‍ കണ്ടു എങ്കിലേ ടൂറിസംനയങ്ങള്‍ പലതും വഴി തെറ്റാതിരിക്കുകയുള്ളൂ .,286
മുന്നില്‍,അവരുടെ മുന്നില്‍ മൈക്കിള് ജാക്സണോ മഡോണയോ വന്ന് പാടിയാല്‍ യാതൊരു പ്രതികരണവും ഉണ്ടാവുകയില്ല .,357
മുന്നില്‍,"ഭാഷ അറിയാത്ത ടൂറിസ്റ്റ്കള്‍ക്ക് മുന്നില്‍ നളചരിതം ഒന്നാം ദിവസമോ , ദക്ഷയാഗമോ അഞ്ചാറ്മണിക്കുര്‍ സവിസ്താരം പാടിയാടിയാല്‍ അത് എപ്പോഴും ആകര്ഷകം ആയി എന്ന് വരില്ല .",366
മുന്നില്‍,ഈ നൂറ്റാണ്ട് അവസാനിക്കുമ്പോള്‍ ഇന്ത്യയിലേക്ക് അമ്പതുലക്ഷം വിദേശടൂറിസ്റ്റുകളെ എത്തിക്കുക എന്ന ലക്ഷ്യം ആണ് ഇന്ത്യന്‍ ടൂറിസം വ്യവസായത്തിന്റെ മുന്നില്‍ ഉള്ളത് .,916
മുന്നില്‍,പ്രകൃതിയുടെ കാന്‍വാസ് അതെപടി മുന്നില്‍ .,1373
കഴിഞ്ഞ്,പത്ത് വര്‍ഷം കഴിഞ്ഞ് 2005ല്‍ ഏതാണ്ട് തീരുമാനം ആയി .,1193
കഴിഞ്ഞ്,രാമനാട്ടുകര കഴിഞ്ഞ് കൊണ്ടോട്ടി എത്തുമ്പോള്‍ കേന്ദ്രമന്ത്രി ഇ . അഹമ്മദിനെ വിമാനത്താവളത്തില്‍ നിന്ന് സ്വീകരിച്ചുകൊണ്ടു് വരുന്നതിന്റെ ആരവം റോഡ്നീളെ .,1376
കഴിഞ്ഞ്,"പെരിന്തല്‍മണ്ണ , മണ്ണാര്‍ക്കാട് മുക്കാലി കഴിഞ്ഞ് കുളിക്കടവില്‍ എത്തുമ്പോള്‍ രാത്രി ഒമ്പതു മണി .",1389
