dropped,sentences
NULL എന്നപോലെ ഇന്ന് അഡിക്ഷന്‍ ആയിക്കൊണ്ടിരിക്കുന്നു .,മദ്യത്തിനോടും മയക്കുമരുന്നിനോടും എന്നപോലെ സെല്‍ഫിയും ഇന്ന് അഡിക്ഷന്‍ ആയിക്കൊണ്ടിരിക്കുന്നു .
സെല്‍ഫി അഡിക്ഷന്‍ എങ്ങനെ എന്ന് പറഞ്ഞ് .,സെല്‍ഫി അഡിക്ഷന്‍ ആകുന്നത് എങ്ങനെ എന്ന് പറഞ്ഞ് ചിരിച്ചുതള്ളേണ്ട .
സ്വന്തം സെല്‍ഫി എടുത്ത് സോഷ്യല്‍മീഡിയയില്‍ ഷെയര്‍ ചെയ്ത് അതിന് കുറച്ച് കൂടി കിട്ടിയാല്‍ ജീവിതം ധന്യം എന്നു കരുതുന്ന ഒരു വലിയ പക്ഷം നമുക്ക് ഇടയില്‍ വളര്‍ന്നുവരുന്നുണ്ട് .,സ്വന്തം സെല്‍ഫി എടുത്ത് സോഷ്യല്‍മീഡിയയില്‍ ഷെയര്‍ ചെയ്ത് അതിന് കുറച്ച് ലൈക്കും കൂടി കിട്ടിയാല്‍ ജീവിതം ധന്യം ആയി എന്നു കരുതുന്ന ഒരു വലിയ പക്ഷം ആളുകള്‍ നമുക്ക് ഇടയില്‍ വളര്‍ന്നുവരുന്നുണ്ട് .
ഉളള ഈ അമിത സ്‌നേഹം മറ്റു മാനസിക പോലെ ചികിത്സ ആവശ്യം ഒരു മാനസികപ്രശ്‌നം ആണ് എന്ന് തിരിച്ചറിയണം .,സെല്‍ഫിയോട് ഉളള ഈ അമിത സ്‌നേഹം മറ്റു മാനസിക അസ്വസ്ഥതകളെ പോലെ ചികിത്സ ആവശ്യം ആയ ഒരു മാനസികപ്രശ്‌നം ആണ് എന്ന് തിരിച്ചറിയണം .
കഴിഞ്ഞ കുറച്ചു് ആയ നാം കണ്ടു .,കഴിഞ്ഞ കുറച്ചു് ദിവസങ്ങളില്‍ സെല്‍ഫിയില്‍ രക്തസാക്ഷികള് ആയ ചിലരെ നാം വാര്‍ത്തകളില്‍ കണ്ടു .
"ആയിട്ട് അല്ല റിപ്പോര്‍ട്ട് എങ്കിലും , അത് നമ്മുടെ NULL കൂടിവരികയാണ് .","സെല്‍ഫി മരണങ്ങള്‍ ആദ്യം ആയിട്ട് അല്ല റിപ്പോര്‍ട്ട് ചെയ്യപ്പെടുന്നത് എങ്കിലും , അത് വിദേശത്തും നമ്മുടെ നാട്ടിലും കൂടിവരികയാണ് ."
കഴിഞ്ഞ ആഴ്ച ഒരാള്‍ സ്വയം തോക്കു ചൂണ്ടി സെല്‍ഫി വെടി മരിച്ചിരുന്നു .,കഴിഞ്ഞ ആഴ്ച മെക്‌സിക്കോയില്‍ ഒരാള്‍ സ്വയം തോക്കു ചൂണ്ടി സെല്‍ഫി എടുക്കുന്നതിന് ഇടെ വെടി പൊട്ടി മരിച്ചിരുന്നു .
അതിനു ആണ് നമ്മുടെ സ്വന്തം മുകളില്‍ കയറി നിന്ന് സെല്‍ഫി ഇടെ ഷിഹാബുദ്ദീന്‍ .,അതിനു പിന്നാലെ ആണ് നമ്മുടെ സ്വന്തം കേരളത്തില്‍ ഷൊര്‍ണൂരില്‍ ചരക്ക്തീവണ്ടിക്കു മുകളില്‍ കയറി നിന്ന് സെല്‍ഫി എടുക്കുന്നതിന് ഇടെ ഷിഹാബുദ്ദീന്‍ എന്ന പതിനാലുവയസ്സുകാരന്‍ പൊള്ളലേററ് മരിച്ചത് .
ഇതിന് തുടര്‍ച്ച പോലെ ഹോളണ്ടുകാരായ നോക്കിനില്‍ക്കേ സെല്‍ഫി കബോഡിറോക്ക് സമുദ്രമുനമ്പില്‍ നിന്നും സമുദ്രത്തില്‍ വീണ് നാം കേട്ടു .,ഇതിന് തുടര്‍ച്ച എന്നത് പോലെ ഹോളണ്ടുകാരായ ദമ്പതികള്‍ മക്കള്‍ നോക്കിനില്‍ക്കേ സെല്‍ഫി എടുക്കുന്നതിന് ഇടയില്‍ പോര്‍ച്ചുഗലിലെ കബോഡിറോക്ക് സമുദ്രമുനമ്പില്‍ നിന്നും സമുദ്രത്തില്‍ വീണ് മരിച്ചതും നാം കേട്ടു .
അടുത്ത ' മിറര്‍ന്യൂസ് ' ദുരന്തം ഏറ്റുവാങ്ങിയ ഒരു പത്തൊമ്പതു കുറിച്ച് റിപ്പോര്‍ട്ട് ചെയ്തിരുന്നു .,അടുത്ത കാലത്ത് ' മിറര്‍ന്യൂസ് ' സെല്‍ഫിയുടെ ദുരന്തം ഏറ്റുവാങ്ങിയ ഒരു പത്തൊമ്പതു വയസ്സുകാരനെ കുറിച്ച് റിപ്പോര്‍ട്ട് ചെയ്തിരുന്നു .
അടിമ ആ 19 പേര് .,സെല്‍ഫിക്ക് അടിമ ആയ ആ 19 വയസ്സുകാരന്റെ പേര് ഡാനിബോമാന്‍ .
15 വയസ്സ് മുതല്‍ സെല്‍ഫി തുടങ്ങിയ ഡാനി ഒരു ദിനം 200 ആണ് .,15 വയസ്സ് മുതല്‍ സെല്‍ഫി എടുക്കാന്‍ തുടങ്ങിയ ഡാനി ഒരു ദിനം എടുത്തുകൂട്ടിയിരുന്നത് 200 സെല്‍ഫികള്‍ ആണ് .
ഒരു ദിവസം പത്തു എങ്കിലും സെല്‍ഫി മാത്രം ചെലവഴിക്കുന്നു .,ഒരു ദിവസം ചുരുങ്ങിയത് പത്തു മണിക്കൂറുകള്‍ എങ്കിലും സെല്‍ഫി എടുക്കാന്‍ മാത്രം ചെലവഴിക്കുന്നു .
"അടിമ ആയ ഡാനി പതുക്കെ സ്‌കൂളില്‍ , NULL ഉളള കുറഞ്ഞു .","സെല്‍ഫിക്ക് അടിമ ആയ ഡാനി പതുക്കെ സ്‌കൂളില്‍ പോക്കു നിര്‍ത്തി , മറ്റുളളവരോട് ഉളള ഇടപെടലുകള്‍ കുറഞ്ഞു ."
ഏതു മുറി അടച്ചിരുന്ന് സെല്‍ഫി എടുക്കല്‍ തന്നെ .,ഏതു നേരവും മുറി അടച്ചിരുന്ന് സെല്‍ഫി എടുക്കല്‍ തന്നെ .
ഒടുക്കം തനിക്കു സംതൃപ്തി നല്‍കുന്ന സെല്‍ഫി കിട്ടാതെ വന്നപ്പോള്‍ ശ്രമിച്ചു .,ഒടുക്കം തനിക്കു സംതൃപ്തി നല്‍കുന്ന സെല്‍ഫി കിട്ടാതെ വന്നപ്പോള്‍ ആത്മാഹൂതിക്ക് ശ്രമിച്ചു .
ഇപ്പോള്‍ എന്തു തോന്നുന്നു .,ഇപ്പോള്‍ എന്തു തോന്നുന്നു .
സെല്‍ഫി അഡിക്ഷന്‍ അത്ര നിസാരപ്രശ്‌നം അല്ല എന്നു മനസ്സിലായില്ലേ ?,സെല്‍ഫി അഡിക്ഷന്‍ അത്ര നിസാരപ്രശ്‌നം അല്ല എന്നു മനസ്സിലായില്ലേ ?
അപൂര്‍വ്വമായ ഒരു കേസ് ആണ് എന്ന് ഡോക്ടര്‍ ഡേവിഡ് വീല്‍ പറയുന്നുണ്ട് എങ്കിലും ഇത് ചര്‍ച്ച പരിഹാരം NULL ആയ ഒരു വിഷയം ആണ് എന്ന് അദ്ദേഹം സമ്മതിക്കുന്നുണ്ട് .,ഡാനിയുടേത് അപൂര്‍വ്വമായ ഒരു കേസ് ആണ് എന്ന് ഡോക്ടര്‍ ഡേവിഡ് വീല്‍ പറയുന്നുണ്ട് എങ്കിലും ഇത് ചര്‍ച്ച ചെയ്യപ്പെടേണ്ടതും പരിഹാരം കാണേണ്ടതും ആയ ഒരു വിഷയം ആണ് എന്ന് അദ്ദേഹം സമ്മതിക്കുന്നുണ്ട് .
മനഃശാസ്ത്രപരമായി എങ്കില്‍ നാര്‍സിസം മറ്റൊരു മുഖം ആണ് സെല്‍ഫി .,മനഃശാസ്ത്രപരമായി നോക്കുകയാണ് എങ്കില്‍ നാര്‍സിസം എന്ന ആത്മാരാധനയുടെ മറ്റൊരു മുഖം ആണ് സെല്‍ഫി .
മനോരോഗവിദഗ്ദ്ധനായ ഡോ.ഡേവിഡ്വീലിന്റെ അഭിപ്രായപ്രകാരം ബോഡി ഡിസ്‌മോര്‍ഫിക് ഡിസോര്‍ഡര്‍ മാനസികപ്രശ്‌നം ആണ് ആയി കൂടുതല്‍ സമയം .,മനോരോഗവിദഗ്ദ്ധനായ ഡോ.ഡേവിഡ്വീലിന്റെ അഭിപ്രായപ്രകാരം ബോഡി ഡിസ്‌മോര്‍ഫിക് ഡിസോര്‍ഡര്‍ എന്ന മാനസികപ്രശ്‌നം ഉളളവര്‍ ആണ് സെല്‍ഫിക്ക് ആയി കൂടുതല്‍ സമയം ചിലവഴിക്കുന്നത് .
സ്വന്തം ഇവര്‍ സന്തുഷ്ടര് ആയിരിക്കില്ല .,സ്വന്തം പ്രതിച്ഛായയില്‍ ഇവര്‍ സന്തുഷ്ടര് ആയിരിക്കില്ല .
ആരും ശ്രദ്ധിക്കാന്‍ ഇടയില്ലാത്ത പലപ്പോഴും മാനസികമായി ഇവര്‍ക്ക് വെല്ലുവിളി ഉയര്‍ത്തുന്നു .,ആരും ശ്രദ്ധിക്കാന്‍ ഇടയില്ലാത്ത നിസാരകാര്യങ്ങള്‍ പലപ്പോഴും മാനസികമായി ഇവര്‍ക്ക് വെല്ലുവിളി ഉയര്‍ത്തുന്നു .
തന്റെ ഒന്നും പതിയാത്ത സംതൃപ്തമായ ഒരു സെല്‍ഫി എടുക്കാനായി ചെലവിടാന്‍ ഇവര്‍ക്ക് യാതൊരു ഇല്ല .,തന്റെ ന്യൂനതകള്‍ ഒന്നും പതിയാത്ത സംതൃപ്തമായ ഒരു സെല്‍ഫി എടുക്കാനായി മണിക്കൂറുകള്‍ ചെലവിടാന്‍ ഇവര്‍ക്ക് യാതൊരു മടിയും ഇല്ല .
മറ്റു പ്രധാന ഒക്കെ മറന്ന് ഇവര്‍ ആയി സമയം ചെലവഴിക്കുന്നു .,മറ്റു പ്രധാന കര്‍ത്തവ്യങ്ങള് ഒക്കെ മറന്ന് ഇവര്‍ സെല്‍ഫിക്ക് ആയി സമയം ചെലവഴിക്കുന്നു .
ഡാനി അത് ആണ് .,ഡാനി എന്ന പത്തൊമ്പതുകാരനും സംഭവിച്ചത് അത് ആണ് .
സോഷ്യല്‍മീഡിയ ആണ് .,സോഷ്യല്‍മീഡിയ തരംഗത്തിന്റെ ഉല്‍പന്നങ്ങള്‍ ആണ് സെല്‍ഫികള്‍ .
നല്ല NULL സൗഹൃദക്കൂട്ടായ്മ വഴി ചൂടോടെ എത്തിക്കാം എന്നുളളത് ആണ് .,ജീവിതത്തിലെ നല്ല നിമിഷങ്ങളും വിഷമങ്ങളും സൗഹൃദക്കൂട്ടായ്മ വഴി പോസ്ററ് ചെയ്ത് ചൂടോടെ പ്രിയപ്പെട്ടവരില്‍ എത്തിക്കാം എന്നുളളത് ആണ് പലരേയും സൗഹൃദക്കൂട്ടായ്മകളിലേക്ക് ആകര്‍ഷിച്ചത് .
എന്നാല്‍ പതുക്കെ തികച്ചും ഒതുങ്ങാന്‍തുടങ്ങി .,എന്നാല്‍ പതുക്കെ പോസ്ററുകള് തികച്ചും അവനവനിലേക്ക് ഒതുങ്ങാന്‍തുടങ്ങി .
ക്രമേണ ഓരോ എന്തിന് പോലും ഇത്തരം കൂടി നാല് എങ്കില്‍ ഉറക്കം വരില്ല .,ക്രമേണ ജീവിതത്തിലെ ഓരോ നീക്കവും എന്തിന് സ്വകാര്യതകള്‍ പോലും ഇത്തരം സോഷ്യല്‍മീഡിയകളില്‍ കൂടി നാല് ആളെ അറിയിച്ചില്ല എങ്കില്‍ ഉറക്കം വരില്ല എന്ന അവസ്ഥയിലേക്ക് എത്തിത്തുടങ്ങി .
മികച്ച ആയി എന്ത് മുതിരാനും അവര്‍ തയ്യാറ് തുടങ്ങി .,മികച്ച സെല്‍ഫിക്ക് ആയി എന്ത് സാഹസത്തിന് മുതിരാനും അവര്‍ തയ്യാറ് ആയി തുടങ്ങി .
അതിന്റെ ഫലം ആയി വര്‍ദ്ധിച്ചു .,അതിന്റെ ഫലം ആയി അപകടങ്ങളും വര്‍ദ്ധിച്ചു .
മൊബൈല്‍ക്യാമറ ആയ ആക്‌സിഡന്റ് ഓടിച്ചെന്ന് രക്ഷാപ്രവര്‍ത്തനം പകരം വിധം തല്‍സമയം ഷൂട്ട് ചെയ്തിരുന്ന ഉള്ള തുടര്‍ച്ച അത് എടുത്ത് ചെയ്യുക എന്നുളളത് ആണ് .,മൊബൈല്‍ക്യാമറ പ്രചാരത്തില്‍ ആയ സമയത്ത് റോഡില്‍ ആക്‌സിഡന്റ് കണ്ടാല്‍ ഓടിച്ചെന്ന് രക്ഷാപ്രവര്‍ത്തനം നടത്തുന്നതിനു പകരം ചാനല്‍ക്യാമറകളെ വെല്ലും വിധം തല്‍സമയം ഷൂട്ട് ചെയ്തിരുന്ന സാഹചര്യത്തിന്‍ ഉള്ള തുടര്‍ച്ച അത് എടുത്ത് സോഷ്യല്‍മീഡിയയില്‍ പോസ്ററ് ചെയ്യുക എന്നുളളത് ആണ് .
ഒപ്പം സംഭവസ്ഥലത്ത് നിന്നും ഒരു .,ഒപ്പം സംഭവസ്ഥലത്ത് നിന്നും ഒരു സെല്‍ഫിയും .
ക്യാമറാമാന്‍ നിശ്ചല്‍കുമാറിന് ഒപ്പം സംഭവസ്ഥലത്ത് നിന്നും എന്ന് ചാനല്‍ റിപ്പോര്‍ട്ടര്‍മാര്‍ സൈനോഫ് പറയുമ്പോള്‍ അതിനെ കടത്തിവെട്ടുന്ന സെല്‍ഫി എടുത്ത് നിര്‍വൃതി ഇവര്‍ .,ക്യാമറാമാന്‍ നിശ്ചല്‍കുമാറിന് ഒപ്പം സംഭവസ്ഥലത്ത് നിന്നും എന്ന് ചാനല്‍ റിപ്പോര്‍ട്ടര്‍മാര്‍ സൈനോഫ് പറയുമ്പോള്‍ അതിനെ കടത്തിവെട്ടുന്ന സെല്‍ഫി എടുത്ത് നിര്‍വൃതി അടയുകയാണ് ഇവര്‍ .
അത് അങ്ങോട്ട് ചാടിപ്പിടിച്ച് NULL ലൈക്കടിക്കാനും ചെയ്യാനും ഇടാനും ഒരു നീണ്ട .,അത് അങ്ങോട്ട് പോസ്ററ് ചെയ്യുമ്പോഴേയ്ക്കും ചാടിപ്പിടിച്ച് ലൈക്കടിക്കാനും ഷെയര്‍ ചെയ്യാനും കമന്റ് ഇടാനും ഒരു നീണ്ട ഫ്രണ്ട്‌ളിസ്ററും .
സൈബര്‍ രംഗത്ത് സംഭവിക്കുന്ന ഇത്തരം ആവര്‍ത്തിക്കാതിരിക്കാന്‍ ശക്തമായ മാത്രമേ സാധിക്കൂ .,സൈബര്‍ രംഗത്ത് സംഭവിക്കുന്ന ഇത്തരം ദുരന്തങ്ങള്‍ ആവര്‍ത്തിക്കാതിരിക്കാന്‍ ശക്തമായ ബോധവല്‍ക്കരണത്തിലൂടെ മാത്രമേ സാധിക്കൂ .
അതിന്‍ ഉളള പ്രാരംഭ തുടങ്ങുന്നതായി പറയുന്നു .,അതിന്‍ ഉളള പ്രാരംഭ നടപടികള്‍ തുടങ്ങുന്നതായി ഓര്‍ഗ് പീപ്പിള്‍ ഇന്ത്യ ഫൗണ്ടേഷന്‍ ചെയര്‍മാന്‍ ആര്‍ട്ടിസ്ററ് നന്ദന്‍പിളള പറയുന്നു .
ആലപ്പുഴ തലവടി സ്ഥിതിചെയ്യുന്ന ഒരു ഹൈന്ദവക്ഷേത്രം ആണ് ചക്കുളത്തുകാവ് ഭഗവതിക്ഷേത്രം .,ആലപ്പുഴ ജില്ലയിലെ തലവടി പഞ്ചായത്തില്‍ സ്ഥിതിചെയ്യുന്ന ഒരു ഹൈന്ദവക്ഷേത്രം ആണ് ചക്കുളത്തുകാവ് ഭഗവതിക്ഷേത്രം .
"ഈ ഗണപതി , ശിവന്‍ , സുബ്രഹ്മണ്യന്‍ , NULL വിഷ്ണു , ശാസ്താവ് , , യക്ഷിയമ്മ എന്നീ ഉണ്ട് .","ഈ ക്ഷേത്രത്തില്‍ ഗണപതി , ശിവന്‍ , സുബ്രഹ്മണ്യന്‍ , വിഷ്ണു , ശാസ്താവ് , നവഗ്രഹങ്ങള്‍ , യക്ഷിയമ്മ എന്നീ ഉപദേവതകള്‍ ഉണ്ട് ."
പ്രശസ്തം ആണ് ചക്കുളത്തുകാവ് പൊങ്കാല .,മദ്ധ്യതിരുവിതാംകൂറില്‍ പ്രശസ്തം ആണ് ചക്കുളത്തുകാവ് പൊങ്കാല .
പൊങ്കാല തൃക്കാര്‍ത്തിക ദിവസം ആണ് .,പൊങ്കാല തൃക്കാര്‍ത്തിക ദിവസം ആണ് നടക്കുന്നത് .
"കാര്‍ത്തികസ്തംഭം , ലക്ഷദീപം , NULL നാരീപൂജ തുടങ്ങിയ പേരു്കേട്ടവ ആണ് .","കാര്‍ത്തികസ്തംഭം , ലക്ഷദീപം , നാരീപൂജ തുടങ്ങിയ ചടങ്ങുകളും പേരു്കേട്ടവ ആണ് ."
ദേവിക്ക് എല്ലാ NULL നടത്തുന്നു .,ദേവിക്ക് എല്ലാ വര്‍ഷവും കളമെഴുത്തും പാട്ടും നടത്തുന്നു .
ആദ്യത്തെ ദേവിക്ക് നിവേദിക്കുന്ന ഔഷധജലം സകല ഒറ്റമൂലി ആണ് എന്ന് ആണ് വിശ്വാസം .,ആദ്യത്തെ വെള്ളിയാഴ്ചകളില്‍ ദേവിക്ക് നിവേദിക്കുന്ന ഔഷധജലം സകല രോഗങ്ങള്‍ക്കും ഒറ്റമൂലി ആണ് എന്ന് ആണ് വിശ്വാസം .
", NULL വേണ്ടി പ്രത്യേക പൂജ ചെയ്ത് ഔഷധജലം നല്‍കാറുണ്ട് .","ആയുരാരോഗ്യത്തിനും , സമാധാനത്തിനും വേണ്ടി പ്രത്യേക പൂജ ചെയ്ത് ഔഷധജലം നല്‍കാറുണ്ട് ."
ഇവിടെ വെറ്റിലപ്രശ്‌നം അതിപ്രശസ്തം ആണ് .,ഇവിടെ വെറ്റിലപ്രശ്‌നം അതിപ്രശസ്തം ആണ് .
പൂജാരിമുഖ്യന്‍ ആണ് വെറ്റില ജോത്സ്യം വച്ച് പ്രവചനം .,പൂജാരിമുഖ്യന്‍ ആണ് വെറ്റില ജോത്സ്യം വച്ച് പ്രവചനം നടത്തുക .
ചക്കുളത്തുകാവ് ആണ് .,ചക്കുളത്തുകാവ് മദ്യപര്‍ക്ക് മോചനത്തിന്റെ രക്ഷാകേന്ദ്രം ആണ് .
എല്ലാ ആദ്യ വെള്ളിയാഴ്ച വിളിച്ചുചൊല്ലി പ്രാര്‍ത്ഥന നടക്കും .,എല്ലാ മലയാളമാസത്തിലെയും ആദ്യ വെള്ളിയാഴ്ച വിളിച്ചുചൊല്ലി പ്രാര്‍ത്ഥന നടക്കും .
ഈ ആണ് മദ്യവിമുക്ത .,ഈ അവസരത്തില്‍ ആണ് മദ്യവിമുക്ത പ്രതിജ്ഞ .
പന്ത്രണ്ട് തീവ്രസമാധാന നയിക്കുന്ന ആണ് .,പന്ത്രണ്ട് നോയമ്പ് ദേവീ സാക്ഷാത്ക്കാരത്തിന്റെ തീവ്രസമാധാന ക്രമത്തിലേക്ക് ഭക്തരെ നയിക്കുന്ന വ്രതാനുഷ്ഠാനം ആണ് .
തുടങ്ങി ആണ് പന്ത്രണ്ട് .,ധനു ഒന്നിന് തുടങ്ങി പന്ത്രണ്ടിന്‍ ആണ് പന്ത്രണ്ട് നോയമ്പ് അവസാനിക്കുന്നത് .
വെര്‍ച്വല്‍ ഇവിടെ .,ചക്കുളത്തുകാവിന്റെ വെര്‍ച്വല്‍ ടൂറിന് ഇവിടെ ക്ലിക്ക് ചെയ്യുക .
അവര്‍‍ ആകട്ടെ ഏതെങ്കിലും ഒരു പ്രത്യേക കൂടുതല്‍‍ ചെലുത്തി അതിന് കഴിയുന്നത്ര കൈവരുത്താന്‍ ആണ് .,അവര്‍‍ ആകട്ടെ ഏതെങ്കിലും ഒരു പ്രത്യേക മേഖലയില്‍‍ കൂടുതല്‍‍ ശ്രദ്ധ ചെലുത്തി അതിന് ഉള്ളില്‍‍ കഴിയുന്നത്ര വൈവിധ്യം കൈവരുത്താന്‍ ശ്രമിക്കുന്നവര്‍‍ ആണ് .
"ഉദാഹരണത്തിന് രാജ്യങ്ങളില്‍‍ മാത്രം . , , എന്നീ NULL മാത്രം , NULL മാത്രം എന്നിങ്ങനെ സ്പെഷ്യലൈസ് .","ഉദാഹരണത്തിന് ആഫ്രിക്കന്‍ രാജ്യങ്ങളില്‍‍ മാത്രം വിപണനം ചെയ്യുന്നവര്‍‍ . ഇന്ത്യ , നേപ്പാള്‍ , ഭൂട്ടാന്‍ എന്നീ രാജ്യങ്ങളില്‍‍ മാത്രം ശ്രദ്ധ കേന്ദ്രീകരിക്കുന്നവര്‍‍ , പസഫിക്ദ്വീപുകള്‍ മാത്രം പ്രോത്സാഹിപ്പിക്കുന്നവര്‍‍ എന്നിങ്ങനെ സ്പെഷ്യലൈസ് ചെയ്യുന്നവര്‍‍ ."
"മുഴുവനും ഉള്ള പ്രധാന കൂട്ടിയിണക്കുവാനോ , NULL അവിടെ എല്ലാം സഞ്ചരിച്ച് സ്ഥാപിക്കാനോ , തുടര്‍‍ന്ന് തങ്ങളുടെ എത്തുന്വോള്‍ അവര്‍‍‍ക്ക് സ്വീകാര്യമായ വരുത്താനോ ഉള്ള NULL ഭരണപരമായ കാരണം ആണ് ഈ ചെറിയ ഏതാനം തങ്ങളുടെ .","ലോകം മുഴുവനും ഉള്ള പ്രധാന കേന്ദ്രങ്ങളെ കൂട്ടിയിണക്കുവാനോ , അവിടെ എല്ലാം സഞ്ചരിച്ച് കരാറുകള്‍ സ്ഥാപിക്കാനോ , തുടര്‍‍ന്ന് തങ്ങളുടെ യാത്രക്കാര്‍‍ എത്തുന്വോള്‍ അവര്‍‍‍ക്ക് സ്വീകാര്യമായ സൗകര്യങ്ങള്‍ ഉറപ്പു വരുത്താനോ ഉള്ള സാമ്പത്തികശേഷിയും ഭരണപരമായ പിടിപ്പും ഇല്ലാത്തത് കാരണം ആണ് ഈ ചെറിയ ഏജന്‍സികള്‍ ഏതാനം മേഖലകളില്‍‍ തങ്ങളുടെ പ്രവര്‍‍ത്തനം ചുരുക്കുന്നത് ."
എന്നാല്‍‍ ഒരു ഇത്തരം ചെറിയ അല്ലാത്ത ഉണ്ട് .,എന്നാല്‍‍ ഒരു പ്രദേശത്തിന്റെ ടൂറിസം വളര്‍‍ച്ചയില്‍‍ ഇത്തരം ചെറിയ ഏജന്‍സികള്‍ക്ക് ചെറുത് അല്ലാത്ത സ്വാധീനം ഉണ്ട് .
വന്‍കിട ഇല്ലാത്ത ഒരു പ്രത്യേക ഈ ചെറുകിട ആയ ഉണ്ട് എന്നത് തന്നെ ആണ് .,വന്‍കിട ഏജന്‍സികള്‍ക്ക് ഇല്ലാത്ത താത്പര്യം ഒരു പ്രത്യേക പ്രദേശത്തോട് ഈ ചെറുകിട മൊത്തവ്യാപാരികള്‍ ആയ ടൂര്‍‍ഓപ്പറേറ്റര്‍‍മാര്‍‍ക്ക് ഉണ്ട് എന്നത് തന്നെ ആണ് കാരണം .
എന്നാല്‍‍ വന്‍കിട മറ്റൊരു കൂടി ഉണ്ട് .,എന്നാല്‍‍ വന്‍കിട ടൂര്‍‍ഓപ്പറേറ്റര്‍‍മാരുടെ അന്താരാഷ്ട്രസ്വാധീനത്തിന് മറ്റൊരു മാനം കൂടി ഉണ്ട് .
