dropped,sentences
नेल्या जात लागत,ठाकुर्ली स्थानकाच्या पुढे कल्याणच्या दिशेने एकाच मार्गावरून लोकल नेल्या जात असल्याने ठाकुर्ली - कल्याण स्थानकांदरम्यान लोकलच्या रांगा लागत आहेत .
जाणारे करण्याची आहे,सोमवारी मुंबईला जाणारे बहुतांशी प्रवासी एसटीने भिवंडी बायपासमार्गे प्रवास करण्याची शक्‍यता आहे .
जाणारे करण्याच्या होणार,"नवी मुंबईत जाणारे नवी मुंबई , कल्याण परिवहनच्या बसने प्रवास करण्याच्या शक्‍यतेमुळे या बसना प्रचंड गर्दी होणार आहे ."
होऊ घेतली,"दरम्यान , सोमवारी प्रवाशांकडून उद्रेक होऊ नये याची खबरदारी रेल्वे पोलिसांनी घेतली आहे ."
टाळण्यासाठी सोडण्यात येणार असल्याचे सांगितले,"मेगाब्लॉकमुळे प्रवाशांची गैरसोय टाळण्यासाठी सोमवारी एसटीच्या ठाणे ते कल्याण या मार्गावर २५ ते ३० गाड्या सोडण्यात येणार असल्याचे ठाणे विभागीय अधिकारी फाळके यांनी ""सकाळ'ला सांगितले ."
वाढल्यास सोडण्याचा घेण्यात म्हणाले,"प्रवाशांची गर्दी वाढल्यास जादा गाड्या सोडण्याचा निर्णय घेण्यात येईल , असेही ते म्हणाले ."
करण्याची सोपविलेली मानून उचलत राबविणाऱ्या आहे,"पक्षश्रेष्ठींनी उत्तर भारतीयांना संघटित करण्याची सोपविलेली जबाबदारी शिरसावंद्य मानून त्यादृष्टीने पावले उचलत विविध कार्यक्रम राबविणाऱ्या माजी खासदार संजय निरूपम यांच्याबद्दल दिल्लीतील पक्षश्रेष्ठींच्या मनात मात्र वेगळेच "" काही तरी ' आहे हे नक्की ."
आली उडवून सोडले,"कारण उत्तर प्रदेशात निवडणूक ऐन रंगात आली असताना श्रेष्ठींनी निरूपम यांना , गोव्यातील निवडणुकीसाठी प्रचाराची राळ उडवून देण्याचे फर्मान सोडले आहे ."
सोपविली,अखिल भारतीय कॉंग्रेस समितीने महाराष्ट्र प्रदेश कॉंग्रेसचे प्रवक्‍ते संजय निरूपम यांच्यावर उत्तर प्रदेश विधानसभा निवडणुकीऐवजी गोवा विधानसभा निवडणुकीची जबाबदारी सोपविली आहे .
होत असणार,जूनमध्ये होत असलेल्या गोवा निवडणुकीसाठी सुमारे महिनाभर निरूपम यांचा गोव्यात मुक्‍काम असणार आहे .
पडले असून भासल्याच बोलावण्यास असल्याची मिळते,उत्तर प्रदेश विधानसभा निवडणुकीचे चार टप्पे पार पडले असून उर्वरित तीन टप्प्यांत आवश्‍यकता भासल्याच निरूपम यांना बोलावण्यास दिल्लीतील पक्षश्रेष्ठी अनुकूल असल्याची माहिती सूत्रांकडून मिळते .
पडणाऱ्या केली असून करण्यात,"जूनच्या पहिल्या आठवड्यात पार पडणाऱ्या गोवा विधानसभा निवडणुकीसाठी कॉंग्रेस समितीने सहा पथके स्थापन केली असून यात कॉंग्रेसचे केंद्रीय चिटणीस सिद्धार्थ पटेल , महसूल मंत्री नारायण राणे , खासदार गुरुदास कामत आणि आमदार भाई जगताप यांच्यासह निरूपम यांचा समावेश करण्यात आला आहे ."
जाण्याच्या असून असणार,या पथकांना महिनाभराआधीच गोव्यात जाण्याच्या सूचना असून मुख्यत्वे निवडणुकीतील प्रचार व अन्य कामाची जबाबदारी त्यांच्यावर असणार आहे .
करून घेतल्याची मिळते,निरूपम यांचा उत्तर प्रदेशातील निवडणुकीऐवजी गोव्यातील निवडणुकीसाठी अधिक प्रभावशील उपयोग करून घेण्याचा निर्णय पक्षश्रेष्ठींनी घेतल्याची माहिती सूत्रांकडून मिळते .
झाले असून मिळवून देण्यातही ठरले,मुंबईतूनही काही उत्तर भारतीय उत्तर प्रदेशातील निवडणुकीसाठी डेरेदाखल झाले असून आपापल्या समर्थकांना तिकिटे मिळवून देण्यातही ते यशस्वी ठरले आहेत .
दिली असून होत,मुंबई उत्तर पश्‍चिम जिल्हा युथ कॉंग्रेसचे अध्यक्ष सुभाष पासी यांना शादात मतदारसंघातून कॉंग्रेसने उमेदवारी दिली असून निवडणुकीच्या सहाव्या टप्प्यात तेथे मतदान होत आहे .
होण्याची वर्तविण्यात,"खासदार प्रिया दत्त , अभिनेते व खासदार गोविंदा आणि भोजपुरी फिल्म स्टार रवी किशन हे पासी यांच्या प्रचारात सहभागी होण्याची शक्‍यता वर्तविण्यात येत आहे ."
पडलेल्या राहिल्याने फिरविल्याची मिळते,"दरम्यान , कानपूरमध्ये केंद्रीय नेते राजीव शुक्‍ला यांच्या नुकत्याच पार पडलेल्या एका जाहीर सभेला फक्‍त १८ जण उपस्थित राहिल्याने त्यांनी भीतीपोटी प्रचाराकडे पाठ फिरविल्याची माहिती सूत्रांकडून मिळते ."
करण्याचा दिला,कल्याण - डोंबिवलीतील ६७ हजार ७२० अनधिकृत बांधकामांची उच्च न्यायालयाचे माजी न्यायमूर्ती ए. एस. अग्यार यांच्या अध्यक्षतेखालील समितीमार्फत चौकशी करण्याचा महत्त्वपूर्ण आदेश मुंबई उच्च न्यायालयाने आज राज्य सरकारला दिला .
केले जाणार असून करावे करावा केले,"या समितीचे काम एक जूनपासून सुरू केले जाणार असून सहा महिन्यांत ते पूर्ण करावे आणि दर महिन्याला न्यायालयास अहवाल सादर करावा , असेही उच्च न्यायालयाने आज स्पष्ट केले ."
करून द्याव्यात केले,"समितीसाठी जागा , कर्मचारी वर्ग व अन्य सुविधा कल्याण - डोंबिवली महापालिकेने उपलब्ध करून द्याव्यात , असे न्यायमूर्ती एफ . आय . रिबेल्लो व न्यायमूर्ती राजेंद्र सावंत यांच्या खंडपीठाने स्पष्ट केले ."
केलेली करून घेताना दिले,कौस्तुभ गोखले व श्रीनिवास घाणेकर यांनी या बांधकामांसंदर्भात सादर केलेली जनहित याचिका दाखल करून घेताना खंडपीठाने हे आदेश दिले .
केली,"या समितीत ठाण्याचे पोलिस आयुक्त , नगररचना विभागाचे माजी उपसंचालक व अन्य सदस्यांची नावे न्यायालयाने याआधीच निश्‍चित केली आहेत ."
सोपविली जाणार,समितीकडे १९८७ पासूनची अनधिकृत बांधकामे चौकशीसाठी सोपविली जाणार आहेत .
आहेत करता द्यायचा दिली असून केली जाणार,"त्यांना बिल्डर , अधिकारी कोण जबाबदार आहेत , त्यांच्यावर काय कारवाई करता येईल , याबाबत समितीने अहवाल द्यायचा आहे . समितीच्या कार्यकक्षेबाबतच्या प्रस्तावित अधिसूचनेला न्यायालयाने संमती दिली असून त्यानुसार अधिसूचना जारी केली जाणार आहे ."
आलेले होते,जिल्ह्यातून आलेले समाजबांधव परिषदेला उपस्थित होते .
केले,"रमेश सपकाळे , ज्योती शायर , खंडू नन्नवरे , संजय बी. सपकाळे , सुरेश सपकाळे , सुभाष सपकाळे , भगवान नन्नवरे , अतुल निकम , एस. के. शेजवळ , उमाकांत सोनवणे , राजेश पाटोळे , रवींद्र बाविस्कर , हिरालाल बाविस्कर , एस. के. लोखंडे , अशोक सोनवणे आदींनी कार्यक्रम यशस्वितेसाठी सहकार्य केले ."
दिला,"""सिद्धार्थ'ने दिला बुद्धाचा जीवनपरिचय"
,"जळगाव , ता . २२ -"
दिला,"तथागत भगवान गौतम बुद्ध यांच्या जीवनकार्यावर आधारित "" सिद्धार्थ ' या नाटकाला उपस्थित जळगावकरांनी प्रचंड प्रतिसाद दिला ."
देणाऱ्या उलगडून दाखविणाऱ्या भारावून,जगाला शांतीचा संदेश देणाऱ्या भगवान बुद्धाचे जीवनपट उलगडून दाखविणाऱ्या या नाटकाच्या प्रभावी अशा सादरीकरणाने उपस्थित भारावून गेले .
केला,येथील अजिंठा हौसिंग सोसायटीमधील महिलांनी नुकताच हा प्रयोग केला .
झाला,येथील अजिंठा हौसिंग सोसायटीच्या प्रांगणावर हा प्रबोधनात्मक कार्यक्रम झाला .
केले,अशोक तिडके यांनी या नाटकाचे लेखन केले .
केले,जयसिंग वाघ यांनी मार्गदर्शन केले .
केले,"महेंद्र सोनवणे , प्रकाश बाविस्कर , महेंद्र खेडकर , प्रा . महेश जोशी यांनी दिग्दर्शन केले ."
केलेल्या आहेत,एकूण २२ महिला व चार पुरुषांनी सादर केलेल्या नाटकात एकूण ४५ लहान - मोठी पात्रे आहेत .
पाडल्या,"ज्योती भालेराव , इंदुमती तिडके , माया भालेराव , कविता सपकाळे , प्रज्ञा वाघ , मंदा सुरवाडे , सुजाता सुरवाडे , लीना सुरवाडे , पल्लवी बैंसाणे , अर्चना भालेराव , सोनल निकम , सपना सपकाळे , सरला भालेराव , सविता लोखंडे , आशा सपकाळे , द्वारका कोचुरे , विमल भालेराव , अन्नपूर्णा तिडके , धनाबाई वाघ , आशा आळंबे , प्रियांका सपकाळे , मधुरा सुरवाडे यांच्यासह बाबूराव वाघ , मयूर वाघ , दिलीप सपकाळे , शुभम तिडके यांनी भूमिका पार पाडल्या ."
झाले,"औद्योगिक वसाहत पोलिस ठाण्याचे सहायक निरीक्षक सी. टी. धाकराव , उद्योगपती संजय इंगळे यांच्या हस्ते उद्‌घाटन झाले ."
केले,दोघांनीही मनोगत व्यक्त केले .
केले,श्री वाघ यांनी सूत्रसंचालन केले .
केले,"सुमन बैसाणे , सुमीत सोनवणे , राहुल बैसाणे , जितेंद्र भालेराव , मंगेश भालेराव , दिलीप सपकाळे आदींनी कार्यक्रम यशस्वितेसाठी सहकार्य केले ."
होते,नागरिक मोठ्या संख्येने उपस्थित होते .
,महापालिका वार्तापत्र उद्योगनगरीच्या स्थापनेमुळे पालिका संकटात
,( हर्षवर्धन पवार )
करण्याचा घेतल्यानंतर झाले,औद्योगिक वसाहतीत राज्य शासनाने स्वतंत्र उद्योगनगरी स्थापन करण्याचा निर्णय घेतल्यानंतर उद्योजकांमध्ये उत्स्फूर्त स्वागत झाले .
करण्यात,सुरवातीला महापालिकेतर्फेही प्रसिद्धीपत्रकाद्वारे निर्णयाची भलामण करण्यात आली .
होती,"मात्र , ती अगदीच उत्साहातील प्रतिक्रिया होती ."
आला म्हणतो कटवण्याचा करतो झाली,"कुणीतरी नको असलेला पाहुणा आला की माणूस सुरवातीला "" या - या ' म्हणतो आणि मग कटवण्याचा प्रयत्न करतो , तशी अवस्था आता पालिकेची झाली आहे ."
उमटू लागल्या,उद्योगनगरीच्या स्थापनेविषयी पालिकेच्या वर्तुळात निरनिराळ्या प्रतिक्रिया उमटू लागल्या आहेत .
थांबणार असल्याची झाल्यामुळे घसरली,करवसुलीचा हक्क थांबणार असल्याची तीव्र जाणीव झाल्यामुळे पालिकेच्या पायाखालील वाळू घसरली आहे .
घेण्याची धरु लागली,त्यामुळे या निर्णयाला हरकत घेण्याची मागणीही जोर धरु लागली आहे .
आहे,तिकडे उद्योजक संघटनांमध्येही या निर्णयाच्या श्रेयासाठी अहमहमिका सुरू आहे .
होतील आहेत,"मात्र , या निर्णयामुळे काय बदल होतील , याविषयी सगळ्यांच्याच मनात संभ्रम आहेत ."
,खुद्द जिल्हाधिकारी कार्यालयालाही याविषयी काहीच माहिती नाही .
झाले,जिल्हाधिकारी कार्यालयाला यासंबंधीचे केवळ एक पत्र प्राप्त झाले आहे .
होणार,पालिकेचे मात्र या निर्णयामुळे मोठे नुकसान होणार आहे .
आहे,औद्योगिक वसाहत ही महापालिकेसाठी दुभती म्हैसच आहे .
मिळते दिला,पंचवीस कोटी रुपयांहून अधिक उत्पन्नाचे आयते दूध पालिकेला मिळते पालिकेने या म्हशीला कधी सुविधांचा चाराही दिला नाही .
खायचे केला,"म्हैस चारायची ""एमआयडीसी'च्या शेतात आणि दुध मात्र आपण खायचे , असा छान व्यवहार पालिकेने बरीच वर्षे केला ."
वाढवून घेतल्या होते,"जेव्हापासून पालिकेने हद्द वाढवून तयार औद्योगिक वसाहती ताब्यात घेतल्या , तेव्हापासून हे सुरू होते ."
असताना करणे होते,मात्र सुविधांचा ठणठणाट असताना हे सहन करणे उद्योजकांच्या आवाक्‍याबाहेरचे होते .
थांबविण्याची झाली,त्यामुळे मग हे थांबविण्याची उद्योजक संघटनांची धडपड सुरू झाली .
दिला,सहकारी औद्योगिक वसाहत लिमिटेड या संस्थेने तर कायदेशीर लढा दिला .
करण्याविषयी झाले,या संस्थेला शासनाकडून उद्योगनगरी स्थापन करण्याविषयी पत्र प्राप्त झाले होते .
पाठवला,त्यानुसार संस्थेने प्रस्ताव पाठवला .
लिहून करून,नगरपालिकेला पत्र लिहून त्यांच्याकडून विनाहरकत ठरावही मंजूर करून घेतला .
पाठवूनही केल्याने केली,उद्योगनगरीच्या व्यवस्थापनाच्या आराखड्यासह सगळी कागदपत्रे पाठवूनही शासनाने काहीच हालचाल न केल्याने संस्थेने मुंबई उच्च न्यायालयाच्या औरंगाबाद खंडपीठात याचिका दाखल केली .
दिला,त्यावर १४ ऑक्‍टोबर २००४ला न्यायालयाने उद्योगनगरी स्थापण्याचा आदेश शासनाला दिला .
केल्याने केली,त्यानंतरही शासनाने हालचाल न केल्याने या संस्थेने अवमान याचिका दाखल केली .
केले,त्यावर मतदारसंघांच्या पुनर्रचनेचे कारण शासनाने पुढे केले .
करण्याचा घ्यावाच,या पुनर्रचनेनंतर मात्र शासनाला उद्योगनगरी स्थापन करण्याचा निर्णय घ्यावाच लागला .
केला,इतरही उद्योजक संघटनांनी या मागणीचा पाठपुरावा केला .
लावून धरली,आमदार एकनाथ खडसे यांनी विधीमंडळात ही मागणी लावून धरली .
असावा आहे,"पालिकेचा उद्योगनगरीच्या उत्पन्नात निश्‍चित वाटा असावा , अशी नगरसेवकांची मागणी आहे ."
झाल्यानंतर असलेल्या मिळावा करण्यात आहे,"उद्योगनगरी स्थापन झाल्यानंतर सुरवातीची काही वर्षे करांचा पन्नास टक्के वाटा स्थानिक स्वराज्य संस्था असलेल्या महापालिकेला मिळावा , अशी तरतूद करण्यात आलेली असली , तरी उद्योजक संघटनांचा त्याला ठाम विरोध आहे ."
केलेली,औद्योगिक वसाहत ही पूर्णतः महाराष्ट्र राज्य औद्योगिक महामंडळाने विकसित केलेली आहे .
केली,पालिकेने येथून अनेक वर्षे करवसुली केली .
उभारलेली,"मात्र , कुठलीही सुविधा उभारलेली नाही ."
उरत म्हणणे,"त्यामुळे पालिकेला करांत वाटा मागण्याचा हक्कच उरत नाही , असे उद्योजक संघटनांचे म्हणणे आहे ."
जाण्याची दाखवली,या मुद्‌द्‌यावर न्यायालयात जाण्याची तयारीही काही संस्थांनी दाखवली आहे .
केला घेण्याचा म्हणणे,"पालिकेने ज्याअर्थी "" विनाहरकत ठराव ' केला , त्याअर्थी आता करांच्या वाट्याची हरकत घेण्याचा पालिकेला काहीएक अधिकार नाही , असे सहकारी औद्योगिक वसाहत या संस्थेचे म्हणणे आहे ."
सापडलेली वाचवायची मिळवण्याशिवाय,"मात्र , विविध चुकीच्या योजना राबविल्यामुळे कर्जाच्या बोझ्याखाली सापडलेली महापालिका वाचवायची असेल , तर शासनाचे अनुदान मिळवण्याशिवाय पर्याय नाही ."
मिळविण्यासाठी झाले पाहिजेत,विशेषतः केंद्रीय नागरी विकास मंत्रालयाकडून विविध प्रकारचे अनुदान मिळविण्यासाठी प्रयत्न झाले पाहिजेत .
,उद्योगनगरीचे स्वरूप
झाल्यानुसार असतील,महाराष्ट्र शासनाच्या राजपत्रात प्रसिद्ध झाल्यानुसार उद्योगनगरी प्राधिकरणाच्या कार्यकारी मंडळात सहा सदस्य असतील .
केलेला,अध्यक्ष हा महाराष्ट्र औद्योगिक विकास महामंडळाने किंवा सहकारी संस्थेने नामनिर्देशित केलेला असेल .
केलेले,"दोन सदस्य ""एमआयडीसी'ने किंवा सहकारी संस्थेने नामनिर्देशित केलेले असतील ."
होण्याची असेल,त्यातील एकाला प्राधिकरणाचा मुख्य कार्यकारी अधिकारी होण्याची संधी असेल .
असतील,दोन सदस्य उद्योजक संघटनांचे प्रतिनिधी असतील .
केलेला,एक सदस्य जिल्हाधिकाऱ्यांनी नामनिर्देशित केलेला असेल .
असेल,या पदांसाठीची निवड पाच वर्षांसाठी असेल .
व्हावी,प्राधिकरणाच्या सदस्यांची दरमहा बैठक व्हावी .
असावेत,किमान तीन सदस्य बैठकीला उपस्थित असावेत .
घेण्यापूर्वी होईल आहे,"कुठलाही निर्णय घेण्यापूर्वी मतदान होईल , अशी तरतूद आहे ."
,"ज्याबाजूने जास्त मते , तो निर्णय पक्का NULL ."
मिळाल्यास करण्यात,"मात्र , समान मते मिळाल्यास अध्यक्षांना निर्णायक मताचा अधिकार प्रदान करण्यात आला आहे ."
बसविणे करणे बांधणे करणे पुरविणे,"रस्ते , चौक आदी ठिकाणी पथदिवे बसविणे , रस्ते , सार्वजनिक ठिकाणे स्वच्छ करणे , अग्निशमन , रस्ते बांधणे , गटारांची आखणी करणे , स्वच्छतागृहे बांधणे , आरोग्याच्या सोयी पुरविणे , पेयजलाचा पुरवठा आदी प्राधिकरण कर्तव्ये आहेत ."
देण्यात,या सेवांवरील खर्चासाठी प्राधिकरणाला करवसुलीचे अधिकार देण्यात आले आहेत .
,- हर्षवर्धन पवार
असावा,कामगार हक्काबद्दल जागरूक असावा - ऍड . मोहिते
,"चोपडा , ता . २२ -"
मिटविले केली,"कामगार व मालक यांच्यातील वाद तडजोडीने किंवा समझोत्याने मिटविले जावेत , या हेतूने औद्योगिक कलम कायद्यातील तरतुदीनुसार कन्सिलिएशन ऑफिसर म्हणून सहायक कामगार आयुक्त व सरकारी कामगार अधिकारी यांची नेमणूक प्रत्येक जिल्ह्यासाठी केली आहे ."
झाली,"या वेळी बाबा देसाई , के. एस. चौगुले , राजाराम टिपुगडे , संभाजीराव पाटील , सौ. नंदा पाटील , डॉ. सुभाष जाधव , के. बी. देसाई , दिलीप चौगले , अरुण जोशी , गामाजी पाटील , पोपट पुजारी , मुकुंद पुजारी , अर्जुन पाटील , सखाराम पाटील , अमर जत्राटे , अन्वर जमादार , देवाप्पा पुजारी , शंकरराव तोरस्कर यांची भाषणे झाली ."
देऊन झाला,सुंदरसा फुलांचा गुच्छ देऊन अभिनंदन केलेस त्याबद्दल मला खूपच आनंद झाला .
स्वीकारला कळावे पाठवीत,तो गुच्छ मी खरोखरीच मनापासून स्वीकारला हे तुला कळावे म्हणून मी हा सोबत त्या गुच्छासकट काढलेला माझा फोटो तुला पाठवीत आहे .
करण्यासाठी,तुझे प्रत्यक्ष अभिनंदन करण्यासाठी मी बहुतेक दि. ७ जूनला चारूबरोबर येईन .
येणार,कारण चारु त्या दिवशी पुण्याहून इकडे येणार आहे .
चोरून सांगितले,तू आजारी असे चोरून सांगितले .
वाचले होईना,मी ते पत्र कितीदा तरी वाचले पण समाधान होईना .
अडखळत आवडले मारायची ठरवून टाकले,एका शब्दावर मात्र मी परत परत अडखळत होते - ' डॉक्टरकाका ' हे संबोधन मात्र मला मुळीच आवडले नाही त्या नावाने त्यांना हाक मारायची नाही असे मी अगदी पक्के ठरवून टाकले .
म्हणायचं,मी त्यांना नुसतं ' डॉक्टर ' एवढंच म्हणायचं .
करणाऱ्या करण्याच्या केलेल्या आहे,मुंबईला वाहिन्यांद्वारे घरगुती वापराच्या गॅसचा पुरवठा करणाऱ्या महानगर गॅस लिमिटेड कंपनीने लवकरच नवी मुंबई आणि येथील औद्योगिक वसाहतीत वाहिन्यांद्वारे गॅसपुरवठा करण्याच्या केलेल्या घोषणेमुळे येथील नागरिकांत समाधानाचे वातावरण आहे .
