dropped,sentences
"याबाबत बेस्ट सेनेचे सुहास यांना असता , त्यांनी आम्ही , असे होते , असे .","याबाबत बेस्ट कामगार सेनेचे सुहास सामंत यांना विचारले असता , त्यांनी आम्ही समितीला कर्मचाऱ्यांवर अन्याय करू नका , असे निवेदन दिले होते , असे सांगितले ."
बेस्ट उपक्रमाच्या अचानक सर्वांनाच .,बेस्ट उपक्रमाच्या महाव्यवस्थापकांनी अचानक नरमाईचे धोरण स्वीकारलेले पाहून सर्वांनाच आश्‍चर्य वाटले .
"आणि यांची तुमचा हा का , असे त्यांनी मी कोणाचीही .","मुख्यमंत्री आणि नारायण राणे यांची भेट घेतल्यानंतरच तुमचा हा निर्णय आहे का , असे पत्रकारांनी महाव्यवस्थापकांना विचारल्यावर त्यांनी मी कोणाचीही भेट घेतली नसल्याचे सांगितले ."
- या पाचव्या आणि सहाव्या मध्य पाच आहे .,कल्याण - ठाकुर्ली या स्थानकांदरम्यान पाचव्या आणि सहाव्या मार्गाच्या कामासाठी मध्य रेल्वेने शनिवारपासून पाच दिवस मेगाब्लॉक घेतला आहे .
पहिल्याच ( . २८ ) चांगलाच .,ब्लॉकच्या पहिल्याच दिवशी शनिवारी ( ता . २८ ) नियोजनाअभावी प्रशासनाचा चांगलाच फज्जा उडाला .
त्यामुळे अतोनात .,त्यामुळे प्रवाशांचे अतोनात हाल झाले .
"आज फारसा नाही ; मात्र ( . ३० ) कार्यालयीन नोकरदार , आणि आहे .","आज रविवार असल्याने फारसा परिणाम जाणवला नाही ; मात्र उद्या ( ता . ३० ) कार्यालयीन दिवस असल्याने नोकरदार मंडळींचे हाल होणार असून , रेल्वेस्थानक आणि गाड्यांमध्ये गर्दीचा महापूर लोटण्याची शक्‍यता वर्तविली जात आहे ."
", बरेच आहेत .","शनिवारचा अनुभव लक्षात घेता , बरेच चाकरमानी रस्त्याचा मार्ग अवलंबण्याचा विचार करीत आहेत ."
नवीन सुरू .,रविवारी पत्रीपुलाजवळ नवीन मार्ग टाकण्याचे काम सुरू होते .
"आज , , येथून ३४ रद्द .","आज दिवसभरात टिटवाळा , अंबरनाथ , कल्याण येथून सुटणाऱ्या सुमारे ३४ लोकल रद्द करण्यात आल्या ."
आज .,शनिवारचा अनुभव लक्षात घेऊन आज कुटुंबांनी बाहेर जाण्याचे टाळले .
"त्यामुळे , या फारशी .","त्यामुळे कल्याण , डोंबिवली या स्थानकांवर फारशी गर्दी नव्हती ."
आठ ते दहा ; मात्र चार ते पाच आहेत .,ठाकुर्लीनंतर कल्याणपर्यंतचा प्रवास आठ ते दहा मिनिटांचा आहे ; मात्र कामामुळे चार ते पाच तास लागत आहेत .
एकाच असल्याने - आहेत .,ठाकुर्ली स्थानकाच्या पुढे कल्याणच्या दिशेने एकाच मार्गावरून लोकल नेल्या जात असल्याने ठाकुर्ली - कल्याण स्थानकांदरम्यान लोकलच्या रांगा लागत आहेत .
बहुतांशी .,सोमवारी मुंबईला जाणारे बहुतांशी प्रवासी एसटीने भिवंडी बायपासमार्गे प्रवास करण्याची शक्‍यता आहे .
"नवी , या प्रचंड आहे .","नवी मुंबईत जाणारे नवी मुंबई , कल्याण परिवहनच्या बसने प्रवास करण्याच्या शक्‍यतेमुळे या बसना प्रचंड गर्दी होणार आहे ."
", नये याची आहे .","दरम्यान , सोमवारी प्रवाशांकडून उद्रेक होऊ नये याची खबरदारी रेल्वे पोलिसांनी घेतली आहे ."
एसटीच्या ते या २५ ते ३० ठाणे विभागीय यांनी .,"मेगाब्लॉकमुळे प्रवाशांची गैरसोय टाळण्यासाठी सोमवारी एसटीच्या ठाणे ते कल्याण या मार्गावर २५ ते ३० गाड्या सोडण्यात येणार असल्याचे ठाणे विभागीय अधिकारी फाळके यांनी ""सकाळ'ला सांगितले ."
"जादा येईल , असेही ते .","प्रवाशांची गर्दी वाढल्यास जादा गाड्या सोडण्याचा निर्णय घेण्यात येईल , असेही ते म्हणाले ."
"उत्तर संघटित त्यादृष्टीने विविध माजी संजय यांच्याबद्दल मात्र वेगळेच "" काही तरी ' हे नक्की .","पक्षश्रेष्ठींनी उत्तर भारतीयांना संघटित करण्याची सोपविलेली जबाबदारी शिरसावंद्य मानून त्यादृष्टीने पावले उचलत विविध कार्यक्रम राबविणाऱ्या माजी खासदार संजय निरूपम यांच्याबद्दल दिल्लीतील पक्षश्रेष्ठींच्या मनात मात्र वेगळेच "" काही तरी ' आहे हे नक्की ."
"कारण ऐन असताना यांना , देण्याचे आहे .","कारण उत्तर प्रदेशात निवडणूक ऐन रंगात आली असताना श्रेष्ठींनी निरूपम यांना , गोव्यातील निवडणुकीसाठी प्रचाराची राळ उडवून देण्याचे फर्मान सोडले आहे ."
अखिल भारतीय संजय यांच्यावर आहे .,अखिल भारतीय कॉंग्रेस समितीने महाराष्ट्र प्रदेश कॉंग्रेसचे प्रवक्‍ते संजय निरूपम यांच्यावर उत्तर प्रदेश विधानसभा निवडणुकीऐवजी गोवा विधानसभा निवडणुकीची जबाबदारी सोपविली आहे .
असलेल्या यांचा आहे .,जूनमध्ये होत असलेल्या गोवा निवडणुकीसाठी सुमारे महिनाभर निरूपम यांचा गोव्यात मुक्‍काम असणार आहे .
उत्तर प्रदेश विधानसभा चार पार उर्वरित तीन यांना अनुकूल .,उत्तर प्रदेश विधानसभा निवडणुकीचे चार टप्पे पार पडले असून उर्वरित तीन टप्प्यांत आवश्‍यकता भासल्याच निरूपम यांना बोलावण्यास दिल्लीतील पक्षश्रेष्ठी अनुकूल असल्याची माहिती सूत्रांकडून मिळते .
"पहिल्या पार गोवा विधानसभा सहा यात केंद्रीय , महसूल नारायण , गुरुदास आणि यांच्यासह यांचा आला आहे .","जूनच्या पहिल्या आठवड्यात पार पडणाऱ्या गोवा विधानसभा निवडणुकीसाठी कॉंग्रेस समितीने सहा पथके स्थापन केली असून यात कॉंग्रेसचे केंद्रीय चिटणीस सिद्धार्थ पटेल , महसूल मंत्री नारायण राणे , खासदार गुरुदास कामत आणि आमदार भाई जगताप यांच्यासह निरूपम यांचा समावेश करण्यात आला आहे ."
या मुख्यत्वे व अन्य त्यांच्यावर आहे .,या पथकांना महिनाभराआधीच गोव्यात जाण्याच्या सूचना असून मुख्यत्वे निवडणुकीतील प्रचार व अन्य कामाची जबाबदारी त्यांच्यावर असणार आहे .
यांचा उत्तर अधिक प्रभावशील घेण्याचा .,निरूपम यांचा उत्तर प्रदेशातील निवडणुकीऐवजी गोव्यातील निवडणुकीसाठी अधिक प्रभावशील उपयोग करून घेण्याचा निर्णय पक्षश्रेष्ठींनी घेतल्याची माहिती सूत्रांकडून मिळते .
काही उत्तर भारतीय आपापल्या ते यशस्वी आहेत .,मुंबईतूनही काही उत्तर भारतीय उत्तर प्रदेशातील निवडणुकीसाठी डेरेदाखल झाले असून आपापल्या समर्थकांना तिकिटे मिळवून देण्यातही ते यशस्वी ठरले आहेत .
मुंबई उत्तर पश्‍चिम जिल्हा युथ यांना सहाव्या तेथे आहे .,मुंबई उत्तर पश्‍चिम जिल्हा युथ कॉंग्रेसचे अध्यक्ष सुभाष पासी यांना शादात मतदारसंघातून कॉंग्रेसने उमेदवारी दिली असून निवडणुकीच्या सहाव्या टप्प्यात तेथे मतदान होत आहे .
", व आणि भोजपुरी हे यांच्या सहभागी येत आहे .","खासदार प्रिया दत्त , अभिनेते व खासदार गोविंदा आणि भोजपुरी फिल्म स्टार रवी किशन हे पासी यांच्या प्रचारात सहभागी होण्याची शक्‍यता वर्तविण्यात येत आहे ."
", केंद्रीय राजीव यांच्या नुकत्याच पार एका जाहीर फक्‍त १८ उपस्थित त्यांनी .","दरम्यान , कानपूरमध्ये केंद्रीय नेते राजीव शुक्‍ला यांच्या नुकत्याच पार पडलेल्या एका जाहीर सभेला फक्‍त १८ जण उपस्थित राहिल्याने त्यांनी भीतीपोटी प्रचाराकडे पाठ फिरविल्याची माहिती सूत्रांकडून मिळते ."
- ६७ हजार ७२० अनधिकृत उच्च न्यायालयाचे माजी ए. एस. यांच्या महत्त्वपूर्ण मुंबई उच्च आज राज्य .,कल्याण - डोंबिवलीतील ६७ हजार ७२० अनधिकृत बांधकामांची उच्च न्यायालयाचे माजी न्यायमूर्ती ए. एस. अग्यार यांच्या अध्यक्षतेखालील समितीमार्फत चौकशी करण्याचा महत्त्वपूर्ण आदेश मुंबई उच्च न्यायालयाने आज राज्य सरकारला दिला .
"या एक सुरू सहा ते पूर्ण आणि दर सादर , असेही उच्च न्यायालयाने आज स्पष्ट .","या समितीचे काम एक जूनपासून सुरू केले जाणार असून सहा महिन्यांत ते पूर्ण करावे आणि दर महिन्याला न्यायालयास अहवाल सादर करावा , असेही उच्च न्यायालयाने आज स्पष्ट केले ."
", व अन्य - डोंबिवली महापालिकेने उपलब्ध , असे . आय . व राजेंद्र यांच्या स्पष्ट .","समितीसाठी जागा , कर्मचारी वर्ग व अन्य सुविधा कल्याण - डोंबिवली महापालिकेने उपलब्ध करून द्याव्यात , असे न्यायमूर्ती एफ . आय . रिबेल्लो व न्यायमूर्ती राजेंद्र सावंत यांच्या खंडपीठाने स्पष्ट केले ."
व श्रीनिवास यांनी या सादर जनहित दाखल हे .,कौस्तुभ गोखले व श्रीनिवास घाणेकर यांनी या बांधकामांसंदर्भात सादर केलेली जनहित याचिका दाखल करून घेताना खंडपीठाने हे आदेश दिले .
"या पोलिस , माजी व अन्य याआधीच निश्‍चित आहेत .","या समितीत ठाण्याचे पोलिस आयुक्त , नगररचना विभागाचे माजी उपसंचालक व अन्य सदस्यांची नावे न्यायालयाने याआधीच निश्‍चित केली आहेत ."
१९८७ अनधिकृत आहेत .,समितीकडे १९८७ पासूनची अनधिकृत बांधकामे चौकशीसाठी सोपविली जाणार आहेत .
"त्यांना , कोण जबाबदार , त्यांच्यावर काय येईल , याबाबत आहे . प्रस्तावित त्यानुसार जारी आहे .","त्यांना बिल्डर , अधिकारी कोण जबाबदार आहेत , त्यांच्यावर काय कारवाई करता येईल , याबाबत समितीने अहवाल द्यायचा आहे . समितीच्या कार्यकक्षेबाबतच्या प्रस्तावित अधिसूचनेला न्यायालयाने संमती दिली असून त्यानुसार अधिसूचना जारी केली जाणार आहे ."
उपस्थित .,जिल्ह्यातून आलेले समाजबांधव परिषदेला उपस्थित होते .
"रमेश , ज्योती , , , सुरेश , सुभाष , भगवान , अतुल , एस. के. , , राजेश , , , एस. के. , आदींनी .","रमेश सपकाळे , ज्योती शायर , खंडू नन्नवरे , संजय बी. सपकाळे , सुरेश सपकाळे , सुभाष सपकाळे , भगवान नन्नवरे , अतुल निकम , एस. के. शेजवळ , उमाकांत सोनवणे , राजेश पाटोळे , रवींद्र बाविस्कर , हिरालाल बाविस्कर , एस. के. लोखंडे , अशोक सोनवणे आदींनी कार्यक्रम यशस्वितेसाठी सहकार्य केले ."
,"""सिद्धार्थ'ने दिला बुद्धाचा जीवनपरिचय"
", . २२ -","जळगाव , ता . २२ -"
"तथागत भगवान गौतम यांच्या आधारित "" ' या उपस्थित प्रचंड .","तथागत भगवान गौतम बुद्ध यांच्या जीवनकार्यावर आधारित "" सिद्धार्थ ' या नाटकाला उपस्थित जळगावकरांनी प्रचंड प्रतिसाद दिला ."
या प्रभावी अशा उपस्थित गेले .,जगाला शांतीचा संदेश देणाऱ्या भगवान बुद्धाचे जीवनपट उलगडून दाखविणाऱ्या या नाटकाच्या प्रभावी अशा सादरीकरणाने उपस्थित भारावून गेले .
नुकताच हा .,येथील अजिंठा हौसिंग सोसायटीमधील महिलांनी नुकताच हा प्रयोग केला .
अजिंठा हौसिंग हा प्रबोधनात्मक .,येथील अजिंठा हौसिंग सोसायटीच्या प्रांगणावर हा प्रबोधनात्मक कार्यक्रम झाला .
अशोक यांनी या .,अशोक तिडके यांनी या नाटकाचे लेखन केले .
जयसिंग यांनी .,जयसिंग वाघ यांनी मार्गदर्शन केले .
"महेंद्र , प्रकाश , महेंद्र , प्रा . महेश यांनी .","महेंद्र सोनवणे , प्रकाश बाविस्कर , महेंद्र खेडकर , प्रा . महेश जोशी यांनी दिग्दर्शन केले ."
एकूण २२ व चार सादर एकूण ४५ लहान - मोठी .,एकूण २२ महिला व चार पुरुषांनी सादर केलेल्या नाटकात एकूण ४५ लहान - मोठी पात्रे आहेत .
"ज्योती , , , कविता , , , सुजाता , लीना , , अर्चना , सोनल , , , सविता , , द्वारका , विमल , अन्नपूर्णा , धनाबाई , , प्रियांका , यांच्यासह , मयूर , दिलीप , यांनी पार .","ज्योती भालेराव , इंदुमती तिडके , माया भालेराव , कविता सपकाळे , प्रज्ञा वाघ , मंदा सुरवाडे , सुजाता सुरवाडे , लीना सुरवाडे , पल्लवी बैंसाणे , अर्चना भालेराव , सोनल निकम , सपना सपकाळे , सरला भालेराव , सविता लोखंडे , आशा सपकाळे , द्वारका कोचुरे , विमल भालेराव , अन्नपूर्णा तिडके , धनाबाई वाघ , आशा आळंबे , प्रियांका सपकाळे , मधुरा सुरवाडे यांच्यासह बाबूराव वाघ , मयूर वाघ , दिलीप सपकाळे , शुभम तिडके यांनी भूमिका पार पाडल्या ."
"औद्योगिक वसाहत पोलिस सहायक सी. टी. , यांच्या .","औद्योगिक वसाहत पोलिस ठाण्याचे सहायक निरीक्षक सी. टी. धाकराव , उद्योगपती संजय इंगळे यांच्या हस्ते उद्‌घाटन झाले ."
व्यक्त .,दोघांनीही मनोगत व्यक्त केले .
श्री यांनी .,श्री वाघ यांनी सूत्रसंचालन केले .
"सुमन , , , जितेंद्र , मंगेश , दिलीप .","सुमन बैसाणे , सुमीत सोनवणे , राहुल बैसाणे , जितेंद्र भालेराव , मंगेश भालेराव , दिलीप सपकाळे आदींनी कार्यक्रम यशस्वितेसाठी सहकार्य केले ."
मोठ्या उपस्थित .,नागरिक मोठ्या संख्येने उपस्थित होते .
NULL,महापालिका वार्तापत्र उद्योगनगरीच्या स्थापनेमुळे पालिका संकटात
( हर्षवर्धन ),( हर्षवर्धन पवार )
औद्योगिक स्वतंत्र उत्स्फूर्त .,औद्योगिक वसाहतीत राज्य शासनाने स्वतंत्र उद्योगनगरी स्थापन करण्याचा निर्णय घेतल्यानंतर उद्योजकांमध्ये उत्स्फूर्त स्वागत झाले .
भलामण आली .,सुरवातीला महापालिकेतर्फेही प्रसिद्धीपत्रकाद्वारे निर्णयाची भलामण करण्यात आली .
"मात्र , ती अगदीच .","मात्र , ती अगदीच उत्साहातील प्रतिक्रिया होती ."
"कुणीतरी नको असलेला की "" या - या ' आणि , तशी आहे .","कुणीतरी नको असलेला पाहुणा आला की माणूस सुरवातीला "" या - या ' म्हणतो आणि मग कटवण्याचा प्रयत्न करतो , तशी अवस्था आता पालिकेची झाली आहे ."
स्थापनेविषयी निरनिराळ्या आहेत .,उद्योगनगरीच्या स्थापनेविषयी पालिकेच्या वर्तुळात निरनिराळ्या प्रतिक्रिया उमटू लागल्या आहेत .
तीव्र आहे .,करवसुलीचा हक्क थांबणार असल्याची तीव्र जाणीव झाल्यामुळे पालिकेच्या पायाखालील वाळू घसरली आहे .
त्यामुळे या आहे .,त्यामुळे या निर्णयाला हरकत घेण्याची मागणीही जोर धरु लागली आहे .
तिकडे या सुरू .,तिकडे उद्योजक संघटनांमध्येही या निर्णयाच्या श्रेयासाठी अहमहमिका सुरू आहे .
"मात्र , या काय , याविषयी सगळ्यांच्याच .","मात्र , या निर्णयामुळे काय बदल होतील , याविषयी सगळ्यांच्याच मनात संभ्रम आहेत ."
खुद्द याविषयी काहीच नाही .,खुद्द जिल्हाधिकारी कार्यालयालाही याविषयी काहीच माहिती नाही .
यासंबंधीचे केवळ एक प्राप्त आहे .,जिल्हाधिकारी कार्यालयाला यासंबंधीचे केवळ एक पत्र प्राप्त झाले आहे .
मात्र या मोठे आहे .,पालिकेचे मात्र या निर्णयामुळे मोठे नुकसान होणार आहे .
औद्योगिक ही दुभती म्हैसच .,औद्योगिक वसाहत ही महापालिकेसाठी दुभती म्हैसच आहे .
पंचवीस कोटी अधिक आयते या कधी नाही .,पंचवीस कोटी रुपयांहून अधिक उत्पन्नाचे आयते दूध पालिकेला मिळते पालिकेने या म्हशीला कधी सुविधांचा चाराही दिला नाही .
"म्हैस चारायची आणि दुध मात्र आपण , असा छान बरीच .","म्हैस चारायची ""एमआयडीसी'च्या शेतात आणि दुध मात्र आपण खायचे , असा छान व्यवहार पालिकेने बरीच वर्षे केला ."
"जेव्हापासून तयार औद्योगिक , तेव्हापासून हे सुरू .","जेव्हापासून पालिकेने हद्द वाढवून तयार औद्योगिक वसाहती ताब्यात घेतल्या , तेव्हापासून हे सुरू होते ."
मात्र ठणठणाट हे सहन .,मात्र सुविधांचा ठणठणाट असताना हे सहन करणे उद्योजकांच्या आवाक्‍याबाहेरचे होते .
त्यामुळे हे सुरू .,त्यामुळे मग हे थांबविण्याची उद्योजक संघटनांची धडपड सुरू झाली .
सहकारी औद्योगिक वसाहत या तर कायदेशीर .,सहकारी औद्योगिक वसाहत लिमिटेड या संस्थेने तर कायदेशीर लढा दिला .
या प्राप्त होते .,या संस्थेला शासनाकडून उद्योगनगरी स्थापन करण्याविषयी पत्र प्राप्त झाले होते .
त्यानुसार .,त्यानुसार संस्थेने प्रस्ताव पाठवला .
त्यांच्याकडून विनाहरकत मंजूर घेतला .,नगरपालिकेला पत्र लिहून त्यांच्याकडून विनाहरकत ठरावही मंजूर करून घेतला .
सगळी काहीच न मुंबई उच्च दाखल .,उद्योगनगरीच्या व्यवस्थापनाच्या आराखड्यासह सगळी कागदपत्रे पाठवूनही शासनाने काहीच हालचाल न केल्याने संस्थेने मुंबई उच्च न्यायालयाच्या औरंगाबाद खंडपीठात याचिका दाखल केली .
त्यावर १४ २००४ला .,त्यावर १४ ऑक्‍टोबर २००४ला न्यायालयाने उद्योगनगरी स्थापण्याचा आदेश शासनाला दिला .
त्यानंतरही न या दाखल .,त्यानंतरही शासनाने हालचाल न केल्याने या संस्थेने अवमान याचिका दाखल केली .
त्यावर पुनर्रचनेचे कारण .,त्यावर मतदारसंघांच्या पुनर्रचनेचे कारण शासनाने पुढे केले .
या मात्र लागला .,या पुनर्रचनेनंतर मात्र शासनाला उद्योगनगरी स्थापन करण्याचा निर्णय घ्यावाच लागला .
इतरही या .,इतरही उद्योजक संघटनांनी या मागणीचा पाठपुरावा केला .
यांनी ही .,आमदार एकनाथ खडसे यांनी विधीमंडळात ही मागणी लावून धरली .
"निश्‍चित , अशी .","पालिकेचा उद्योगनगरीच्या उत्पन्नात निश्‍चित वाटा असावा , अशी नगरसेवकांची मागणी आहे ."
"काही पन्नास स्थानिक , अशी आलेली असली , तरी त्याला ठाम .","उद्योगनगरी स्थापन झाल्यानंतर सुरवातीची काही वर्षे करांचा पन्नास टक्के वाटा स्थानिक स्वराज्य संस्था असलेल्या महापालिकेला मिळावा , अशी तरतूद करण्यात आलेली असली , तरी उद्योजक संघटनांचा त्याला ठाम विरोध आहे ."
औद्योगिक ही पूर्णतः महाराष्ट्र राज्य औद्योगिक विकसित आहे .,औद्योगिक वसाहत ही पूर्णतः महाराष्ट्र राज्य औद्योगिक महामंडळाने विकसित केलेली आहे .
अनेक करवसुली .,पालिकेने येथून अनेक वर्षे करवसुली केली .
"मात्र , कुठलीही नाही .","मात्र , कुठलीही सुविधा उभारलेली नाही ."
"त्यामुळे करांत मागण्याचा नाही , असे आहे .","त्यामुळे पालिकेला करांत वाटा मागण्याचा हक्कच उरत नाही , असे उद्योजक संघटनांचे म्हणणे आहे ."
या काही आहे .,या मुद्‌द्‌यावर न्यायालयात जाण्याची तयारीही काही संस्थांनी दाखवली आहे .
"ज्याअर्थी "" विनाहरकत ' , त्याअर्थी काहीएक नाही , असे सहकारी औद्योगिक या आहे .","पालिकेने ज्याअर्थी "" विनाहरकत ठराव ' केला , त्याअर्थी आता करांच्या वाट्याची हरकत घेण्याचा पालिकेला काहीएक अधिकार नाही , असे सहकारी औद्योगिक वसाहत या संस्थेचे म्हणणे आहे ."
"मात्र , विविध राबविल्यामुळे कर्जाच्या असेल , तर नाही .","मात्र , विविध चुकीच्या योजना राबविल्यामुळे कर्जाच्या बोझ्याखाली सापडलेली महापालिका वाचवायची असेल , तर शासनाचे अनुदान मिळवण्याशिवाय पर्याय नाही ."
विशेषतः विविध .,विशेषतः केंद्रीय नागरी विकास मंत्रालयाकडून विविध प्रकारचे अनुदान मिळविण्यासाठी प्रयत्न झाले पाहिजेत .
,उद्योगनगरीचे स्वरूप
प्रसिद्ध कार्यकारी सहा .,महाराष्ट्र शासनाच्या राजपत्रात प्रसिद्ध झाल्यानुसार उद्योगनगरी प्राधिकरणाच्या कार्यकारी मंडळात सहा सदस्य असतील .
हा औद्योगिक किंवा नामनिर्देशित असेल .,अध्यक्ष हा महाराष्ट्र औद्योगिक विकास महामंडळाने किंवा सहकारी संस्थेने नामनिर्देशित केलेला असेल .
दोन किंवा नामनिर्देशित असतील .,"दोन सदस्य ""एमआयडीसी'ने किंवा सहकारी संस्थेने नामनिर्देशित केलेले असतील ."
त्यातील एकाला मुख्य कार्यकारी .,त्यातील एकाला प्राधिकरणाचा मुख्य कार्यकारी अधिकारी होण्याची संधी असेल .
दोन .,दोन सदस्य उद्योजक संघटनांचे प्रतिनिधी असतील .
एक नामनिर्देशित असेल .,एक सदस्य जिल्हाधिकाऱ्यांनी नामनिर्देशित केलेला असेल .
या पाच .,या पदांसाठीची निवड पाच वर्षांसाठी असेल .
.,प्राधिकरणाच्या सदस्यांची दरमहा बैठक व्हावी .
किमान तीन उपस्थित .,किमान तीन सदस्य बैठकीला उपस्थित असावेत .
"कुठलाही , अशी .","कुठलाही निर्णय घेण्यापूर्वी मतदान होईल , अशी तरतूद आहे ."
"ज्याबाजूने जास्त , NULL तो पक्का NULL .","ज्याबाजूने जास्त मते , तो निर्णय पक्का NULL ."
"मात्र , समान निर्णायक आला आहे .","मात्र , समान मते मिळाल्यास अध्यक्षांना निर्णायक मताचा अधिकार प्रदान करण्यात आला आहे ."
", आदी , , सार्वजनिक स्वच्छ , , , , स्वच्छतागृहे बांधणे , सोयी , आदी आहेत .","रस्ते , चौक आदी ठिकाणी पथदिवे बसविणे , रस्ते , सार्वजनिक ठिकाणे स्वच्छ करणे , अग्निशमन , रस्ते बांधणे , गटारांची आखणी करणे , स्वच्छतागृहे बांधणे , आरोग्याच्या सोयी पुरविणे , पेयजलाचा पुरवठा आदी प्राधिकरण कर्तव्ये आहेत ."
