dropped,sentences
وہ کے کو میں ، اور سے ظاہر ، کو کچھ ، NULL کو نئی اور نئی فراہم بھی لازمی ۔,وہ صحافت کے ناظموں کو اعتماد میں لینا ، آزادی اور شفافیت سے خیالات ظاہر کرنا ، مصنفین کو کچھ اجرت دینا ، قارئین کو نئی جانکاری اور نئی تخلیقات فراہم کرنا بھی لازمی سمجھتے تھے ۔
"کے مطابق ` ` کا ہرایک اپنے آپ میں , NULL اس کا ہرایک کی کا ۔","بابوراو وشنو پراڑکر کے مطابق ` سروستی ` کا ہرایک شمارہ اپنے آپ میں تکمیلیت لئے ہوئے ہوتا تھا , اس کا ہرایک شمارہ مدیر کی شخصیت کا اعلان کرتا تھا ۔"
کی کے تیسرے سے و سے بھرپور ` ` کی ۔,۲۰ کی دہائی کے تیسرے سال کلکتہ سے طنز و مزاح سے بھرپور ` متوالا ` کی اشاعت ہوئی ۔
اس میں تبھی موجودہ کی ان کی کا اور ۔,اس میں تبھی موجودہ ہندی مصنفین کی تخلیقات ان کی زندگی کا تعارف اور تنقید چھپتی تھی ۔
کے عظیم ` ` کی سے شدید سے ۔,ہندی کے عظیم شاعر سُرجکانت ترپاٹھی نرالا ` متوالا ` کی اشاعت سے شدید طور سے جڑے تھے ۔
جی کی میں ماڈرن نے ` ` کی ۔,رامانند جی چٹرجی کی ترغیب پاکر ۱۹۸۲ میں ماڈرن ریویو پرواسی پرکاشن سموہ نے ` وشال بھارت ` کی اشاعت شروع کی ۔
اس کے ۔,بنارسیداس چترویدی اس کے مدیر تھے ۔
اس نے اپنے علمی ، بھرپور ، NULL عمدہ کے سبب اپنے لئے جلد ہی میں خصوصی ۔,اس رسالے نے اپنے علمی مضامین ، بھرپور تبصروں ، عمدہ تصاویر کے سبب اپنے لئے جلد ہی ہندی رسالوں میں خصوصی مقام بنا لیا ۔
کی میں سے میں ` ` کی بھی کی میں کا ۔,ہزاری_پرساد دیویدی کی ادارت میں شانتی نکیتن سے ۱۹۴۲ میں سہہ_ماہی ` وشوبھارتی ` کی اشاعت بھی ہندی ہفتہ_وار کی اشاعت میں میل کا پتھر تھی ۔
` ` میں متعدد کے تحقیقی اور مفکرانہ شائع ۔,` وشوبھارتی ` میں متعدد دانشوروں کے تحقیقی اور مفکرانہ مضامین شائع ہوئے ۔
نے ` ` کی کو حوصلہ_مند ۔,مہاتماگاندھی نے ` وشوبھارت ` کی اشاعت کو حوصلہ_مند کوشش کہا تھا ۔
`` `` اور `` `` کی نے کی بڑی کو پورا ۔,ہفتہ_وار `` دھرم یُگ `` اور `` ہندستان `` کی اشاعت نے ہندی صحافت کی بڑی کمی کو پورا کیا تھا ۔
` ` کے پہلے اور ۔,` دھرم یگ ` کے پہلے مدیر جوشی برادران ڈاکٹر ہیمچند جوشی اور الاچند جوشی تھے ۔
انھوں نے بڑی سے اس کی ۔,انھوں نے بڑی مہارت سے اس کی شروعات کی ۔
میں نے اپنی سے اس میں چار ۔,بعد میں دھرم ویر بھارتی نے اپنی ادارت سے اس میں چار چاند لگائے ۔
` ` ، ` ` ، ` ` اور پھر `` `` میں جیسے اور نے سماجی ، NULL ثقافتی کا میں اہم ۔,` دھرم یگ ` ، ` ساگریکا ` ، ` پراگ ` اور پھر `` سنڈے میل `` میں کنھیّا لال نندن جیسے ادیب اور مدیر نے سماجی ، ثقافتی سروکاروں کا تحفظ کرنے میں اہم تعاون دیا ۔
کی میں ` ` نے بڑا ۔,منوہرشیام جوشی کی ادارت میں ` ساپتاہک ہندوستان ` نے بڑا ریکارڈ بنایا ۔
جنگ کے میں کے کے لئے میں کچھ لیکن ان کے کی ہزاروں میں ۔,جنگ عظیم کے بعد ملک میں صنعتوں کے قیام کے لئے کارپوریشن میں کچھ کمپنیاں تشکیل دی گئیں لیکن ان کے حصص_کنندگان کی تعداد ہزاروں میں تھی ۔
معاشی تبھی جب معاشی میں سے ، اچھا اور ان کے کی سے ۔,معاشی صحافت تبھی فروغ پا سکتی ہے جب معاشی شعبے میں تیزی سے سرمایہ لگا ہو ، کمپنیاں اچھا فائدہ دیں اور ان کے حصص کی قدر تیزی سے بڑھے ۔
متعدد نئی نے ۔,متعدد نئی کمپنیوں نے کام شروع کیا ۔
ایک معاشی کی محسوس ۔,لوگ ایک معاشی رسالہ کی ضرورت محسوس کرنے لگے ۔
اس کو پورا کے لیے معاشی ، `` `` اور `` `` کی ۔,اس مانگ کو پورا کرنے کے لیے معاشی رسالوں ، `` اکنامِک ٹائمز `` اور `` فائننشیئل ایکسپریس `` کی اشاعت شروع ہوئی ۔
ان کی کے فقط دو کا ۔,ان کی اشاعت کے بیچ فقط دو ہفتہ کا فرق تھا ۔
یہ دونوں سے شائع جسے کی معاشی ۔,یہ دونوں اخبارات ممبئی سے شائع ہوئے جسے ملک کی معاشی راجدھانی کہا جاتا تھا ۔
نے ان دونوں کا ۔,عوام نے ان دونوں رسالوں کا استقبال کیا ۔
کچھ دونوں نے سے بھی اپنے ۔,کچھ برس بعد دونوں رسالوں نے دلی سے بھی اپنے شمارے نکالنے شروع کئے ۔
میں ` ` نے سے ۔,۱۹۷۵ میں ` بزنس اسٹینڈرڈ ` نے کلکتہ سے اشاعت شروع کیا ۔
اسی ` ` نے ۔,اسی وقت ` اکنامک ٹائمز ` نے کلکتہ شمارہ شروع کیا ۔
اس کی ` ` نے اور پھر سے اور ` ` نے سے اپنے ۔,اس کی دیکھا دیکھی ` فائننشیل ایکسپریس ` نے پہلے چِنّئی اور پھر کلکتہ سے اور ` اکنامک ٹائمز ` نے احمدآباد سے اپنے شمارے نکالے ۔
میں شائع والی پہلی سائنسی ` ` ۔,ہندستان میں شائع ہونے والی پہلی سائنسی میگزین ` ایشیاٹک ریسرچ ` تھی ۔
اس کی میں نے ۔,اس کی اشاعت ۱۷۸۸ میں رائل ایشیاٹک سوسائٹی نے کیا تھا ۔
ہندوستانی میں شائع پہلی سائنسی ` ` میں میں شائع ` ` ۔,ہندوستانی زبانوں میں شائع پہلی سائنسی میگزین ` بنگلہ ` میں ۱۸۲۱ میں شائع ` پرشناولی ` تھی ۔
میں سائنسی کا کا ` ` کو ۔,ہندی میں سائنسی رسالے کا آغاز کرنے کا سہرا ` آیوروید مہاسمّیلن پتریکا ` کو ہے ۔
اس کی میں ۔,اس کی اشاعت ۱۹۱۳ میں شروع ہوئی ۔
یہ اب بھی شائع ۔,یہ رسالہ اب بھی شائع ہو رہا ہے ۔
اس میں سے متعلق شائع ۔,اس رسالہ میں آیوروید سے متعلق مضامین شائع ہوتے تھے ۔
` ` کی کے دو میں کی نے ` ` کی ۔,` آیوروید مہاسمّیلن پتریکا ` کی اشاعت کے دو برس بعد ۱۹۱۵ میں الہ_آباد کی سائنس کونسل نے ` سائنس پتریکا ` کی اشاعت شروع کی ۔
اس کی میں سے اب تک کے کے اور کے ۔,اس پرچہ کی اشاعت میں شروع سے اب تک الہ_آباد یونیورسٹی کے سائنس شعبہ کے ممبر اور چوٹی کے سائنسداں تعاون دیتے رہے ہیں ۔
کے لئے آسان اور صریحی و میں ہی مفید ۔,عوام کے لئے آسان اور صریحی زبان و اسلوب میں لکھے رسائل ہی مفید ہو سکتے ہیں ۔
میں اس کے متعدد ہفتہ_وار ، پندرہ_روزہ اور ماہانہ ۔,ہندی میں اس قسم کے متعدد ہفتہ_وار ، پندرہ_روزہ اور ماہانہ رسائل نکلتے ہیں ۔
کا کسی خاص کے خصوصی کو اس کے مجموعی تخلیقی کے لئے NULL توصیفی میں بھلے ہی اس کی کچھ خاص کا ۔,ادب کا نوبل انعام کسی خاص زبان کے خصوصی قلمکار کو اس کے مجموعی تخلیقی تعاون کے لئے دیا جاتا ہے توصیفی سند میں بھلے ہی اس کی کچھ خاص تخلیقات کا ذکر ہو ۔
کے ذریعہ پر میں بلاشبہہ ` ` کو مرکزی لیکن ` ` ` ` ، ` ` اور ` ` کے بھی ۔,سویڈن اکیڈمی نوبل کمیٹی کے ذریعہ رویندر ناتھ ٹیگور پر دئے گئے بیان میں بلاشبہہ ` گیتانجلی ` کو مرکزی اہمیت دی گئی ہے لیکن ` دی گارڈنر ` لرکس آف لو اینڈ لائف ` گلمپز آف بنگال لائف ` ، ` دی کرسنٹ موون ` اور سادھنا ` دی ریلائزیشن آف لائف ` کے ذکر بھی ہیں ۔
پچھلے سے ہی میں کے اس کے کچھ کی میں اور کی میں واقع قومی میں جس کا کچھ سے میں -,پچھلے برس سے ہی میں ۱۹۱۳ کے اس انعام کے کچھ حقائق کی تلاش میں تھا اور ایستونیا کی راجدھانی تالن میں واقع قومی لائبریری میں جس کا کچھ برسوں سے میں خوش_قسمت قاری ممبر ہوں -
مجھے سویڈی کے وہ نایاب سالانہ ` ` جن میں کے ، ان کے ، کی اور شائع ۔,مجھے سویڈی اکادمی کے وہ نایاب سالانہ ` بروشیئر ` ملے جن میں انعام کمیٹی کے ممبران ، ان کے فیصلے ، فاتحین کی سوانح اور تقاریر شائع کئے جاتے ہیں ۔
پچھلے ۱۱۲ کی یہ اصل یادگاری میں شاید کہیں دستیاب نہیں ۔,پچھلے ۱۱۲ برسوں کی یہ اصل یادگاری کتابیں ہندوستان میں شاید کہیں دستیاب نہیں ہیں ۔
ان میں متعلقہ کے کسے کیوں اس کا ایک اور کبھی اس سے بھی کم ، بھی ۔,ان میں متعلقہ برس کے انعامات کسے کیوں دیے گئے ہیں اس کا ایک سطری اور کبھی اس سے بھی کم ، خلاصہ بھی چھاپا جاتا ہے ۔
کے متعلق اصل کے اس کچے میں ، NULL اس گہری اور بلیغ ، اس اور کے لئے ، جس کا NULL ان کی ، و میں مغربی سے ۔,ٹیگور کے متعلق اصل فرانسیسی کے اس کچے ہندی ترجمے میں کہا گیا ہے ، اس گہری اور بلیغ تاثر ، اس جمالیات اور نئےپن کے لئے ، جس کا تعارف ان کی صلاحیت ، انگریزی رنگ و روپ میں مغربی ادب سے کروا سکی ۔
کہ سویڈی کہ نے ` ` میں میں نہیں ، کو اپنی سے متعارف ۔,غورطلب ہے کہ سویڈی اکادمی کہہ رہی ہے کہ ٹیگور نے انگریزی ` فارم ` میں ترجمہ میں نہیں ، مغرب کو اپنی صلاحیت سے متعارف کروایا ۔
بھی اپنی اس ` ` کو جس کی اور کی پر انھیں اپنی اصل ہی ۔,ٹیگور بھی اپنی اس ` گیتانجلی ` کو جس کی شہرت اور مقبولیت کی بنیاد پر انھیں نوبل دیا گیا اپنی اصل انگریزی تخلیق ہی مانتے دکھائی دیتے تھے ۔
اس ` ` اور مبینہ اصل ` ` میں بہت اور اہم ۔,اس ` گیتانجلی ` اور مبینہ اصل بنگلہ ` گیتانجلیہڑ ` میں بہت اور اہم فرق ہے ۔
کی میں ہی شاید میں بھی ۔,شاعر کی زندگی میں ہی شاید دونوں میں ترمیم بھی ہوتے رہے ہیں ۔
ایک عجیب کہ خود نہیں ۔,ایک عجیب سچ ہے کہ ٹیگور خود انعام لینے سویڈن نہیں گئے ۔
پر جو بہت چھوٹی اس کی انھوں نے کو یک_سطری تار میں ، جسے میں برطانوی کے موجودہ نے موجود کو ۔,انعام عشائیے پر جو بہت چھوٹی تقریر کرنی ہوتی ہے اس کی جگہ انھوں نے اکادمی کو یک_سطری تار انگریزی میں بھیجا ، جسے سویڈن میں برطانوی سفارت_خانے کے موجودہ کارگزار سفیر کلائیو نے موجود مہمانوں کو پڑھ کر سنایا ۔
نے ہی کی میں ان کا بھی ۔,کلائیو نے ہی ٹیگور کی غیرموجودگی میں ان کا انعام بھی حاصل کیا ۔
اس سے بھی عجیب یہ کہ نے اپنی کوئی کی بھی نہیں کہ کا کوئی یا اس تاریخی پر ۔,اس سے بھی عجیب واقعہ یہ ہے کہ ٹیگور نے اپنی کوئی نوبل_انعام کی حصول تقریر بھی نہیں بھیجی کہ اکادمی کا کوئی جیوری یا افسر اس تاریخی موقع پر پڑھ سکے ۔
کے میں ہماری متعارف آسٹریائی ، و جنھیں کے اور اس کے سے ، اپنی نوبل اور وہی ، NULL ۔,حال کے برسوں میں ہماری متعارف آسٹریائی ناول_نگار ، شاعرہ و ڈرامہ_نگار ایلفریڈے یلینیک جنھیں بھیڑ کے درمیان رہنے اور اس کے سامنے بولنے سے وحشت ہے ، اپنی نوبل تقریر ویڈیو کر کے بھجوایا تھا اور وہی دکھایا ، سنایا گیا ۔
یہ کہ سویڈی کا یہ کہیں کوئی سرکاری نہیں کہ ایسے کو اپنی ایک غیرمعمولی کیوں نہیں ۔,کمال یہ ہے کہ سویڈی اکادمی کا یہ اشتہار کہیں کوئی سرکاری وجہ نہیں بتاتا کہ ٹیگور ایسے امر لمحے کو جینے اپنی ایک غیرمعمولی تقریر کرنے اسٹاک_ہوم کیوں نہیں پہنچے ۔
اس کے عوض میں کے ، نے پر اپنی ایک نسبتاً لمبی ۔,اس کے عوض میں سویڈی اکادمی نوبل کمیٹی کے صدر ، ایمریٹس پروفیسر ڈاکٹر ہارالڈ ہیئر نے ٹیگور پر اپنی ایک نسبتاً لمبی تقریر کی ۔
بہت کہ نے یہ نہیں ورنہ اپنی ` ` میں جو یوں تو کوئی بہت قابل_اطمینان نہیں کم سے کم اس کا شاید وہ ۔,بہت افسوس ہے کہ ایڈورڈ_سعید نے یہ تقریر نہیں دیکھی ورنہ اپنی ` اورئینٹلزم ` میں جو یوں تو کوئی بہت قابل_اطمینان کتاب نہیں ہے کم سے کم اس کا ذکر شاید وہ کرتے ۔
یہ صدارتی اتنی ، اور سے کہ خود اس پر ۔,یہ صدارتی تقریر اتنی نیم کچرےپن ، شبہات اور جذبہء_ہمدردی سے پُر ہے کہ خود اس پر کتاب لکھی جا سکتی ہے ۔
نہیں NULL اس کا میں یا نہیں اور اس پر اپنے شونار کا کیا لیکن اس میں میں تو اسے ہی ۔,پتہ نہیں اس کا ترجمہ بنگلہ ادب میں ہے یا نہیں اور اس پر اپنے شونار قلمکاروں کا کیا ردعمل رہا لیکن اس صدی برس میں ہندی میں تو اسے لایا ہی جانا چاہیئے ۔
اول تو اس میں کو ہی و ، NULL کو سے ` ایک ` تو ہی NULL اسے انگریزی کی ۔,اول تو اس میں ٹیگور کو پہلے ہی اینگلو و انڈین پوئیٹ اعلان کر دیا گیا ہے ، گیتانجلی کو بےخوفی سے ` ایک کلیکشن آف ریلیجیس پوئمس ` تو مان ہی لیا گیا ہے اسے انگریزی ادب کی ملکیت بنا دیا گیا ہے ۔
کے متعلق کہ وہ ` اس شعری کے نئے اور جو کے سے برطانوی کی کے معتمد ۔ ` `,ٹیگور کے متعلق کہا گیا ہے کہ وہ ` اس شعری فن کے نئے اور لائقِ_ستائش ماسٹر ہیں جو ملکہ ایلیزابیتھ کے زمانے سے برطانوی تہذیب کی تشہیر کے معتمد ہمراہی رہے ہیں ۔ ` `
میں کے کا پورا جس میں جدید کا اور بھی شامل عیسائی کو جن کے جزوی سے تو نہیں ، ۔,تقریر میں ہندوستان کے نشاۃالثانیہ کا پورا سہرا جس میں جدید ہندی زبانوں کا طلوع اور فروغ بھی شامل ہے عیسائی مشنریوں کو جن کے جزوی تعاون سے انکار تو نہیں کیا جا سکتا ، دے دیا گیا ہے ۔
کو بھی مغربی سے نہیں ۔,بھکتی تحریک کو بھی مغربی مذاہب سے غیرمتاثر نہیں کہا گیا ہے ۔
اس سے بڑا ` ` کے لئے ۔,اس سے بڑا دعویٰ ` برہمو سماج ` کے لئے کیا گیا ہے ۔
کو اس سب سے متاثر بلکہ ان کا ایک ` ` ` ` ، ، مذہبی تقریباً ایک جیسا کی کوئی نہیں ۔,ٹیگور کو اس سب سے متاثر بلکہ ان کا ایک ` ` پروڈکٹ ` ` نما صوفی ، فلسفی ، مذہبی انسان تقریباً ایک پیغمبر جیسا پیش کرنے کی کوئی کسر نہیں چھوڑی گئی ہے ۔
یہ معلوم کہ کو اس سے کا یا نہیں یا یہ ان کی سے متاثر ۔,یہ معلوم کرنا مشکل ہے کہ ٹیگور کو اس سے ماقبل تحریر بیان کا علم تھا یا نہیں یا یہ ان کی غیرموجودگی سے متاثر تھا ۔
میں ان کا اس پر کیا اس کا بھی کچھ نہیں ۔,بعد میں ان کا اس پر کیا ردعمل تھا اس کا بھی کچھ پتہ نہیں چلتا ۔
میں یہ بھی کے مخالف اور میں ایک یوں :,بعد میں یہ ییٹس بھی ٹیگور کے مخالف ہو گئے اور ۱۹۳۵ میں ایک بار یوں ابل پڑے :
` ` میں ` ` ۔,` ` بھاڑ میں جائیں ٹیگور ` ` ۔
ہم ( اور میں ) نے ( اس کی ) تین اچھی اور پھر کیونکہ اس نے کہ عظیم سے زیادہ اہم ، تو اس نے اور اپنی کو برباد ۔,ہم ( اسٹرج مور اور میں ) نے ( اس کی ) تین اچھی کتابیں نکالی اور پھر کیونکہ اس نے سوچا کہ عظیم شاعر ہونے سے زیادہ اہم ہے انگریزی جاننا ، تو اس نے جذبات بھرا کوڑا چھپوانا شروع کر دیا اور اپنی شہرت کو برباد کر لیا ۔
نہیں NULL کوئی بھی نہیں ۔,ٹیگور انگریزی نہیں جانتا کوئی بھی ہندوستانی انگریزی نہیں جانتا ۔
نے تو میں کے کو ` ` اور ایک نازیبا بھی ۔,فلپ لارکن نے تو ۱۹۵۶ میں ٹیگور کے نام کو بگاڑ کر ` روینڈرم ` کیا اور ایک نازیبا لفظ بھی کہا ۔
اور کی طرح وہ بھی تو ۔,کپل_سبّل اور نریندر مودی کی طرح وہ بھی تو شاعر ہیں ۔
یوں شروعاتی تو اس ہندوستانی سے چھ ہی تو اور ۔,یوں شروعاتی انتخاب ہو جائے تو اس بار ہندوستانی زبانوں سے چھ ہی تو اور پکڑنے رہ جائیں گے ۔
سنجیدہ یہ کہ کو کو اب میری ہی طرح تقریباً نہ کوئی NULL نہ ۔,سنجیدہ معاملہ یہ ہے کہ بنگلہ قارئین کو چھوڑ کر ٹیگور کو اب میری ہی طرح تقریباً نہ کوئی پڑھتا ہے نہ پڑھنا چاہتا ہے ۔
عالمی میں ان کی تاریخی NULL نہیں ۔,عالمی ادب میں ان کی شہرت تاریخی ہے زندہء_جاوید نہیں ۔
میں ، NULL سے کہ میرے لئے میں سے کہیں زیادہ موزوں جس کی اور مشتبہ سیاسی ایک تیکھی تو ۔,میں بےغیرتی ، پشیمانی سے کہہ چکا ہوں کہ میرے لئے آج ہندوستان میں ٹیگور سے کہیں زیادہ موزوں نامدیوڈھسال ہے جس کی شاعری اور مشتبہ سیاسی چال چلن ایک تیکھی بحث جنم تو دیتے ہیں ۔
میں اسی کو کے لئے ان کی کچھ ضرور لیکن بہت محدود میں ۔,انگریزی میں اسی صدی موقع کو بھنانے کے لئے ان کی کچھ کتابیں ضرور چھپی ہیں لیکن بہت محدود شماروں میں ۔
میں تو کبھی کبھی میں کہ جب سے سے ایک NULL کو NULL بھلے ہی مثلاً میں بھی اس کا نہ ۔,فرانس میں تو کبھی کبھی سننے میں آتا ہے کہ جب سے ہندی سے ایک عوضی کھوج لیا گیا ہے ٹیگور کو لوگ بھول رہے ہیں بھلے ہی مثلاً ٹیٹی_نگر میں بھی اس کا طلوع نہ ہوا ہو ۔
بہرحال یہ کہ کا اب بھی ان سے ہزاروں زیادہ جبکہ اور دونوں کے موافق ، حقیقی کے میں کوئی بہت سے نہیں ۔,بہرحال حقیقت یہ ہے کہ ٹیگور کا ہم عصر شاعر خلیل_جبران اب بھی ان سے ہزاروں گنا زیادہ خریدا پڑھا جا رہا ہے جبکہ جبران اور ٹیگور دونوں دنیا کے موافق ، حقیقی ادب کے شعبے میں آج کوئی بہت سنجیدگی سے نہیں لیتا ۔
ایک عجب کہ اسی کی ۱۳۰ ویں اور بیسیوں اور کروڑوں میں ان کی ` ` کی ۹۰ بھی جو کے میں اب بھی سب سے زیادہ والی دوسری ادبی ۔,ایک عجب اتفاق ہے کہ اسی سال جبران کی ۱۳۰ ویں سالگرہ ہے اور بیسیوں تراجم اور کروڑوں کاپیوں میں فروخت ہو چکی ان کی تخلیق ` دی پروفٹ ` کی ۹۰ سالگرہ بھی جو شیکسپئر کے بعد دنیا میں اب بھی سب سے زیادہ فروخت ہونے والی دوسری ادبی کتاب کہی جاتی ہے ۔
مجھے مکمل کہ ان میں سے کئی نے نہ کو NULL نہ ۔,مجھے مکمل یقین ہے کہ ان میں سے کئی نے نہ ٹیگور کو پڑھا ہوگا نہ پڑھنا چاہتے ہونگے ۔
یہ الگ کہ اگر کے دوسرے ادبی کے لئے ایک عجیب کا تو شاید خود ، یا یا یا کسی خودساختہ دیگر کو ہی ۔,یہ بات الگ ہے کہ اگر ہندستان کے دوسرے ادبی نوبل کے لئے ایک عجیب لابینگ کا حصہ ہے تو شاید خود منتظم ، یا کنورنارائن یا سچّدانندن یا کسی خودساختہ دیگر امیدوار کو مل ہی جائے ۔
حالانکہ کے کچھ کی طرح میں بھی کہ اگر وہ تو کو جو اس پر بھی کم و بیش منحصر کہ انھیں اپنے عالمی میں کیا یا کے میں بھی یا نہیں ۔,حالانکہ ہندی کے کچھ دیگر بیوقوف رجائیت_پسندوں کی طرح میں بھی سوچتا ہوں کہ اگر وہ ملے گا تو منگلیش ڈبرال کو جو اس پر بھی کم و بیش منحصر کرتا ہے کہ اشوک انھیں اپنے عالمی مشاعرے میں کیا رول دیتے ہیں یا شریکانت جی کے لہجے میں دیتا بھی ہے یا نہیں ۔
کیا انھیں کا و یا میں تک نہیں ؟,زمانہ کیا انھیں مہمانوں کا ترجمہ کرنے و پڑھنے یا جذبے میں گھسنے تک نہیں دیا جائے گا ؟
کا ` کو یوں کے ` ( ۱۶ ) ، اور تو ہی اور سے بھی ۔,وشنوکھرے کا مضمون ` رویندر نوبل شتی کو یوں منانے کے جوکھم ` ( ۱۶ جون ) غیرمہذب ، غیرمتناسب اور بےصبر تو ہے ہی اوچھے_پن اور محرومی سے بھی بھرا ہوا ہے ۔
یوں تو اس کا فوری کے ذریعہ مجوزہ عالمی کے میں سے ہی ۔,یوں تو اس محرومی مضمون کا فوری مقصد اشوک واجپیئی کے ذریعہ مجوزہ عالمی مشاعرہ کے انعقاد میں پہلے سے ہی پلیتا لگانا ہے ۔
لیکن لگے ہاتھ کچھ اور سے بھی اس کا ۔,لیکن لگے ہاتھ کچھ اور لوگوں سے حساب چکتا کرنا بھی اس کا مقصد ہے ۔
سب سے سے ۔,سب سے پہلے نوجوان شاعر ویومیش شکل سے ۔
پھر سینئر سے ۔,پھر سینئر منگلیش ڈبرال سے ۔
نہیں ، سوتیلی ہم کو اور میں نہیں ۔,نہیں ، سوتیلی ماں لا کر ہم منّا کو اور دکھ میں نہیں ڈال سکتے ۔
ارے سوتیلی کیا ہمیشہ خراب ، اور پھر ہم جو کو کے لئے ، اس کو کیسے ۔,ارے سوتیلی ماں کیا ہمیشہ خراب ہوتی ہے ، اور پھر ہم لوگ جو ہیں منّے کو دیکھنے کے لئے ، اس کو دکھ کیسے ملیگا ۔
کو ایک ، تو ۔,حالات کو دیکھتے ہوئے ایک خیال آ رہا ہے ، کہئے تو کہوں ۔
! تم اگر سے تو سارا ۔,بیٹا اومکار ! تم اگر گُنجا سے شادی کر لو تو سارا مسئلہ حل ہو جائیگا ۔
اس کا بھی تو ہمیں ہی ، اور تم کہ سے بھی ۔,اس کا بھی تو بیاہ ہمیں کرنا ہی ہے ، اور تم جانتے ہو کہ منّا گُنجا سے ہلا ملا بھی ہے ۔
نے یہ ، NULL تم سب بھی اسے ، کبھی بھی نہیں کہ اس کی یا نہیں ۔,گنجا نے یہ گھر دیکھا سمجھا ہے ، تم سب بھی اسے جانتے ہو ، منا کبھی بھی نہیں سمجھ پائے گا کہ گنجا اس کی ماں ہے یا نہیں ۔
کاہے ! تم کا ؟,کاہے چندن ! تم کا کہتے ہو ؟
جس میں کی ، NULL ہمیں منظور ۔,جس میں بھیّا کی خوشی ہو کاکا ، ہمیں منظور ہے ۔
! اس نے تو کہ آپ اس کا سے ۔,چاچا ! اس نے تو سمجھا تھا کہ آپ اس کا بیاہ چندن سے طے کر کے آئے ہیں ۔
یہ تو کو اور بھی اسی کو ۔,یہ تو چندن کو چاہتی ہے اور چندن بھی اسی کو چاہتا ہے ۔
لیکن اگر سے تو جس یہ ، اس وہ بھی وہاں ، اس نے کچھ کیوں نہیں ؟,لیکن چندن اگر گنجا سے بیاہ کرنا چاہتا تھا تو جس دن یہ بات طے ہوئی ، اس دن وہ بھی وہاں تھا ، اس نے کچھ کیوں نہیں کہا ؟
بس ایک ہماری ، NULL پھر چاہے بھر ہم سے ناراض ۔,بس ایک بار ہماری بات سنو گنجا ، پھر چاہے زندگی بھر ہم سے ناراض رہ لینا ۔
تم سے ناراض کا اب کا ہمارا ؟,تم سے ناراض رہنے کا اب کا حق ہے ہمارا ؟
تھوڑا بہت جو ہم نے اپنا ، وہ تو تم نے ہی نا ۔,تھوڑا بہت حق جو ہم نے اپنا سمجھ لیا تھا ، وہ تو تم نے چھین ہی لیا نا ۔
بس ایک نہیں کہ تم نے کس کا ہم سے ؟,بس ایک بات نہیں سمجھ آتی کہ تم نے کس بات کا بدلہ لیا ہم سے ؟
تمھارا بڑا !,تمھارا بڑا بھروسہ تھا چندن !
ہم اگر ہماری میں تو ہم تمھیں ضرور ۔,ہم سمجھتے تھے اگر ہماری محبت میں طاقت ہوگی تو ہم تمھیں ضرور پا لینگے ۔
میں ہی سب کچھ تو نہیں ، NULL ایک بھی ۔,زندگی میں موہ-مایا ہی سب کچھ تو نہیں ہوتا ہے گُنجا ، ایک فرض بھی ہوتا ہے ۔
تم تو بہت ، NULL NULL تو کو ، و کے تو تک نہیں ہم کو ۔,تم تو بہت بعد آئیں گنجا ، آنکھ کھلی تو پہلے بھیّا کو جانا تھا ، باپ و ماں کے تو چہرے تک یاد نہیں ہم کو ۔
