dropped,sentences
ہفتہ_وار دھرم یُگ ہندستان اشاعت ہندی صحافت کمی,ہفتہ_وار `` دھرم یُگ `` اور `` ہندستان `` کی اشاعت نے ہندی صحافت کی بڑی کمی کو پورا کیا تھا ۔
دھرم یگ مدیر جوشی برادران ڈاکٹر ہیمچند جوشی الاچند جوشی,` دھرم یگ ` کے پہلے مدیر جوشی برادران ڈاکٹر ہیمچند جوشی اور الاچند جوشی تھے ۔
مہارت شروعات,انھوں نے بڑی مہارت سے اس کی شروعات کی ۔
بعد دھرم ویر بھارتی ادارت چاند,بعد میں دھرم ویر بھارتی نے اپنی ادارت سے اس میں چار چاند لگائے ۔
دھرم یگ ساگریکا پراگ سنڈے میل کنھیّا لال نندن ادیب مدیر سروکاروں تحفظ تعاون,` دھرم یگ ` ، ` ساگریکا ` ، ` پراگ ` اور پھر `` سنڈے میل `` میں کنھیّا لال نندن جیسے ادیب اور مدیر نے سماجی ، ثقافتی سروکاروں کا تحفظ کرنے میں اہم تعاون دیا ۔
منوہرشیام جوشی ادارت ساپتاہک ہندوستان ریکارڈ,منوہرشیام جوشی کی ادارت میں ` ساپتاہک ہندوستان ` نے بڑا ریکارڈ بنایا ۔
عظیم بعد ملک صنعتوں قیام کارپوریشن کمپنیاں تشکیل حصص_کنندگان تعداد,جنگ عظیم کے بعد ملک میں صنعتوں کے قیام کے لئے کارپوریشن میں کچھ کمپنیاں تشکیل دی گئیں لیکن ان کے حصص_کنندگان کی تعداد ہزاروں میں تھی ۔
صحافت فروغ شعبے تیزی سرمایہ کمپنیاں فائدہ حصص قدر تیزی,معاشی صحافت تبھی فروغ پا سکتی ہے جب معاشی شعبے میں تیزی سے سرمایہ لگا ہو ، کمپنیاں اچھا فائدہ دیں اور ان کے حصص کی قدر تیزی سے بڑھے ۔
کمپنیوں کام شروع,متعدد نئی کمپنیوں نے کام شروع کیا ۔
لوگ رسالہ ضرورت,لوگ ایک معاشی رسالہ کی ضرورت محسوس کرنے لگے ۔
مانگ رسالوں اکنامِک ٹائمز فائننشیئل ایکسپریس اشاعت شروع,اس مانگ کو پورا کرنے کے لیے معاشی رسالوں ، `` اکنامِک ٹائمز `` اور `` فائننشیئل ایکسپریس `` کی اشاعت شروع ہوئی ۔
اشاعت بیچ ہفتہ فرق,ان کی اشاعت کے بیچ فقط دو ہفتہ کا فرق تھا ۔
اخبارات ممبئی ملک راجدھانی,یہ دونوں اخبارات ممبئی سے شائع ہوئے جسے ملک کی معاشی راجدھانی کہا جاتا تھا ۔
عوام رسالوں استقبال,عوام نے ان دونوں رسالوں کا استقبال کیا ۔
برس بعد رسالوں دلی شمارے شروع,کچھ برس بعد دونوں رسالوں نے دلی سے بھی اپنے شمارے نکالنے شروع کئے ۔
۱۹۷۵ بزنس اسٹینڈرڈ کلکتہ اشاعت شروع,۱۹۷۵ میں ` بزنس اسٹینڈرڈ ` نے کلکتہ سے اشاعت شروع کیا ۔
وقت اکنامک ٹائمز کلکتہ شمارہ شروع,اسی وقت ` اکنامک ٹائمز ` نے کلکتہ شمارہ شروع کیا ۔
فائننشیل ایکسپریس پہلے چِنّئی کلکتہ اکنامک ٹائمز احمدآباد شمارے,اس کی دیکھا دیکھی ` فائننشیل ایکسپریس ` نے پہلے چِنّئی اور پھر کلکتہ سے اور ` اکنامک ٹائمز ` نے احمدآباد سے اپنے شمارے نکالے ۔
ہندستان میگزین ایشیاٹک ریسرچ,ہندستان میں شائع ہونے والی پہلی سائنسی میگزین ` ایشیاٹک ریسرچ ` تھی ۔
اشاعت ۱۷۸۸ رائل ایشیاٹک سوسائٹی,اس کی اشاعت ۱۷۸۸ میں رائل ایشیاٹک سوسائٹی نے کیا تھا ۔
زبانوں میگزین بنگلہ ۱۸۲۱ پرشناولی,ہندوستانی زبانوں میں شائع پہلی سائنسی میگزین ` بنگلہ ` میں ۱۸۲۱ میں شائع ` پرشناولی ` تھی ۔
ہندی رسالے آغاز سہرا آیوروید مہاسمّیلن پتریکا,ہندی میں سائنسی رسالے کا آغاز کرنے کا سہرا ` آیوروید مہاسمّیلن پتریکا ` کو ہے ۔
اشاعت ۱۹۱۳ شروع,اس کی اشاعت ۱۹۱۳ میں شروع ہوئی ۔
رسالہ,یہ رسالہ اب بھی شائع ہو رہا ہے ۔
رسالہ آیوروید مضامین,اس رسالہ میں آیوروید سے متعلق مضامین شائع ہوتے تھے ۔
آیوروید مہاسمّیلن پتریکا اشاعت برس بعد ۱۹۱۵ الہ_آباد سائنس کونسل سائنس پتریکا اشاعت شروع,` آیوروید مہاسمّیلن پتریکا ` کی اشاعت کے دو برس بعد ۱۹۱۵ میں الہ_آباد کی سائنس کونسل نے ` سائنس پتریکا ` کی اشاعت شروع کی ۔
پرچہ اشاعت شروع الہ_آباد یونیورسٹی سائنس شعبہ ممبر چوٹی سائنسداں تعاون,اس پرچہ کی اشاعت میں شروع سے اب تک الہ_آباد یونیورسٹی کے سائنس شعبہ کے ممبر اور چوٹی کے سائنسداں تعاون دیتے رہے ہیں ۔
عوام زبان اسلوب رسائل,عوام کے لئے آسان اور صریحی زبان و اسلوب میں لکھے رسائل ہی مفید ہو سکتے ہیں ۔
ہندی قسم رسائل,ہندی میں اس قسم کے متعدد ہفتہ_وار ، پندرہ_روزہ اور ماہانہ رسائل نکلتے ہیں ۔
ادب نوبل انعام زبان قلمکار تعاون سند تخلیقات ذکر,ادب کا نوبل انعام کسی خاص زبان کے خصوصی قلمکار کو اس کے مجموعی تخلیقی تعاون کے لئے دیا جاتا ہے توصیفی سند میں بھلے ہی اس کی کچھ خاص تخلیقات کا ذکر ہو ۔
سویڈن اکیڈمی نوبل کمیٹی رویندر ناتھ ٹیگور بیان گیتانجلی اہمیت دی گارڈنر لرکس آف لو اینڈ لائف گلمپز آف بنگال لائف دی کرسنٹ موون سادھنا دی ریلائزیشن آف لائف ذکر,سویڈن اکیڈمی نوبل کمیٹی کے ذریعہ رویندر ناتھ ٹیگور پر دئے گئے بیان میں بلاشبہہ ` گیتانجلی ` کو مرکزی اہمیت دی گئی ہے لیکن ` دی گارڈنر ` لرکس آف لو اینڈ لائف ` گلمپز آف بنگال لائف ` ، ` دی کرسنٹ موون ` اور سادھنا ` دی ریلائزیشن آف لائف ` کے ذکر بھی ہیں ۔
برس ۱۹۱۳ انعام حقائق تلاش ایستونیا راجدھانی تالن لائبریری برسوں خوش_قسمت قاری ممبر,پچھلے برس سے ہی میں ۱۹۱۳ کے اس انعام کے کچھ حقائق کی تلاش میں تھا اور ایستونیا کی راجدھانی تالن میں واقع قومی لائبریری میں جس کا کچھ برسوں سے میں خوش_قسمت قاری ممبر ہوں -
اکادمی بروشیئر انعام کمیٹی ممبران فیصلے فاتحین سوانح تقاریر,مجھے سویڈی اکادمی کے وہ نایاب سالانہ ` بروشیئر ` ملے جن میں انعام کمیٹی کے ممبران ، ان کے فیصلے ، فاتحین کی سوانح اور تقاریر شائع کئے جاتے ہیں ۔
برسوں کتابیں ہندوستان,پچھلے ۱۱۲ برسوں کی یہ اصل یادگاری کتابیں ہندوستان میں شاید کہیں دستیاب نہیں ہیں ۔
برس انعامات سطری خلاصہ,ان میں متعلقہ برس کے انعامات کسے کیوں دیے گئے ہیں اس کا ایک سطری اور کبھی اس سے بھی کم ، خلاصہ بھی چھاپا جاتا ہے ۔
ٹیگور فرانسیسی ہندی ترجمے تاثر جمالیات نئےپن تعارف صلاحیت انگریزی رنگ روپ ادب,ٹیگور کے متعلق اصل فرانسیسی کے اس کچے ہندی ترجمے میں کہا گیا ہے ، اس گہری اور بلیغ تاثر ، اس جمالیات اور نئےپن کے لئے ، جس کا تعارف ان کی صلاحیت ، انگریزی رنگ و روپ میں مغربی ادب سے کروا سکی ۔
غورطلب اکادمی ٹیگور انگریزی فارم ترجمہ مغرب صلاحیت,غورطلب ہے کہ سویڈی اکادمی کہہ رہی ہے کہ ٹیگور نے انگریزی ` فارم ` میں ترجمہ میں نہیں ، مغرب کو اپنی صلاحیت سے متعارف کروایا ۔
ٹیگور گیتانجلی شہرت مقبولیت بنیاد نوبل انگریزی تخلیق,ٹیگور بھی اپنی اس ` گیتانجلی ` کو جس کی شہرت اور مقبولیت کی بنیاد پر انھیں نوبل دیا گیا اپنی اصل انگریزی تخلیق ہی مانتے دکھائی دیتے تھے ۔
گیتانجلی بنگلہ گیتانجلیہڑ فرق,اس ` گیتانجلی ` اور مبینہ اصل بنگلہ ` گیتانجلیہڑ ` میں بہت اور اہم فرق ہے ۔
شاعر زندگی دونوں ترمیم,شاعر کی زندگی میں ہی شاید دونوں میں ترمیم بھی ہوتے رہے ہیں ۔
سچ ٹیگور انعام سویڈن,ایک عجیب سچ ہے کہ ٹیگور خود انعام لینے سویڈن نہیں گئے ۔
انعام عشائیے تقریر جگہ اکادمی انگریزی سویڈن سفارت_خانے کارگزار سفیر کلائیو مہمانوں,انعام عشائیے پر جو بہت چھوٹی تقریر کرنی ہوتی ہے اس کی جگہ انھوں نے اکادمی کو یک_سطری تار انگریزی میں بھیجا ، جسے سویڈن میں برطانوی سفارت_خانے کے موجودہ کارگزار سفیر کلائیو نے موجود مہمانوں کو پڑھ کر سنایا ۔
کلائیو ٹیگور غیرموجودگی انعام حاصل,کلائیو نے ہی ٹیگور کی غیرموجودگی میں ان کا انعام بھی حاصل کیا ۔
واقعہ ٹیگور نوبل_انعام حصول تقریر اکادمی جیوری افسر موقع,اس سے بھی عجیب واقعہ یہ ہے کہ ٹیگور نے اپنی کوئی نوبل_انعام کی حصول تقریر بھی نہیں بھیجی کہ اکادمی کا کوئی جیوری یا افسر اس تاریخی موقع پر پڑھ سکے ۔
حال برسوں ناول_نگار شاعرہ ڈرامہ_نگار ایلفریڈے یلینیک بھیڑ درمیان سامنے وحشت تقریر ویڈیو,حال کے برسوں میں ہماری متعارف آسٹریائی ناول_نگار ، شاعرہ و ڈرامہ_نگار ایلفریڈے یلینیک جنھیں بھیڑ کے درمیان رہنے اور اس کے سامنے بولنے سے وحشت ہے ، اپنی نوبل تقریر ویڈیو کر کے بھجوایا تھا اور وہی دکھایا ، سنایا گیا ۔
کمال اکادمی اشتہار وجہ ٹیگور امر لمحے تقریر اسٹاک_ہوم,کمال یہ ہے کہ سویڈی اکادمی کا یہ اشتہار کہیں کوئی سرکاری وجہ نہیں بتاتا کہ ٹیگور ایسے امر لمحے کو جینے اپنی ایک غیرمعمولی تقریر کرنے اسٹاک_ہوم کیوں نہیں پہنچے ۔
سویڈی اکادمی نوبل کمیٹی صدر ایمریٹس پروفیسر ڈاکٹر ہارالڈ ہیئر ٹیگور تقریر,اس کے عوض میں سویڈی اکادمی نوبل کمیٹی کے صدر ، ایمریٹس پروفیسر ڈاکٹر ہارالڈ ہیئر نے ٹیگور پر اپنی ایک نسبتاً لمبی تقریر کی ۔
افسوس ایڈورڈ_سعید تقریر اورئینٹلزم کتاب ذکر,بہت افسوس ہے کہ ایڈورڈ_سعید نے یہ تقریر نہیں دیکھی ورنہ اپنی ` اورئینٹلزم ` میں جو یوں تو کوئی بہت قابل_اطمینان کتاب نہیں ہے کم سے کم اس کا ذکر شاید وہ کرتے ۔
تقریر نیم کچرےپن شبہات جذبہء_ہمدردی پُر کتاب,یہ صدارتی تقریر اتنی نیم کچرےپن ، شبہات اور جذبہء_ہمدردی سے پُر ہے کہ خود اس پر کتاب لکھی جا سکتی ہے ۔
پتہ ترجمہ بنگلہ ادب قلمکاروں ردعمل صدی برس ہندی,پتہ نہیں اس کا ترجمہ بنگلہ ادب میں ہے یا نہیں اور اس پر اپنے شونار قلمکاروں کا کیا ردعمل رہا لیکن اس صدی برس میں ہندی میں تو اسے لایا ہی جانا چاہیئے ۔
ٹیگور پہلے اینگلو انڈین پوئیٹ اعلان گیتانجلی بےخوفی کلیکشن آف ریلیجیس پوئمس مان ادب ملکیت,اول تو اس میں ٹیگور کو پہلے ہی اینگلو و انڈین پوئیٹ اعلان کر دیا گیا ہے ، گیتانجلی کو بےخوفی سے ` ایک کلیکشن آف ریلیجیس پوئمس ` تو مان ہی لیا گیا ہے اسے انگریزی ادب کی ملکیت بنا دیا گیا ہے ۔
ٹیگور فن لائقِ_ستائش ماسٹر ملکہ ایلیزابیتھ زمانے تہذیب تشہیر ہمراہی,ٹیگور کے متعلق کہا گیا ہے کہ وہ ` اس شعری فن کے نئے اور لائقِ_ستائش ماسٹر ہیں جو ملکہ ایلیزابیتھ کے زمانے سے برطانوی تہذیب کی تشہیر کے معتمد ہمراہی رہے ہیں ۔ ` `
تقریر ہندوستان نشاۃالثانیہ سہرا ہندی زبانوں طلوع فروغ مشنریوں تعاون انکار,تقریر میں ہندوستان کے نشاۃالثانیہ کا پورا سہرا جس میں جدید ہندی زبانوں کا طلوع اور فروغ بھی شامل ہے عیسائی مشنریوں کو جن کے جزوی تعاون سے انکار تو نہیں کیا جا سکتا ، دے دیا گیا ہے ۔
بھکتی تحریک مذاہب غیرمتاثر,بھکتی تحریک کو بھی مغربی مذاہب سے غیرمتاثر نہیں کہا گیا ہے ۔
دعویٰ برہمو سماج,اس سے بڑا دعویٰ ` برہمو سماج ` کے لئے کیا گیا ہے ۔
ٹیگور پروڈکٹ نما صوفی فلسفی انسان پیغمبر پیش کسر,ٹیگور کو اس سب سے متاثر بلکہ ان کا ایک ` ` پروڈکٹ ` ` نما صوفی ، فلسفی ، مذہبی انسان تقریباً ایک پیغمبر جیسا پیش کرنے کی کوئی کسر نہیں چھوڑی گئی ہے ۔
مشکل ٹیگور ماقبل تحریر بیان علم غیرموجودگی,یہ معلوم کرنا مشکل ہے کہ ٹیگور کو اس سے ماقبل تحریر بیان کا علم تھا یا نہیں یا یہ ان کی غیرموجودگی سے متاثر تھا ۔
بعد ردعمل پتہ,بعد میں ان کا اس پر کیا ردعمل تھا اس کا بھی کچھ پتہ نہیں چلتا ۔
بعد ییٹس ٹیگور ۱۹۳۵ بار,بعد میں یہ ییٹس بھی ٹیگور کے مخالف ہو گئے اور ۱۹۳۵ میں ایک بار یوں ابل پڑے :
بھاڑ ٹیگور,` ` بھاڑ میں جائیں ٹیگور ` ` ۔
اسٹرج مور کتابیں شاعر انگریزی جذبات کوڑا شروع شہرت,ہم ( اسٹرج مور اور میں ) نے ( اس کی ) تین اچھی کتابیں نکالی اور پھر کیونکہ اس نے سوچا کہ عظیم شاعر ہونے سے زیادہ اہم ہے انگریزی جاننا ، تو اس نے جذبات بھرا کوڑا چھپوانا شروع کر دیا اور اپنی شہرت کو برباد کر لیا ۔
ٹیگور انگریزی ہندوستانی انگریزی,ٹیگور انگریزی نہیں جانتا کوئی بھی ہندوستانی انگریزی نہیں جانتا ۔
فلپ لارکن ۱۹۵۶ ٹیگور نام روینڈرم لفظ,فلپ لارکن نے تو ۱۹۵۶ میں ٹیگور کے نام کو بگاڑ کر ` روینڈرم ` کیا اور ایک نازیبا لفظ بھی کہا ۔
کپل_سبّل نریندر مودی شاعر,کپل_سبّل اور نریندر مودی کی طرح وہ بھی تو شاعر ہیں ۔
انتخاب بار زبانوں,یوں شروعاتی انتخاب ہو جائے تو اس بار ہندوستانی زبانوں سے چھ ہی تو اور پکڑنے رہ جائیں گے ۔
معاملہ بنگلہ قارئین ٹیگور,سنجیدہ معاملہ یہ ہے کہ بنگلہ قارئین کو چھوڑ کر ٹیگور کو اب میری ہی طرح تقریباً نہ کوئی پڑھتا ہے نہ پڑھنا چاہتا ہے ۔
ادب شہرت زندہء_جاوید,عالمی ادب میں ان کی شہرت تاریخی ہے زندہء_جاوید نہیں ۔
بےغیرتی پشیمانی آج ہندوستان ٹیگور نامدیوڈھسال شاعری چال چلن بحث جنم,میں بےغیرتی ، پشیمانی سے کہہ چکا ہوں کہ میرے لئے آج ہندوستان میں ٹیگور سے کہیں زیادہ موزوں نامدیوڈھسال ہے جس کی شاعری اور مشتبہ سیاسی چال چلن ایک تیکھی بحث جنم تو دیتے ہیں ۔
انگریزی صدی موقع بھنانے کتابیں شماروں,انگریزی میں اسی صدی موقع کو بھنانے کے لئے ان کی کچھ کتابیں ضرور چھپی ہیں لیکن بہت محدود شماروں میں ۔
فرانس ہندی عوضی ٹیگور لوگ ٹیٹی_نگر طلوع,فرانس میں تو کبھی کبھی سننے میں آتا ہے کہ جب سے ہندی سے ایک عوضی کھوج لیا گیا ہے ٹیگور کو لوگ بھول رہے ہیں بھلے ہی مثلاً ٹیٹی_نگر میں بھی اس کا طلوع نہ ہوا ہو ۔
حقیقت ٹیگور ہم عصر شاعر خلیل_جبران گنا جبران ٹیگور دنیا ادب شعبے آج سنجیدگی,بہرحال حقیقت یہ ہے کہ ٹیگور کا ہم عصر شاعر خلیل_جبران اب بھی ان سے ہزاروں گنا زیادہ خریدا پڑھا جا رہا ہے جبکہ جبران اور ٹیگور دونوں دنیا کے موافق ، حقیقی ادب کے شعبے میں آج کوئی بہت سنجیدگی سے نہیں لیتا ۔
اتفاق سال جبران سالگرہ تراجم کاپیوں فروخت تخلیق دی پروفٹ سالگرہ شیکسپئر بعد دنیا فروخت کتاب,ایک عجب اتفاق ہے کہ اسی سال جبران کی ۱۳۰ ویں سالگرہ ہے اور بیسیوں تراجم اور کروڑوں کاپیوں میں فروخت ہو چکی ان کی تخلیق ` دی پروفٹ ` کی ۹۰ سالگرہ بھی جو شیکسپئر کے بعد دنیا میں اب بھی سب سے زیادہ فروخت ہونے والی دوسری ادبی کتاب کہی جاتی ہے ۔
یقین ٹیگور,مجھے مکمل یقین ہے کہ ان میں سے کئی نے نہ ٹیگور کو پڑھا ہوگا نہ پڑھنا چاہتے ہونگے ۔
بات ہندستان نوبل لابینگ حصہ منتظم کنورنارائن سچّدانندن امیدوار,یہ بات الگ ہے کہ اگر ہندستان کے دوسرے ادبی نوبل کے لئے ایک عجیب لابینگ کا حصہ ہے تو شاید خود منتظم ، یا کنورنارائن یا سچّدانندن یا کسی خودساختہ دیگر امیدوار کو مل ہی جائے ۔
ہندی دیگر بیوقوف رجائیت_پسندوں منگلیش ڈبرال اشوک مشاعرے رول شریکانت جی لہجے,حالانکہ ہندی کے کچھ دیگر بیوقوف رجائیت_پسندوں کی طرح میں بھی سوچتا ہوں کہ اگر وہ ملے گا تو منگلیش ڈبرال کو جو اس پر بھی کم و بیش منحصر کرتا ہے کہ اشوک انھیں اپنے عالمی مشاعرے میں کیا رول دیتے ہیں یا شریکانت جی کے لہجے میں دیتا بھی ہے یا نہیں ۔
زمانہ مہمانوں ترجمہ جذبے,زمانہ کیا انھیں مہمانوں کا ترجمہ کرنے و پڑھنے یا جذبے میں گھسنے تک نہیں دیا جائے گا ؟
وشنوکھرے مضمون رویندر نوبل شتی جوکھم جون غیرمہذب غیرمتناسب بےصبر اوچھے_پن محرومی,وشنوکھرے کا مضمون ` رویندر نوبل شتی کو یوں منانے کے جوکھم ` ( ۱۶ جون ) غیرمہذب ، غیرمتناسب اور بےصبر تو ہے ہی اوچھے_پن اور محرومی سے بھی بھرا ہوا ہے ۔
محرومی مضمون مقصد اشوک واجپیئی مشاعرہ انعقاد پہلے پلیتا,یوں تو اس محرومی مضمون کا فوری مقصد اشوک واجپیئی کے ذریعہ مجوزہ عالمی مشاعرہ کے انعقاد میں پہلے سے ہی پلیتا لگانا ہے ۔
لوگوں حساب مقصد,لیکن لگے ہاتھ کچھ اور لوگوں سے حساب چکتا کرنا بھی اس کا مقصد ہے ۔
پہلے نوجوان شاعر ویومیش شکل,سب سے پہلے نوجوان شاعر ویومیش شکل سے ۔
منگلیش ڈبرال,پھر سینئر منگلیش ڈبرال سے ۔
ماں منّا دکھ,نہیں ، سوتیلی ماں لا کر ہم منّا کو اور دکھ میں نہیں ڈال سکتے ۔
ماں لوگ منّے دکھ,ارے سوتیلی ماں کیا ہمیشہ خراب ہوتی ہے ، اور پھر ہم لوگ جو ہیں منّے کو دیکھنے کے لئے ، اس کو دکھ کیسے ملیگا ۔
حالات خیال,حالات کو دیکھتے ہوئے ایک خیال آ رہا ہے ، کہئے تو کہوں ۔
بیٹا اومکار گُنجا شادی مسئلہ حل,بیٹا اومکار ! تم اگر گُنجا سے شادی کر لو تو سارا مسئلہ حل ہو جائیگا ۔
بیاہ منّا گُنجا,اس کا بھی تو بیاہ ہمیں کرنا ہی ہے ، اور تم جانتے ہو کہ منّا گُنجا سے ہلا ملا بھی ہے ۔
گنجا گھر منا گنجا ماں,گنجا نے یہ گھر دیکھا سمجھا ہے ، تم سب بھی اسے جانتے ہو ، منا کبھی بھی نہیں سمجھ پائے گا کہ گنجا اس کی ماں ہے یا نہیں ۔
چندن,کاہے چندن ! تم کا کہتے ہو ؟
بھیّا خوشی کاکا,جس میں بھیّا کی خوشی ہو کاکا ، ہمیں منظور ہے ۔
چاچا بیاہ چندن طے,چاچا ! اس نے تو سمجھا تھا کہ آپ اس کا بیاہ چندن سے طے کر کے آئے ہیں ۔
چندن چندن,یہ تو چندن کو چاہتی ہے اور چندن بھی اسی کو چاہتا ہے ۔
چندن گنجا بیاہ دن بات طے دن,لیکن چندن اگر گنجا سے بیاہ کرنا چاہتا تھا تو جس دن یہ بات طے ہوئی ، اس دن وہ بھی وہاں تھا ، اس نے کچھ کیوں نہیں کہا ؟
بار بات گنجا زندگی,بس ایک بار ہماری بات سنو گنجا ، پھر چاہے زندگی بھر ہم سے ناراض رہ لینا ۔
حق,تم سے ناراض رہنے کا اب کا حق ہے ہمارا ؟
حق,تھوڑا بہت حق جو ہم نے اپنا سمجھ لیا تھا ، وہ تو تم نے چھین ہی لیا نا ۔
بات سمجھ بات بدلہ,بس ایک بات نہیں سمجھ آتی کہ تم نے کس بات کا بدلہ لیا ہم سے ؟
بھروسہ چندن,تمھارا بڑا بھروسہ تھا چندن !
محبت طاقت,ہم سمجھتے تھے اگر ہماری محبت میں طاقت ہوگی تو ہم تمھیں ضرور پا لینگے ۔
زندگی موہ-مایا گُنجا فرض,زندگی میں موہ-مایا ہی سب کچھ تو نہیں ہوتا ہے گُنجا ، ایک فرض بھی ہوتا ہے ۔
بعد گنجا آنکھ پہلے بھیّا باپ ماں چہرے یاد,تم تو بہت بعد آئیں گنجا ، آنکھ کھلی تو پہلے بھیّا کو جانا تھا ، باپ و ماں کے تو چہرے تک یاد نہیں ہم کو ۔
خوشی نِچھاور,ان کی خوشی کی خاطر ہی ہم اپنا سب کچھ نِچھاور کرنے کے لئے تیار ہو گئے ۔
گنجا بات بھیّا خوشی بات گھر بات بھابھی جتن سنوارا سجایا بات منّا,گنجا ! بات صرف ہماری نہیں رہ گئی تھی ، بھیّا کی خوشی کی بات تھی ، اس گھر کی بات تھی جسے بھابھی نے اتنے جتن سے سنوارا و سجایا ، بات ہمارے منّا کی تھی ۔
گھر,اسلئے ہم نے سوچا کہ اس گھر کو دیکھنے و سنبھالنے کے لئے ایک تم ہی ہو اور کوئی نہیں ، اور ہم چپ رہ گئے ۔
