dropped,sentences
رسالے مضامین تبصروں تصاویر ہندی رسالوں مقام بنا لیا,اس رسالے نے اپنے علمی مضامین ، بھرپور تبصروں ، عمدہ تصاویر کے سبب اپنے لئے جلد ہی ہندی رسالوں میں خصوصی مقام بنا لیا ۔
ہزاری_پرساد دیویدی ادارت شانتی نکیتن ۱۹۴۲ سہہ_ماہی وشوبھارتی اشاعت ہندی ہفتہ_وار اشاعت میل پتھر تھی,ہزاری_پرساد دیویدی کی ادارت میں شانتی نکیتن سے ۱۹۴۲ میں سہہ_ماہی ` وشوبھارتی ` کی اشاعت بھی ہندی ہفتہ_وار کی اشاعت میں میل کا پتھر تھی ۔
وشوبھارتی دانشوروں مضامین ہوئے,` وشوبھارتی ` میں متعدد دانشوروں کے تحقیقی اور مفکرانہ مضامین شائع ہوئے ۔
مہاتماگاندھی وشوبھارت اشاعت کوشش کہا تھا,مہاتماگاندھی نے ` وشوبھارت ` کی اشاعت کو حوصلہ_مند کوشش کہا تھا ۔
ہفتہ_وار دھرم یُگ ہندستان اشاعت ہندی صحافت کمی کیا تھا,ہفتہ_وار `` دھرم یُگ `` اور `` ہندستان `` کی اشاعت نے ہندی صحافت کی بڑی کمی کو پورا کیا تھا ۔
دھرم یگ مدیر جوشی برادران ڈاکٹر ہیمچند جوشی الاچند جوشی تھے,` دھرم یگ ` کے پہلے مدیر جوشی برادران ڈاکٹر ہیمچند جوشی اور الاچند جوشی تھے ۔
مہارت شروعات کی,انھوں نے بڑی مہارت سے اس کی شروعات کی ۔
بعد دھرم ویر بھارتی ادارت چاند لگائے,بعد میں دھرم ویر بھارتی نے اپنی ادارت سے اس میں چار چاند لگائے ۔
دھرم یگ ساگریکا پراگ سنڈے میل کنھیّا لال نندن ادیب مدیر سروکاروں تحفظ کرنے تعاون دیا,` دھرم یگ ` ، ` ساگریکا ` ، ` پراگ ` اور پھر `` سنڈے میل `` میں کنھیّا لال نندن جیسے ادیب اور مدیر نے سماجی ، ثقافتی سروکاروں کا تحفظ کرنے میں اہم تعاون دیا ۔
منوہرشیام جوشی ادارت ساپتاہک ہندوستان ریکارڈ بنایا,منوہرشیام جوشی کی ادارت میں ` ساپتاہک ہندوستان ` نے بڑا ریکارڈ بنایا ۔
عظیم بعد ملک صنعتوں قیام کارپوریشن کمپنیاں تشکیل دی گئیں حصص_کنندگان تعداد تھی,جنگ عظیم کے بعد ملک میں صنعتوں کے قیام کے لئے کارپوریشن میں کچھ کمپنیاں تشکیل دی گئیں لیکن ان کے حصص_کنندگان کی تعداد ہزاروں میں تھی ۔
صحافت فروغ پا سکتی ہے شعبے تیزی سرمایہ لگا ہو کمپنیاں فائدہ دیں حصص قدر تیزی بڑھے,معاشی صحافت تبھی فروغ پا سکتی ہے جب معاشی شعبے میں تیزی سے سرمایہ لگا ہو ، کمپنیاں اچھا فائدہ دیں اور ان کے حصص کی قدر تیزی سے بڑھے ۔
کمپنیوں کام شروع کیا,متعدد نئی کمپنیوں نے کام شروع کیا ۔
لوگ رسالہ ضرورت کرنے لگے,لوگ ایک معاشی رسالہ کی ضرورت محسوس کرنے لگے ۔
مانگ کرنے رسالوں اکنامِک ٹائمز فائننشیئل ایکسپریس اشاعت شروع ہوئی,اس مانگ کو پورا کرنے کے لیے معاشی رسالوں ، `` اکنامِک ٹائمز `` اور `` فائننشیئل ایکسپریس `` کی اشاعت شروع ہوئی ۔
اشاعت بیچ ہفتہ فرق تھا,ان کی اشاعت کے بیچ فقط دو ہفتہ کا فرق تھا ۔
اخبارات ممبئی ہوئے ملک راجدھانی کہا جاتا تھا,یہ دونوں اخبارات ممبئی سے شائع ہوئے جسے ملک کی معاشی راجدھانی کہا جاتا تھا ۔
عوام رسالوں استقبال کیا,عوام نے ان دونوں رسالوں کا استقبال کیا ۔
برس بعد رسالوں دلی شمارے نکالنے شروع کئے,کچھ برس بعد دونوں رسالوں نے دلی سے بھی اپنے شمارے نکالنے شروع کئے ۔
۱۹۷۵ بزنس اسٹینڈرڈ کلکتہ اشاعت شروع کیا,۱۹۷۵ میں ` بزنس اسٹینڈرڈ ` نے کلکتہ سے اشاعت شروع کیا ۔
وقت اکنامک ٹائمز کلکتہ شمارہ شروع کیا,اسی وقت ` اکنامک ٹائمز ` نے کلکتہ شمارہ شروع کیا ۔
دیکھا دیکھی فائننشیل ایکسپریس پہلے چِنّئی کلکتہ NULL اکنامک ٹائمز احمدآباد شمارے نکالے,اس کی دیکھا دیکھی ` فائننشیل ایکسپریس ` نے پہلے چِنّئی اور پھر کلکتہ سے اور ` اکنامک ٹائمز ` نے احمدآباد سے اپنے شمارے نکالے ۔
ہندستان ہونے میگزین ایشیاٹک ریسرچ تھی,ہندستان میں شائع ہونے والی پہلی سائنسی میگزین ` ایشیاٹک ریسرچ ` تھی ۔
اشاعت ۱۷۸۸ رائل ایشیاٹک سوسائٹی کیا تھا,اس کی اشاعت ۱۷۸۸ میں رائل ایشیاٹک سوسائٹی نے کیا تھا ۔
زبانوں میگزین بنگلہ ۱۸۲۱ پرشناولی تھی,ہندوستانی زبانوں میں شائع پہلی سائنسی میگزین ` بنگلہ ` میں ۱۸۲۱ میں شائع ` پرشناولی ` تھی ۔
ہندی رسالے آغاز کرنے سہرا آیوروید مہاسمّیلن پتریکا ہے,ہندی میں سائنسی رسالے کا آغاز کرنے کا سہرا ` آیوروید مہاسمّیلن پتریکا ` کو ہے ۔
اشاعت ۱۹۱۳ شروع ہوئی,اس کی اشاعت ۱۹۱۳ میں شروع ہوئی ۔
رسالہ ہو رہا ہے,یہ رسالہ اب بھی شائع ہو رہا ہے ۔
رسالہ آیوروید مضامین ہوتے تھے,اس رسالہ میں آیوروید سے متعلق مضامین شائع ہوتے تھے ۔
آیوروید مہاسمّیلن پتریکا اشاعت برس بعد ۱۹۱۵ الہ_آباد سائنس کونسل سائنس پتریکا اشاعت شروع کی,` آیوروید مہاسمّیلن پتریکا ` کی اشاعت کے دو برس بعد ۱۹۱۵ میں الہ_آباد کی سائنس کونسل نے ` سائنس پتریکا ` کی اشاعت شروع کی ۔
پرچہ اشاعت شروع الہ_آباد یونیورسٹی سائنس شعبہ ممبر چوٹی سائنسداں تعاون دیتے رہے ہیں,اس پرچہ کی اشاعت میں شروع سے اب تک الہ_آباد یونیورسٹی کے سائنس شعبہ کے ممبر اور چوٹی کے سائنسداں تعاون دیتے رہے ہیں ۔
عوام زبان اسلوب لکھے رسائل ہو سکتے ہیں,عوام کے لئے آسان اور صریحی زبان و اسلوب میں لکھے رسائل ہی مفید ہو سکتے ہیں ۔
ہندی قسم رسائل نکلتے ہیں,ہندی میں اس قسم کے متعدد ہفتہ_وار ، پندرہ_روزہ اور ماہانہ رسائل نکلتے ہیں ۔
ادب نوبل انعام زبان قلمکار تعاون دیا جاتا ہے سند تخلیقات ذکر ہو,ادب کا نوبل انعام کسی خاص زبان کے خصوصی قلمکار کو اس کے مجموعی تخلیقی تعاون کے لئے دیا جاتا ہے توصیفی سند میں بھلے ہی اس کی کچھ خاص تخلیقات کا ذکر ہو ۔
سویڈن اکیڈمی نوبل کمیٹی رویندر ناتھ ٹیگور دئے گئے بیان گیتانجلی اہمیت دی گئی ہے دی گارڈنر لرکس آف لو اینڈ لائف گلمپز آف بنگال لائف دی کرسنٹ موون سادھنا دی ریلائزیشن آف لائف ذکر ہیں,سویڈن اکیڈمی نوبل کمیٹی کے ذریعہ رویندر ناتھ ٹیگور پر دئے گئے بیان میں بلاشبہہ ` گیتانجلی ` کو مرکزی اہمیت دی گئی ہے لیکن ` دی گارڈنر ` لرکس آف لو اینڈ لائف ` گلمپز آف بنگال لائف ` ، ` دی کرسنٹ موون ` اور سادھنا ` دی ریلائزیشن آف لائف ` کے ذکر بھی ہیں ۔
برس ۱۹۱۳ انعام حقائق تلاش تھا ایستونیا راجدھانی تالن لائبریری برسوں خوش_قسمت قاری ممبر ہوں,پچھلے برس سے ہی میں ۱۹۱۳ کے اس انعام کے کچھ حقائق کی تلاش میں تھا اور ایستونیا کی راجدھانی تالن میں واقع قومی لائبریری میں جس کا کچھ برسوں سے میں خوش_قسمت قاری ممبر ہوں -
اکادمی بروشیئر ملے انعام کمیٹی ممبران فیصلے فاتحین سوانح تقاریر کئے جاتے ہیں,مجھے سویڈی اکادمی کے وہ نایاب سالانہ ` بروشیئر ` ملے جن میں انعام کمیٹی کے ممبران ، ان کے فیصلے ، فاتحین کی سوانح اور تقاریر شائع کئے جاتے ہیں ۔
برسوں کتابیں ہندوستان ہیں,پچھلے ۱۱۲ برسوں کی یہ اصل یادگاری کتابیں ہندوستان میں شاید کہیں دستیاب نہیں ہیں ۔
برس انعامات دیے گئے ہیں سطری خلاصہ چھاپا جاتا ہے,ان میں متعلقہ برس کے انعامات کسے کیوں دیے گئے ہیں اس کا ایک سطری اور کبھی اس سے بھی کم ، خلاصہ بھی چھاپا جاتا ہے ۔
ٹیگور فرانسیسی ہندی ترجمے کہا گیا ہے تاثر جمالیات نئےپن تعارف صلاحیت انگریزی رنگ روپ ادب کروا سکی,ٹیگور کے متعلق اصل فرانسیسی کے اس کچے ہندی ترجمے میں کہا گیا ہے ، اس گہری اور بلیغ تاثر ، اس جمالیات اور نئےپن کے لئے ، جس کا تعارف ان کی صلاحیت ، انگریزی رنگ و روپ میں مغربی ادب سے کروا سکی ۔
غورطلب ہے اکادمی کہہ رہی ہے ٹیگور انگریزی فارم ترجمہ مغرب صلاحیت کروایا,غورطلب ہے کہ سویڈی اکادمی کہہ رہی ہے کہ ٹیگور نے انگریزی ` فارم ` میں ترجمہ میں نہیں ، مغرب کو اپنی صلاحیت سے متعارف کروایا ۔
ٹیگور گیتانجلی شہرت مقبولیت بنیاد نوبل دیا گیا انگریزی تخلیق مانتے دکھائی دیتے تھے,ٹیگور بھی اپنی اس ` گیتانجلی ` کو جس کی شہرت اور مقبولیت کی بنیاد پر انھیں نوبل دیا گیا اپنی اصل انگریزی تخلیق ہی مانتے دکھائی دیتے تھے ۔
گیتانجلی بنگلہ گیتانجلیہڑ فرق ہے,اس ` گیتانجلی ` اور مبینہ اصل بنگلہ ` گیتانجلیہڑ ` میں بہت اور اہم فرق ہے ۔
شاعر زندگی دونوں ترمیم ہوتے رہے ہیں,شاعر کی زندگی میں ہی شاید دونوں میں ترمیم بھی ہوتے رہے ہیں ۔
سچ ہے ٹیگور انعام لینے سویڈن گئے,ایک عجیب سچ ہے کہ ٹیگور خود انعام لینے سویڈن نہیں گئے ۔
انعام عشائیے تقریر کرنی ہوتی ہے جگہ اکادمی انگریزی بھیجا سویڈن سفارت_خانے کارگزار سفیر کلائیو مہمانوں پڑھ کر سنایا,انعام عشائیے پر جو بہت چھوٹی تقریر کرنی ہوتی ہے اس کی جگہ انھوں نے اکادمی کو یک_سطری تار انگریزی میں بھیجا ، جسے سویڈن میں برطانوی سفارت_خانے کے موجودہ کارگزار سفیر کلائیو نے موجود مہمانوں کو پڑھ کر سنایا ۔
کلائیو ٹیگور غیرموجودگی انعام حاصل کیا,کلائیو نے ہی ٹیگور کی غیرموجودگی میں ان کا انعام بھی حاصل کیا ۔
واقعہ ہے ٹیگور نوبل_انعام حصول تقریر بھیجی اکادمی جیوری افسر موقع پڑھ سکے,اس سے بھی عجیب واقعہ یہ ہے کہ ٹیگور نے اپنی کوئی نوبل_انعام کی حصول تقریر بھی نہیں بھیجی کہ اکادمی کا کوئی جیوری یا افسر اس تاریخی موقع پر پڑھ سکے ۔
حال برسوں ناول_نگار شاعرہ ڈرامہ_نگار ایلفریڈے یلینیک بھیڑ درمیان رہنے سامنے بولنے وحشت ہے تقریر ویڈیو کر کے بھجوایا تھا دکھایا سنایا گیا,حال کے برسوں میں ہماری متعارف آسٹریائی ناول_نگار ، شاعرہ و ڈرامہ_نگار ایلفریڈے یلینیک جنھیں بھیڑ کے درمیان رہنے اور اس کے سامنے بولنے سے وحشت ہے ، اپنی نوبل تقریر ویڈیو کر کے بھجوایا تھا اور وہی دکھایا ، سنایا گیا ۔
کمال ہے اکادمی اشتہار وجہ بتاتا ٹیگور امر لمحے جینے تقریر کرنے اسٹاک_ہوم پہنچے,کمال یہ ہے کہ سویڈی اکادمی کا یہ اشتہار کہیں کوئی سرکاری وجہ نہیں بتاتا کہ ٹیگور ایسے امر لمحے کو جینے اپنی ایک غیرمعمولی تقریر کرنے اسٹاک_ہوم کیوں نہیں پہنچے ۔
سویڈی اکادمی نوبل کمیٹی صدر ایمریٹس پروفیسر ڈاکٹر ہارالڈ ہیئر ٹیگور تقریر کی,اس کے عوض میں سویڈی اکادمی نوبل کمیٹی کے صدر ، ایمریٹس پروفیسر ڈاکٹر ہارالڈ ہیئر نے ٹیگور پر اپنی ایک نسبتاً لمبی تقریر کی ۔
افسوس ہے ایڈورڈ_سعید تقریر دیکھی اورئینٹلزم کتاب ہے ذکر کرتے,بہت افسوس ہے کہ ایڈورڈ_سعید نے یہ تقریر نہیں دیکھی ورنہ اپنی ` اورئینٹلزم ` میں جو یوں تو کوئی بہت قابل_اطمینان کتاب نہیں ہے کم سے کم اس کا ذکر شاید وہ کرتے ۔
تقریر نیم کچرےپن شبہات جذبہء_ہمدردی پُر ہے کتاب لکھی جا سکتی ہے,یہ صدارتی تقریر اتنی نیم کچرےپن ، شبہات اور جذبہء_ہمدردی سے پُر ہے کہ خود اس پر کتاب لکھی جا سکتی ہے ۔
پتہ NULL ترجمہ بنگلہ ادب ہے NULL قلمکاروں ردعمل رہا صدی برس ہندی لایا جانا چاہیئے,پتہ نہیں اس کا ترجمہ بنگلہ ادب میں ہے یا نہیں اور اس پر اپنے شونار قلمکاروں کا کیا ردعمل رہا لیکن اس صدی برس میں ہندی میں تو اسے لایا ہی جانا چاہیئے ۔
ٹیگور پہلے اینگلو انڈین پوئیٹ اعلان کر دیا گیا ہے گیتانجلی بےخوفی کلیکشن آف ریلیجیس پوئمس مان لیا گیا ہے ادب ملکیت بنا دیا گیا ہے,اول تو اس میں ٹیگور کو پہلے ہی اینگلو و انڈین پوئیٹ اعلان کر دیا گیا ہے ، گیتانجلی کو بےخوفی سے ` ایک کلیکشن آف ریلیجیس پوئمس ` تو مان ہی لیا گیا ہے اسے انگریزی ادب کی ملکیت بنا دیا گیا ہے ۔
ٹیگور کہا گیا ہے فن لائقِ_ستائش ماسٹر ہیں ملکہ ایلیزابیتھ زمانے تہذیب تشہیر ہمراہی رہے ہیں,ٹیگور کے متعلق کہا گیا ہے کہ وہ ` اس شعری فن کے نئے اور لائقِ_ستائش ماسٹر ہیں جو ملکہ ایلیزابیتھ کے زمانے سے برطانوی تہذیب کی تشہیر کے معتمد ہمراہی رہے ہیں ۔ ` `
تقریر ہندوستان نشاۃالثانیہ سہرا ہندی زبانوں طلوع فروغ ہے مشنریوں تعاون انکار کیا جا سکتا دے دیا گیا ہے,تقریر میں ہندوستان کے نشاۃالثانیہ کا پورا سہرا جس میں جدید ہندی زبانوں کا طلوع اور فروغ بھی شامل ہے عیسائی مشنریوں کو جن کے جزوی تعاون سے انکار تو نہیں کیا جا سکتا ، دے دیا گیا ہے ۔
بھکتی تحریک مذاہب غیرمتاثر کہا گیا ہے,بھکتی تحریک کو بھی مغربی مذاہب سے غیرمتاثر نہیں کہا گیا ہے ۔
دعویٰ برہمو سماج کیا گیا ہے,اس سے بڑا دعویٰ ` برہمو سماج ` کے لئے کیا گیا ہے ۔
ٹیگور پروڈکٹ نما صوفی فلسفی انسان پیغمبر پیش کرنے کسر چھوڑی گئی ہے,ٹیگور کو اس سب سے متاثر بلکہ ان کا ایک ` ` پروڈکٹ ` ` نما صوفی ، فلسفی ، مذہبی انسان تقریباً ایک پیغمبر جیسا پیش کرنے کی کوئی کسر نہیں چھوڑی گئی ہے ۔
کرنا مشکل ہے ٹیگور ماقبل تحریر بیان علم تھا غیرموجودگی تھا,یہ معلوم کرنا مشکل ہے کہ ٹیگور کو اس سے ماقبل تحریر بیان کا علم تھا یا نہیں یا یہ ان کی غیرموجودگی سے متاثر تھا ۔
بعد ردعمل تھا پتہ چلتا,بعد میں ان کا اس پر کیا ردعمل تھا اس کا بھی کچھ پتہ نہیں چلتا ۔
بعد ییٹس ٹیگور ہو گئے ۱۹۳۵ بار ابل پڑے,بعد میں یہ ییٹس بھی ٹیگور کے مخالف ہو گئے اور ۱۹۳۵ میں ایک بار یوں ابل پڑے :
بھاڑ جائیں ٹیگور,` ` بھاڑ میں جائیں ٹیگور ` ` ۔
اسٹرج مور کتابیں نکالی سوچا شاعر ہونے ہے انگریزی جاننا جذبات بھرا کوڑا چھپوانا شروع کر دیا شہرت کر لیا,ہم ( اسٹرج مور اور میں ) نے ( اس کی ) تین اچھی کتابیں نکالی اور پھر کیونکہ اس نے سوچا کہ عظیم شاعر ہونے سے زیادہ اہم ہے انگریزی جاننا ، تو اس نے جذبات بھرا کوڑا چھپوانا شروع کر دیا اور اپنی شہرت کو برباد کر لیا ۔
ٹیگور انگریزی جانتا ہندوستانی انگریزی جانتا,ٹیگور انگریزی نہیں جانتا کوئی بھی ہندوستانی انگریزی نہیں جانتا ۔
فلپ لارکن ۱۹۵۶ ٹیگور نام بگاڑ کر روینڈرم کیا لفظ کہا,فلپ لارکن نے تو ۱۹۵۶ میں ٹیگور کے نام کو بگاڑ کر ` روینڈرم ` کیا اور ایک نازیبا لفظ بھی کہا ۔
کپل_سبّل نریندر مودی شاعر ہیں,کپل_سبّل اور نریندر مودی کی طرح وہ بھی تو شاعر ہیں ۔
انتخاب ہو جائے بار زبانوں پکڑنے رہ جائیں گے,یوں شروعاتی انتخاب ہو جائے تو اس بار ہندوستانی زبانوں سے چھ ہی تو اور پکڑنے رہ جائیں گے ۔
معاملہ ہے بنگلہ قارئین چھوڑ کر ٹیگور پڑھتا ہے پڑھنا چاہتا ہے,سنجیدہ معاملہ یہ ہے کہ بنگلہ قارئین کو چھوڑ کر ٹیگور کو اب میری ہی طرح تقریباً نہ کوئی پڑھتا ہے نہ پڑھنا چاہتا ہے ۔
ادب شہرت ہے زندہء_جاوید NULL,عالمی ادب میں ان کی شہرت تاریخی ہے زندہء_جاوید نہیں ۔
بےغیرتی پشیمانی کہہ چکا ہوں آج ہندوستان ٹیگور نامدیوڈھسال ہے شاعری چال چلن بحث جنم دیتے ہیں,میں بےغیرتی ، پشیمانی سے کہہ چکا ہوں کہ میرے لئے آج ہندوستان میں ٹیگور سے کہیں زیادہ موزوں نامدیوڈھسال ہے جس کی شاعری اور مشتبہ سیاسی چال چلن ایک تیکھی بحث جنم تو دیتے ہیں ۔
انگریزی صدی موقع بھنانے کتابیں چھپی ہیں شماروں NULL,انگریزی میں اسی صدی موقع کو بھنانے کے لئے ان کی کچھ کتابیں ضرور چھپی ہیں لیکن بہت محدود شماروں میں ۔
فرانس سننے آتا ہے ہندی عوضی کھوج لیا گیا ہے ٹیگور لوگ بھول رہے ہیں ٹیٹی_نگر طلوع ہوا ہو,فرانس میں تو کبھی کبھی سننے میں آتا ہے کہ جب سے ہندی سے ایک عوضی کھوج لیا گیا ہے ٹیگور کو لوگ بھول رہے ہیں بھلے ہی مثلاً ٹیٹی_نگر میں بھی اس کا طلوع نہ ہوا ہو ۔
حقیقت ہے ٹیگور ہم عصر شاعر خلیل_جبران گنا خریدا پڑھا جا رہا ہے جبران ٹیگور دنیا ادب شعبے آج سنجیدگی لیتا,بہرحال حقیقت یہ ہے کہ ٹیگور کا ہم عصر شاعر خلیل_جبران اب بھی ان سے ہزاروں گنا زیادہ خریدا پڑھا جا رہا ہے جبکہ جبران اور ٹیگور دونوں دنیا کے موافق ، حقیقی ادب کے شعبے میں آج کوئی بہت سنجیدگی سے نہیں لیتا ۔
اتفاق ہے سال جبران سالگرہ ہے تراجم کاپیوں فروخت ہو چکی تخلیق دی پروفٹ سالگرہ شیکسپئر بعد دنیا فروخت ہونے کتاب کہی جاتی ہے,ایک عجب اتفاق ہے کہ اسی سال جبران کی ۱۳۰ ویں سالگرہ ہے اور بیسیوں تراجم اور کروڑوں کاپیوں میں فروخت ہو چکی ان کی تخلیق ` دی پروفٹ ` کی ۹۰ سالگرہ بھی جو شیکسپئر کے بعد دنیا میں اب بھی سب سے زیادہ فروخت ہونے والی دوسری ادبی کتاب کہی جاتی ہے ۔
یقین ہے ٹیگور پڑھا ہوگا پڑھنا چاہتے ہونگے,مجھے مکمل یقین ہے کہ ان میں سے کئی نے نہ ٹیگور کو پڑھا ہوگا نہ پڑھنا چاہتے ہونگے ۔
بات ہے ہندستان نوبل لابینگ حصہ ہے منتظم کنورنارائن سچّدانندن امیدوار مل جائے,یہ بات الگ ہے کہ اگر ہندستان کے دوسرے ادبی نوبل کے لئے ایک عجیب لابینگ کا حصہ ہے تو شاید خود منتظم ، یا کنورنارائن یا سچّدانندن یا کسی خودساختہ دیگر امیدوار کو مل ہی جائے ۔
ہندی دیگر بیوقوف رجائیت_پسندوں سوچتا ہوں ملے گا منگلیش ڈبرال کرتا ہے اشوک مشاعرے رول دیتے ہیں شریکانت جی لہجے دیتا ہے,حالانکہ ہندی کے کچھ دیگر بیوقوف رجائیت_پسندوں کی طرح میں بھی سوچتا ہوں کہ اگر وہ ملے گا تو منگلیش ڈبرال کو جو اس پر بھی کم و بیش منحصر کرتا ہے کہ اشوک انھیں اپنے عالمی مشاعرے میں کیا رول دیتے ہیں یا شریکانت جی کے لہجے میں دیتا بھی ہے یا نہیں ۔
زمانہ مہمانوں ترجمہ کرنے پڑھنے جذبے گھسنے دیا جائے گا,زمانہ کیا انھیں مہمانوں کا ترجمہ کرنے و پڑھنے یا جذبے میں گھسنے تک نہیں دیا جائے گا ؟
وشنوکھرے مضمون رویندر نوبل شتی منانے جوکھم جون غیرمہذب غیرمتناسب بےصبر ہے اوچھے_پن محرومی بھرا ہوا ہے,وشنوکھرے کا مضمون ` رویندر نوبل شتی کو یوں منانے کے جوکھم ` ( ۱۶ جون ) غیرمہذب ، غیرمتناسب اور بےصبر تو ہے ہی اوچھے_پن اور محرومی سے بھی بھرا ہوا ہے ۔
محرومی مضمون مقصد اشوک واجپیئی مشاعرہ انعقاد پہلے پلیتا لگانا ہے,یوں تو اس محرومی مضمون کا فوری مقصد اشوک واجپیئی کے ذریعہ مجوزہ عالمی مشاعرہ کے انعقاد میں پہلے سے ہی پلیتا لگانا ہے ۔
لوگوں حساب چکتا کرنا مقصد ہے,لیکن لگے ہاتھ کچھ اور لوگوں سے حساب چکتا کرنا بھی اس کا مقصد ہے ۔
پہلے نوجوان شاعر ویومیش شکل NULL,سب سے پہلے نوجوان شاعر ویومیش شکل سے ۔
منگلیش ڈبرال NULL,پھر سینئر منگلیش ڈبرال سے ۔
ماں لا کر منّا دکھ ڈال سکتے,نہیں ، سوتیلی ماں لا کر ہم منّا کو اور دکھ میں نہیں ڈال سکتے ۔
ماں ہوتی ہے لوگ ہیں منّے دیکھنے دکھ ملیگا,ارے سوتیلی ماں کیا ہمیشہ خراب ہوتی ہے ، اور پھر ہم لوگ جو ہیں منّے کو دیکھنے کے لئے ، اس کو دکھ کیسے ملیگا ۔
حالات دیکھتے ہوئے خیال آ رہا ہے کہئے کہوں,حالات کو دیکھتے ہوئے ایک خیال آ رہا ہے ، کہئے تو کہوں ۔
بیٹا اومکار گُنجا شادی کر لو مسئلہ حل ہو جائیگا,بیٹا اومکار ! تم اگر گُنجا سے شادی کر لو تو سارا مسئلہ حل ہو جائیگا ۔
