dropped,sentences
"کے مطابق ` ` کا ہرایک اپنے آپ میں لئے ہوئے ہوتا تھا , NULL اس کا ہرایک کی کا کرتا تھا ۔","بابوراو وشنو پراڑکر کے مطابق ` سروستی ` کا ہرایک شمارہ اپنے آپ میں تکمیلیت لئے ہوئے ہوتا تھا , اس کا ہرایک شمارہ مدیر کی شخصیت کا اعلان کرتا تھا ۔"
کی کے تیسرے سے و سے بھرپور ` ` کی ہوئی ۔,۲۰ کی دہائی کے تیسرے سال کلکتہ سے طنز و مزاح سے بھرپور ` متوالا ` کی اشاعت ہوئی ۔
اس میں تبھی موجودہ کی ان کی کا اور چھپتی تھی ۔,اس میں تبھی موجودہ ہندی مصنفین کی تخلیقات ان کی زندگی کا تعارف اور تنقید چھپتی تھی ۔
کے عظیم ` ` کی سے شدید سے جڑے تھے ۔,ہندی کے عظیم شاعر سُرجکانت ترپاٹھی نرالا ` متوالا ` کی اشاعت سے شدید طور سے جڑے تھے ۔
جی کی پاکر میں ماڈرن نے ` ` کی کی ۔,رامانند جی چٹرجی کی ترغیب پاکر ۱۹۸۲ میں ماڈرن ریویو پرواسی پرکاشن سموہ نے ` وشال بھارت ` کی اشاعت شروع کی ۔
اس کے تھے ۔,بنارسیداس چترویدی اس کے مدیر تھے ۔
اس نے اپنے علمی ، بھرپور ، NULL عمدہ کے سبب اپنے لئے جلد ہی میں خصوصی بنا لیا ۔,اس رسالے نے اپنے علمی مضامین ، بھرپور تبصروں ، عمدہ تصاویر کے سبب اپنے لئے جلد ہی ہندی رسالوں میں خصوصی مقام بنا لیا ۔
کی میں سے میں ` ` کی بھی کی میں کا تھی ۔,ہزاری_پرساد دیویدی کی ادارت میں شانتی نکیتن سے ۱۹۴۲ میں سہہ_ماہی ` وشوبھارتی ` کی اشاعت بھی ہندی ہفتہ_وار کی اشاعت میں میل کا پتھر تھی ۔
` ` میں متعدد کے تحقیقی اور مفکرانہ شائع ہوئے ۔,` وشوبھارتی ` میں متعدد دانشوروں کے تحقیقی اور مفکرانہ مضامین شائع ہوئے ۔
نے ` ` کی کو حوصلہ_مند کہا تھا ۔,مہاتماگاندھی نے ` وشوبھارت ` کی اشاعت کو حوصلہ_مند کوشش کہا تھا ۔
`` `` اور `` `` کی نے کی بڑی کو پورا کیا تھا ۔,ہفتہ_وار `` دھرم یُگ `` اور `` ہندستان `` کی اشاعت نے ہندی صحافت کی بڑی کمی کو پورا کیا تھا ۔
` ` کے پہلے اور تھے ۔,` دھرم یگ ` کے پہلے مدیر جوشی برادران ڈاکٹر ہیمچند جوشی اور الاچند جوشی تھے ۔
انھوں نے بڑی سے اس کی کی ۔,انھوں نے بڑی مہارت سے اس کی شروعات کی ۔
میں نے اپنی سے اس میں چار لگائے ۔,بعد میں دھرم ویر بھارتی نے اپنی ادارت سے اس میں چار چاند لگائے ۔
` ` ، ` ` ، ` ` اور پھر `` `` میں جیسے اور نے سماجی ، NULL ثقافتی کا کرنے میں اہم دیا ۔,` دھرم یگ ` ، ` ساگریکا ` ، ` پراگ ` اور پھر `` سنڈے میل `` میں کنھیّا لال نندن جیسے ادیب اور مدیر نے سماجی ، ثقافتی سروکاروں کا تحفظ کرنے میں اہم تعاون دیا ۔
کی میں ` ` نے بڑا بنایا ۔,منوہرشیام جوشی کی ادارت میں ` ساپتاہک ہندوستان ` نے بڑا ریکارڈ بنایا ۔
جنگ کے میں کے کے لئے میں کچھ دی گئیں لیکن ان کے کی ہزاروں میں تھی ۔,جنگ عظیم کے بعد ملک میں صنعتوں کے قیام کے لئے کارپوریشن میں کچھ کمپنیاں تشکیل دی گئیں لیکن ان کے حصص_کنندگان کی تعداد ہزاروں میں تھی ۔
معاشی تبھی پا سکتی ہے جب معاشی میں سے لگا ہو ، اچھا دیں اور ان کے کی سے بڑھے ۔,معاشی صحافت تبھی فروغ پا سکتی ہے جب معاشی شعبے میں تیزی سے سرمایہ لگا ہو ، کمپنیاں اچھا فائدہ دیں اور ان کے حصص کی قدر تیزی سے بڑھے ۔
متعدد نئی نے کیا ۔,متعدد نئی کمپنیوں نے کام شروع کیا ۔
ایک معاشی کی محسوس کرنے لگے ۔,لوگ ایک معاشی رسالہ کی ضرورت محسوس کرنے لگے ۔
اس کو پورا کرنے کے لیے معاشی ، `` `` اور `` `` کی ہوئی ۔,اس مانگ کو پورا کرنے کے لیے معاشی رسالوں ، `` اکنامِک ٹائمز `` اور `` فائننشیئل ایکسپریس `` کی اشاعت شروع ہوئی ۔
ان کی کے فقط دو کا تھا ۔,ان کی اشاعت کے بیچ فقط دو ہفتہ کا فرق تھا ۔
یہ دونوں سے شائع ہوئے جسے کی معاشی کہا جاتا تھا ۔,یہ دونوں اخبارات ممبئی سے شائع ہوئے جسے ملک کی معاشی راجدھانی کہا جاتا تھا ۔
نے ان دونوں کا کیا ۔,عوام نے ان دونوں رسالوں کا استقبال کیا ۔
کچھ دونوں نے سے بھی اپنے نکالنے کئے ۔,کچھ برس بعد دونوں رسالوں نے دلی سے بھی اپنے شمارے نکالنے شروع کئے ۔
میں ` ` نے سے کیا ۔,۱۹۷۵ میں ` بزنس اسٹینڈرڈ ` نے کلکتہ سے اشاعت شروع کیا ۔
اسی ` ` نے کیا ۔,اسی وقت ` اکنامک ٹائمز ` نے کلکتہ شمارہ شروع کیا ۔
اس کی دیکھا دیکھی ` ` نے اور پھر سے NULL اور ` ` نے سے اپنے نکالے ۔,اس کی دیکھا دیکھی ` فائننشیل ایکسپریس ` نے پہلے چِنّئی اور پھر کلکتہ سے اور ` اکنامک ٹائمز ` نے احمدآباد سے اپنے شمارے نکالے ۔
میں شائع ہونے والی پہلی سائنسی ` ` تھی ۔,ہندستان میں شائع ہونے والی پہلی سائنسی میگزین ` ایشیاٹک ریسرچ ` تھی ۔
اس کی میں نے کیا تھا ۔,اس کی اشاعت ۱۷۸۸ میں رائل ایشیاٹک سوسائٹی نے کیا تھا ۔
ہندوستانی میں شائع پہلی سائنسی ` ` میں میں شائع ` ` تھی ۔,ہندوستانی زبانوں میں شائع پہلی سائنسی میگزین ` بنگلہ ` میں ۱۸۲۱ میں شائع ` پرشناولی ` تھی ۔
میں سائنسی کا کرنے کا ` ` کو ہے ۔,ہندی میں سائنسی رسالے کا آغاز کرنے کا سہرا ` آیوروید مہاسمّیلن پتریکا ` کو ہے ۔
اس کی میں ہوئی ۔,اس کی اشاعت ۱۹۱۳ میں شروع ہوئی ۔
یہ اب بھی شائع ہو رہا ہے ۔,یہ رسالہ اب بھی شائع ہو رہا ہے ۔
اس میں سے متعلق شائع ہوتے تھے ۔,اس رسالہ میں آیوروید سے متعلق مضامین شائع ہوتے تھے ۔
` ` کی کے دو میں کی نے ` ` کی کی ۔,` آیوروید مہاسمّیلن پتریکا ` کی اشاعت کے دو برس بعد ۱۹۱۵ میں الہ_آباد کی سائنس کونسل نے ` سائنس پتریکا ` کی اشاعت شروع کی ۔
اس کی میں سے اب تک کے کے اور کے دیتے رہے ہیں ۔,اس پرچہ کی اشاعت میں شروع سے اب تک الہ_آباد یونیورسٹی کے سائنس شعبہ کے ممبر اور چوٹی کے سائنسداں تعاون دیتے رہے ہیں ۔
کے لئے آسان اور صریحی و میں لکھے ہی مفید ہو سکتے ہیں ۔,عوام کے لئے آسان اور صریحی زبان و اسلوب میں لکھے رسائل ہی مفید ہو سکتے ہیں ۔
میں اس کے متعدد ہفتہ_وار ، پندرہ_روزہ اور ماہانہ نکلتے ہیں ۔,ہندی میں اس قسم کے متعدد ہفتہ_وار ، پندرہ_روزہ اور ماہانہ رسائل نکلتے ہیں ۔
کا کسی خاص کے خصوصی کو اس کے مجموعی تخلیقی کے لئے دیا جاتا ہے NULL توصیفی میں بھلے ہی اس کی کچھ خاص کا ہو ۔,ادب کا نوبل انعام کسی خاص زبان کے خصوصی قلمکار کو اس کے مجموعی تخلیقی تعاون کے لئے دیا جاتا ہے توصیفی سند میں بھلے ہی اس کی کچھ خاص تخلیقات کا ذکر ہو ۔
کے ذریعہ پر دئے گئے میں بلاشبہہ ` ` کو مرکزی دی گئی ہے لیکن ` ` ` ` ، ` ` اور ` ` کے بھی ہیں ۔,سویڈن اکیڈمی نوبل کمیٹی کے ذریعہ رویندر ناتھ ٹیگور پر دئے گئے بیان میں بلاشبہہ ` گیتانجلی ` کو مرکزی اہمیت دی گئی ہے لیکن ` دی گارڈنر ` لرکس آف لو اینڈ لائف ` گلمپز آف بنگال لائف ` ، ` دی کرسنٹ موون ` اور سادھنا ` دی ریلائزیشن آف لائف ` کے ذکر بھی ہیں ۔
پچھلے سے ہی میں کے اس کے کچھ کی میں تھا اور کی میں واقع قومی میں جس کا کچھ سے میں ہوں -,پچھلے برس سے ہی میں ۱۹۱۳ کے اس انعام کے کچھ حقائق کی تلاش میں تھا اور ایستونیا کی راجدھانی تالن میں واقع قومی لائبریری میں جس کا کچھ برسوں سے میں خوش_قسمت قاری ممبر ہوں -
مجھے سویڈی کے وہ نایاب سالانہ ` ` ملے جن میں کے ، ان کے ، کی اور شائع کئے جاتے ہیں ۔,مجھے سویڈی اکادمی کے وہ نایاب سالانہ ` بروشیئر ` ملے جن میں انعام کمیٹی کے ممبران ، ان کے فیصلے ، فاتحین کی سوانح اور تقاریر شائع کئے جاتے ہیں ۔
پچھلے ۱۱۲ کی یہ اصل یادگاری میں شاید کہیں دستیاب نہیں ہیں ۔,پچھلے ۱۱۲ برسوں کی یہ اصل یادگاری کتابیں ہندوستان میں شاید کہیں دستیاب نہیں ہیں ۔
ان میں متعلقہ کے کسے کیوں دیے گئے ہیں اس کا ایک اور کبھی اس سے بھی کم ، بھی چھاپا جاتا ہے ۔,ان میں متعلقہ برس کے انعامات کسے کیوں دیے گئے ہیں اس کا ایک سطری اور کبھی اس سے بھی کم ، خلاصہ بھی چھاپا جاتا ہے ۔
کے متعلق اصل کے اس کچے میں کہا گیا ہے ، NULL اس گہری اور بلیغ ، اس اور کے لئے ، جس کا NULL ان کی ، و میں مغربی سے کروا سکی ۔,ٹیگور کے متعلق اصل فرانسیسی کے اس کچے ہندی ترجمے میں کہا گیا ہے ، اس گہری اور بلیغ تاثر ، اس جمالیات اور نئےپن کے لئے ، جس کا تعارف ان کی صلاحیت ، انگریزی رنگ و روپ میں مغربی ادب سے کروا سکی ۔
ہے کہ سویڈی کہہ رہی ہے کہ نے ` ` میں میں نہیں ، کو اپنی سے متعارف کروایا ۔,غورطلب ہے کہ سویڈی اکادمی کہہ رہی ہے کہ ٹیگور نے انگریزی ` فارم ` میں ترجمہ میں نہیں ، مغرب کو اپنی صلاحیت سے متعارف کروایا ۔
بھی اپنی اس ` ` کو جس کی اور کی پر انھیں دیا گیا اپنی اصل ہی مانتے دکھائی دیتے تھے ۔,ٹیگور بھی اپنی اس ` گیتانجلی ` کو جس کی شہرت اور مقبولیت کی بنیاد پر انھیں نوبل دیا گیا اپنی اصل انگریزی تخلیق ہی مانتے دکھائی دیتے تھے ۔
اس ` ` اور مبینہ اصل ` ` میں بہت اور اہم ہے ۔,اس ` گیتانجلی ` اور مبینہ اصل بنگلہ ` گیتانجلیہڑ ` میں بہت اور اہم فرق ہے ۔
کی میں ہی شاید میں بھی ہوتے رہے ہیں ۔,شاعر کی زندگی میں ہی شاید دونوں میں ترمیم بھی ہوتے رہے ہیں ۔
ایک عجیب ہے کہ خود لینے نہیں گئے ۔,ایک عجیب سچ ہے کہ ٹیگور خود انعام لینے سویڈن نہیں گئے ۔
پر جو بہت چھوٹی کرنی ہوتی ہے اس کی انھوں نے کو یک_سطری تار میں بھیجا ، جسے میں برطانوی کے موجودہ نے موجود کو پڑھ کر سنایا ۔,انعام عشائیے پر جو بہت چھوٹی تقریر کرنی ہوتی ہے اس کی جگہ انھوں نے اکادمی کو یک_سطری تار انگریزی میں بھیجا ، جسے سویڈن میں برطانوی سفارت_خانے کے موجودہ کارگزار سفیر کلائیو نے موجود مہمانوں کو پڑھ کر سنایا ۔
نے ہی کی میں ان کا بھی کیا ۔,کلائیو نے ہی ٹیگور کی غیرموجودگی میں ان کا انعام بھی حاصل کیا ۔
اس سے بھی عجیب یہ ہے کہ نے اپنی کوئی کی بھی نہیں بھیجی کہ کا کوئی یا اس تاریخی پر پڑھ سکے ۔,اس سے بھی عجیب واقعہ یہ ہے کہ ٹیگور نے اپنی کوئی نوبل_انعام کی حصول تقریر بھی نہیں بھیجی کہ اکادمی کا کوئی جیوری یا افسر اس تاریخی موقع پر پڑھ سکے ۔
کے میں ہماری متعارف آسٹریائی ، و جنھیں کے رہنے اور اس کے بولنے سے ہے ، اپنی نوبل کر کے بھجوایا تھا اور وہی دکھایا ، NULL سنایا گیا ۔,حال کے برسوں میں ہماری متعارف آسٹریائی ناول_نگار ، شاعرہ و ڈرامہ_نگار ایلفریڈے یلینیک جنھیں بھیڑ کے درمیان رہنے اور اس کے سامنے بولنے سے وحشت ہے ، اپنی نوبل تقریر ویڈیو کر کے بھجوایا تھا اور وہی دکھایا ، سنایا گیا ۔
یہ ہے کہ سویڈی کا یہ کہیں کوئی سرکاری نہیں بتاتا کہ ایسے کو جینے اپنی ایک غیرمعمولی کرنے کیوں نہیں پہنچے ۔,کمال یہ ہے کہ سویڈی اکادمی کا یہ اشتہار کہیں کوئی سرکاری وجہ نہیں بتاتا کہ ٹیگور ایسے امر لمحے کو جینے اپنی ایک غیرمعمولی تقریر کرنے اسٹاک_ہوم کیوں نہیں پہنچے ۔
اس کے عوض میں کے ، نے پر اپنی ایک نسبتاً لمبی کی ۔,اس کے عوض میں سویڈی اکادمی نوبل کمیٹی کے صدر ، ایمریٹس پروفیسر ڈاکٹر ہارالڈ ہیئر نے ٹیگور پر اپنی ایک نسبتاً لمبی تقریر کی ۔
بہت ہے کہ نے یہ نہیں دیکھی ورنہ اپنی ` ` میں جو یوں تو کوئی بہت قابل_اطمینان نہیں ہے کم سے کم اس کا شاید وہ کرتے ۔,بہت افسوس ہے کہ ایڈورڈ_سعید نے یہ تقریر نہیں دیکھی ورنہ اپنی ` اورئینٹلزم ` میں جو یوں تو کوئی بہت قابل_اطمینان کتاب نہیں ہے کم سے کم اس کا ذکر شاید وہ کرتے ۔
یہ صدارتی اتنی ، اور سے ہے کہ خود اس پر لکھی جا سکتی ہے ۔,یہ صدارتی تقریر اتنی نیم کچرےپن ، شبہات اور جذبہء_ہمدردی سے پُر ہے کہ خود اس پر کتاب لکھی جا سکتی ہے ۔
نہیں NULL NULL اس کا میں ہے یا نہیں NULL اور اس پر اپنے شونار کا کیا رہا لیکن اس میں میں تو اسے لایا ہی جانا چاہیئے ۔,پتہ نہیں اس کا ترجمہ بنگلہ ادب میں ہے یا نہیں اور اس پر اپنے شونار قلمکاروں کا کیا ردعمل رہا لیکن اس صدی برس میں ہندی میں تو اسے لایا ہی جانا چاہیئے ۔
اول تو اس میں کو ہی و کر دیا گیا ہے ، NULL کو سے ` ایک ` تو ہی لیا گیا ہے NULL اسے انگریزی کی بنا دیا گیا ہے ۔,اول تو اس میں ٹیگور کو پہلے ہی اینگلو و انڈین پوئیٹ اعلان کر دیا گیا ہے ، گیتانجلی کو بےخوفی سے ` ایک کلیکشن آف ریلیجیس پوئمس ` تو مان ہی لیا گیا ہے اسے انگریزی ادب کی ملکیت بنا دیا گیا ہے ۔
کے متعلق کہا گیا ہے کہ وہ ` اس شعری کے نئے اور ہیں جو کے سے برطانوی کی کے معتمد رہے ہیں ۔ ` `,ٹیگور کے متعلق کہا گیا ہے کہ وہ ` اس شعری فن کے نئے اور لائقِ_ستائش ماسٹر ہیں جو ملکہ ایلیزابیتھ کے زمانے سے برطانوی تہذیب کی تشہیر کے معتمد ہمراہی رہے ہیں ۔ ` `
میں کے کا پورا جس میں جدید کا اور بھی شامل ہے عیسائی کو جن کے جزوی سے تو نہیں کیا جا سکتا ، دے دیا گیا ہے ۔,تقریر میں ہندوستان کے نشاۃالثانیہ کا پورا سہرا جس میں جدید ہندی زبانوں کا طلوع اور فروغ بھی شامل ہے عیسائی مشنریوں کو جن کے جزوی تعاون سے انکار تو نہیں کیا جا سکتا ، دے دیا گیا ہے ۔
کو بھی مغربی سے نہیں کہا گیا ہے ۔,بھکتی تحریک کو بھی مغربی مذاہب سے غیرمتاثر نہیں کہا گیا ہے ۔
اس سے بڑا ` ` کے لئے کیا گیا ہے ۔,اس سے بڑا دعویٰ ` برہمو سماج ` کے لئے کیا گیا ہے ۔
کو اس سب سے متاثر بلکہ ان کا ایک ` ` ` ` ، ، مذہبی تقریباً ایک جیسا کرنے کی کوئی نہیں چھوڑی گئی ہے ۔,ٹیگور کو اس سب سے متاثر بلکہ ان کا ایک ` ` پروڈکٹ ` ` نما صوفی ، فلسفی ، مذہبی انسان تقریباً ایک پیغمبر جیسا پیش کرنے کی کوئی کسر نہیں چھوڑی گئی ہے ۔
یہ معلوم کرنا ہے کہ کو اس سے کا تھا یا نہیں یا یہ ان کی سے متاثر تھا ۔,یہ معلوم کرنا مشکل ہے کہ ٹیگور کو اس سے ماقبل تحریر بیان کا علم تھا یا نہیں یا یہ ان کی غیرموجودگی سے متاثر تھا ۔
میں ان کا اس پر کیا تھا اس کا بھی کچھ نہیں چلتا ۔,بعد میں ان کا اس پر کیا ردعمل تھا اس کا بھی کچھ پتہ نہیں چلتا ۔
میں یہ بھی کے مخالف ہو گئے اور میں ایک یوں ابل پڑے :,بعد میں یہ ییٹس بھی ٹیگور کے مخالف ہو گئے اور ۱۹۳۵ میں ایک بار یوں ابل پڑے :
` ` میں جائیں ` ` ۔,` ` بھاڑ میں جائیں ٹیگور ` ` ۔
ہم ( اور میں ) نے ( اس کی ) تین اچھی نکالی اور پھر کیونکہ اس نے سوچا کہ عظیم ہونے سے زیادہ اہم ہے جاننا ، تو اس نے بھرا چھپوانا کر دیا اور اپنی کو برباد کر لیا ۔,ہم ( اسٹرج مور اور میں ) نے ( اس کی ) تین اچھی کتابیں نکالی اور پھر کیونکہ اس نے سوچا کہ عظیم شاعر ہونے سے زیادہ اہم ہے انگریزی جاننا ، تو اس نے جذبات بھرا کوڑا چھپوانا شروع کر دیا اور اپنی شہرت کو برباد کر لیا ۔
نہیں جانتا NULL کوئی بھی نہیں جانتا ۔,ٹیگور انگریزی نہیں جانتا کوئی بھی ہندوستانی انگریزی نہیں جانتا ۔
نے تو میں کے کو بگاڑ کر ` ` کیا اور ایک نازیبا بھی کہا ۔,فلپ لارکن نے تو ۱۹۵۶ میں ٹیگور کے نام کو بگاڑ کر ` روینڈرم ` کیا اور ایک نازیبا لفظ بھی کہا ۔
اور کی طرح وہ بھی تو ہیں ۔,کپل_سبّل اور نریندر مودی کی طرح وہ بھی تو شاعر ہیں ۔
یوں شروعاتی ہو جائے تو اس ہندوستانی سے چھ ہی تو اور پکڑنے رہ جائیں گے ۔,یوں شروعاتی انتخاب ہو جائے تو اس بار ہندوستانی زبانوں سے چھ ہی تو اور پکڑنے رہ جائیں گے ۔
سنجیدہ یہ ہے کہ کو چھوڑ کر کو اب میری ہی طرح تقریباً نہ کوئی پڑھتا ہے NULL نہ پڑھنا چاہتا ہے ۔,سنجیدہ معاملہ یہ ہے کہ بنگلہ قارئین کو چھوڑ کر ٹیگور کو اب میری ہی طرح تقریباً نہ کوئی پڑھتا ہے نہ پڑھنا چاہتا ہے ۔
عالمی میں ان کی تاریخی ہے NULL نہیں NULL ۔,عالمی ادب میں ان کی شہرت تاریخی ہے زندہء_جاوید نہیں ۔
میں ، NULL سے کہہ چکا ہوں کہ میرے لئے میں سے کہیں زیادہ موزوں ہے جس کی اور مشتبہ سیاسی ایک تیکھی تو دیتے ہیں ۔,میں بےغیرتی ، پشیمانی سے کہہ چکا ہوں کہ میرے لئے آج ہندوستان میں ٹیگور سے کہیں زیادہ موزوں نامدیوڈھسال ہے جس کی شاعری اور مشتبہ سیاسی چال چلن ایک تیکھی بحث جنم تو دیتے ہیں ۔
میں اسی کو کے لئے ان کی کچھ ضرور چھپی ہیں لیکن بہت محدود میں NULL ۔,انگریزی میں اسی صدی موقع کو بھنانے کے لئے ان کی کچھ کتابیں ضرور چھپی ہیں لیکن بہت محدود شماروں میں ۔
میں تو کبھی کبھی سننے میں آتا ہے کہ جب سے سے ایک کھوج لیا گیا ہے NULL کو بھول رہے ہیں NULL بھلے ہی مثلاً میں بھی اس کا نہ ہوا ہو ۔,فرانس میں تو کبھی کبھی سننے میں آتا ہے کہ جب سے ہندی سے ایک عوضی کھوج لیا گیا ہے ٹیگور کو لوگ بھول رہے ہیں بھلے ہی مثلاً ٹیٹی_نگر میں بھی اس کا طلوع نہ ہوا ہو ۔
بہرحال یہ ہے کہ کا اب بھی ان سے ہزاروں زیادہ خریدا پڑھا جا رہا ہے جبکہ اور دونوں کے موافق ، حقیقی کے میں کوئی بہت سے نہیں لیتا ۔,بہرحال حقیقت یہ ہے کہ ٹیگور کا ہم عصر شاعر خلیل_جبران اب بھی ان سے ہزاروں گنا زیادہ خریدا پڑھا جا رہا ہے جبکہ جبران اور ٹیگور دونوں دنیا کے موافق ، حقیقی ادب کے شعبے میں آج کوئی بہت سنجیدگی سے نہیں لیتا ۔
ایک عجب ہے کہ اسی کی ۱۳۰ ویں ہے اور بیسیوں اور کروڑوں میں ہو چکی ان کی ` ` کی ۹۰ بھی جو کے میں اب بھی سب سے زیادہ ہونے والی دوسری ادبی کہی جاتی ہے ۔,ایک عجب اتفاق ہے کہ اسی سال جبران کی ۱۳۰ ویں سالگرہ ہے اور بیسیوں تراجم اور کروڑوں کاپیوں میں فروخت ہو چکی ان کی تخلیق ` دی پروفٹ ` کی ۹۰ سالگرہ بھی جو شیکسپئر کے بعد دنیا میں اب بھی سب سے زیادہ فروخت ہونے والی دوسری ادبی کتاب کہی جاتی ہے ۔
مجھے مکمل ہے کہ ان میں سے کئی نے نہ کو پڑھا ہوگا NULL نہ پڑھنا چاہتے ہونگے ۔,مجھے مکمل یقین ہے کہ ان میں سے کئی نے نہ ٹیگور کو پڑھا ہوگا نہ پڑھنا چاہتے ہونگے ۔
یہ الگ ہے کہ اگر کے دوسرے ادبی کے لئے ایک عجیب کا ہے تو شاید خود ، یا یا یا کسی خودساختہ دیگر کو مل ہی جائے ۔,یہ بات الگ ہے کہ اگر ہندستان کے دوسرے ادبی نوبل کے لئے ایک عجیب لابینگ کا حصہ ہے تو شاید خود منتظم ، یا کنورنارائن یا سچّدانندن یا کسی خودساختہ دیگر امیدوار کو مل ہی جائے ۔
حالانکہ کے کچھ کی طرح میں بھی سوچتا ہوں کہ اگر وہ ملے گا تو کو جو اس پر بھی کم و بیش منحصر کرتا ہے کہ انھیں اپنے عالمی میں کیا دیتے ہیں یا کے میں دیتا بھی ہے یا نہیں ۔,حالانکہ ہندی کے کچھ دیگر بیوقوف رجائیت_پسندوں کی طرح میں بھی سوچتا ہوں کہ اگر وہ ملے گا تو منگلیش ڈبرال کو جو اس پر بھی کم و بیش منحصر کرتا ہے کہ اشوک انھیں اپنے عالمی مشاعرے میں کیا رول دیتے ہیں یا شریکانت جی کے لہجے میں دیتا بھی ہے یا نہیں ۔
کیا انھیں کا کرنے و پڑھنے یا میں گھسنے تک نہیں دیا جائے گا ؟,زمانہ کیا انھیں مہمانوں کا ترجمہ کرنے و پڑھنے یا جذبے میں گھسنے تک نہیں دیا جائے گا ؟
کا ` کو یوں منانے کے ` ( ۱۶ ) ، اور تو ہے ہی اور سے بھی بھرا ہوا ہے ۔,وشنوکھرے کا مضمون ` رویندر نوبل شتی کو یوں منانے کے جوکھم ` ( ۱۶ جون ) غیرمہذب ، غیرمتناسب اور بےصبر تو ہے ہی اوچھے_پن اور محرومی سے بھی بھرا ہوا ہے ۔
یوں تو اس کا فوری کے ذریعہ مجوزہ عالمی کے میں سے ہی لگانا ہے ۔,یوں تو اس محرومی مضمون کا فوری مقصد اشوک واجپیئی کے ذریعہ مجوزہ عالمی مشاعرہ کے انعقاد میں پہلے سے ہی پلیتا لگانا ہے ۔
لیکن لگے ہاتھ کچھ اور سے چکتا کرنا بھی اس کا ہے ۔,لیکن لگے ہاتھ کچھ اور لوگوں سے حساب چکتا کرنا بھی اس کا مقصد ہے ۔
سب سے سے NULL ۔,سب سے پہلے نوجوان شاعر ویومیش شکل سے ۔
پھر سینئر سے NULL ۔,پھر سینئر منگلیش ڈبرال سے ۔
نہیں ، سوتیلی لا کر ہم کو اور میں نہیں ڈال سکتے ۔,نہیں ، سوتیلی ماں لا کر ہم منّا کو اور دکھ میں نہیں ڈال سکتے ۔
ارے سوتیلی کیا ہمیشہ خراب ہوتی ہے ، اور پھر ہم جو ہیں کو دیکھنے کے لئے ، اس کو کیسے ملیگا ۔,ارے سوتیلی ماں کیا ہمیشہ خراب ہوتی ہے ، اور پھر ہم لوگ جو ہیں منّے کو دیکھنے کے لئے ، اس کو دکھ کیسے ملیگا ۔
کو دیکھتے ہوئے ایک آ رہا ہے ، کہئے تو کہوں ۔,حالات کو دیکھتے ہوئے ایک خیال آ رہا ہے ، کہئے تو کہوں ۔
! تم اگر سے کر لو تو سارا ہو جائیگا ۔,بیٹا اومکار ! تم اگر گُنجا سے شادی کر لو تو سارا مسئلہ حل ہو جائیگا ۔
