dropped,sentences
అమ్మా ఆడపిల్లను కంటావు .,ఎందుకు అమ్మా ఆడపిల్లను కంటావు .
తీయించుకో 500 రూపాయలతో శని వదిలిపోతుంది .,కడుపు తీయించుకో 500 రూపాయలతో శని వదిలిపోతుంది .
ఆడపిల్లను చంపేసేవాళ్లు ఉన్నారు .,పుట్టగానే ఆడపిల్లను చంపేసేవాళ్లు ఉన్నారు .
ఈ వార్తలు మనం వింటూనే .,రోజూ ఈ వార్తలు మనం వింటూనే .
మరో ఆడశిశువు హత్య NULL .,విజయవాడలో మరో ఆడశిశువు హత్య NULL .
మంది అధికార్లు అర్థం లేకుండా ఆలోచిస్తారు .,కొంత మంది అధికార్లు అర్థం లేకుండా ఆలోచిస్తారు .
మీరంతా ఆరోగ్య కార్యకర్తలు జీతాలు తింటున్నారు .,ఇదిగో మీరంతా ఆరోగ్య కార్యకర్తలు జీతాలు తింటున్నారు .
ఆపరేషన్లు చేయించాలి .,ఆడవాళ్లకు ఆపరేషన్లు చేయించాలి .
నెలకు 30 కేసులు పట్టుకొని .,కనీసం నెలకు 30 కేసులు పట్టుకొని .
NULL .,నిజమే NULL .
కడుపుతో ఉన్నప్పుడు . కనేటప్పుడూ వైద్యం అవసరమే NULL .,ఆడవాళ్లు కడుపుతో ఉన్నప్పుడు . కనేటప్పుడూ వైద్యం అవసరమే NULL .
జాగ్రత్తలూ అవసరమే NULL .,ఎక్కువ జాగ్రత్తలూ అవసరమే NULL .
బిడ్డల్ని కనే యంత్రాలా NULL ?,కేవలం బిడ్డల్ని కనే యంత్రాలా NULL ?
ఏమీ జబ్బులు రావా ?,వాళ్లకు ఏమీ జబ్బులు రావా ?
"అయినప్పుడూ , ఆపరేషను చేయించుకోవాలసినప్పుడేనా వాళ్లకు డాక్టర్లు అవసరమయ్యేది ?","గర్భవతి అయినప్పుడూ , ఆపరేషను చేయించుకోవాలసినప్పుడేనా వాళ్లకు డాక్టర్లు అవసరమయ్యేది ?"
అవసరమయ్యేది ?,వైద్యం అవసరమయ్యేది ?
ఉన్నప్పుడు మాత్రం ఏదో వైద్య సాయం చేస్తే చాలా ?,గర్భంతో ఉన్నప్పుడు మాత్రం ఏదో వైద్య సాయం చేస్తే చాలా ?
సుఖంగా కనేస్తుందా ?,అంతటితో సుఖంగా కనేస్తుందా ?
ఆరోగ్యం కావాలంటే ఆమెకు ఆహారం కావాలి .,అసలైన ఆరోగ్యం కావాలంటే ఆమెకు ఆహారం కావాలి .
తీరిక ఉండాలి .,తగినంత తీరిక ఉండాలి .
.,చదువుండాలి .
కావాలో ఆమె నిర్ణయించుకొనే వీలుండాలి .,గర్భవతి కావాలో ఆమె నిర్ణయించుకొనే వీలుండాలి .
లేనపుడు కాకుండేందుకు మార్గం ఏదో ఆమెకు తెలిసి .,అవసరం లేనపుడు కాకుండేందుకు మార్గం ఏదో ఆమెకు తెలిసి .
ఉంటే గర్భవతి కావడం ఆమెకో పండుగ NULL .,ఇవన్నీ ఉంటే గర్భవతి కావడం ఆమెకో పండుగ NULL .
"కాకుండా ఆకలీ , గొడ్డు చాకిరితో సతమతం అవుతుంటే ! ఆమెకు గర్భవతి కావడం భారంగాక ఏమవుతుంది ?","అట్లా కాకుండా ఆకలీ , గొడ్డు చాకిరితో సతమతం అవుతుంటే ! ఆమెకు గర్భవతి కావడం భారంగాక ఏమవుతుంది ?"
తోడు అలాంటప్పుడు తగిన వైద్య సాయమూ లేకుంటే ఆమె ఏమీ అవుతుంది ?,దీనికి తోడు అలాంటప్పుడు తగిన వైద్య సాయమూ లేకుంటే ఆమె ఏమీ అవుతుంది ?
", క్షయ , క్షయ , మలేరియా లాంటి రోగాలన్నీ నయమయ్యే రోగాలే NULL .","పచ్చకామెర్లు , క్షయ , క్షయ , మలేరియా లాంటి రోగాలన్నీ నయమయ్యే రోగాలే NULL ."
కడుపుతో ఉన్నవాళ్లకివి సోకితే ప్రమాదం NULL .,ఐతే కడుపుతో ఉన్నవాళ్లకివి సోకితే ప్రమాదం NULL .
"ఆహారం లేకపోతే , జాగ్రత్త పడకపోతే ఏ జబ్బైనా ప్రాణం తెస్తుంది .","సరైన ఆహారం లేకపోతే , జాగ్రత్త పడకపోతే ఏ జబ్బైనా ప్రాణం తెస్తుంది ."
కడుపుతో ఉన్నప్పుడు జాగ్రత్తలు అవసరం NULL .,అందువల్ల కడుపుతో ఉన్నప్పుడు జాగ్రత్తలు అవసరం NULL .
సరైన ఆహారం NULL .,మరీ సరైన ఆహారం NULL .
మరిన్ని జాగ్రత్తలు అవసరం NULL .,లేనివాళ్లకు మరిన్ని జాగ్రత్తలు అవసరం NULL .
వాళ్లు సుఖంగా కంటారు .,అప్పుడే వాళ్లు సుఖంగా కంటారు .
కడుపుతో ఉన్న ప్రతి ఇల్లాలికీ NULL :,అంటే కడుపుతో ఉన్న ప్రతి ఇల్లాలికీ NULL :
ఆహారం ఇస్తే సరిపోదు .,ఎక్కువ ఆహారం ఇస్తే సరిపోదు .
సరైన ఆహారం లేక ఆమె చిక్కిపోయిందనుకోండి .,ఇప్పటికే సరైన ఆహారం లేక ఆమె చిక్కిపోయిందనుకోండి .
చదువుకోలేదు అనుకోండి .,ఆమె చదువుకోలేదు అనుకోండి .
తగిన సంరక్షణ లేదనుకోండి .,కాన్పు తగిన సంరక్షణ లేదనుకోండి .
విషయం ఏమంటే మొదటి ఆడవాళ్లు ఆరోగ్యంగా పెరగాలి NULL .,అసలు విషయం ఏమంటే మొదటి ఆడవాళ్లు ఆరోగ్యంగా పెరగాలి NULL .
ఆరోగ్యం బతుకుల్ని అద్దం పడుతుంది .,మన ఆరోగ్యం బతుకుల్ని అద్దం పడుతుంది .
ఉన్నప్పుడు ఆమెకు ఇద్దరి ఆహారం అవసరం NULL .,గర్భంతో ఉన్నప్పుడు ఆమెకు ఇద్దరి ఆహారం అవసరం NULL .
మగవాళ్లతో సమానంగా పనిచేసే హక్కు ఉండాలి .,ఆడవాళ్లకు మగవాళ్లతో సమానంగా పనిచేసే హక్కు ఉండాలి .
"సమానమైన కూలి , జీతం ఉండాలి .","మగవాళ్లతో సమానమైన కూలి , జీతం ఉండాలి ."
కొత్త ప్రపంచం NULL ?,ఎలాంటిదా కొత్త ప్రపంచం NULL ?
"ఇంట్లో - వాడలో , ఊళ్లో - రాష్ట్రంలో , దేశంలో ప్రతిచోట ప్రతి విషయంలోనూ ఆడా మగా సమానంగా ఉండే ప్రపంచం NULL !","సొంత ఇంట్లో - వాడలో , ఊళ్లో - రాష్ట్రంలో , దేశంలో ప్రతిచోట ప్రతి విషయంలోనూ ఆడా మగా సమానంగా ఉండే ప్రపంచం NULL !"
కొత్త ప్రపంచంలోకి మనం అడుగు పెడతాం ?,ఈ కొత్త ప్రపంచంలోకి మనం అడుగు పెడతాం ?
అంటారా ?,ఎలా అంటారా ?
నేర్చుకోడంతోనే,చదువు నేర్చుకోడంతోనే
శక్తి NULL చదువుంటే ఆయుధం NULL .,చదువంటే శక్తి చదువుంటే ఆయుధం NULL .
ఆడవాళ్లు చదువుకోవాలి .,అందుకే ఆడవాళ్లు చదువుకోవాలి .
కాళ్ల నిలబడ్డం తెలుసుకోవాలి .,సొంత కాళ్ల నిలబడ్డం తెలుసుకోవాలి .
చాలా ఆలోచనలు ఉంటాయి .,మనకు చాలా ఆలోచనలు ఉంటాయి .
చేయాలని అనుకొంటాం .,ఏదో చేయాలని అనుకొంటాం .
అందుబాటులో ఉండదు .,అది అందుబాటులో ఉండదు .
అందుబాటులోనిది పెరటి తోటల పెంపకం NULL .,అందరికీ అందుబాటులోనిది పెరటి తోటల పెంపకం NULL .
ఉంటే ఇది చాలా సులభం NULL .,మనసు ఉంటే ఇది చాలా సులభం NULL .
", ఆనందం NULL .","ఆదాయం , ఆనందం NULL ."
", కరివేపాకు , సీతాఫలం , జామ అందరూ పెంచగలవి , వీటిని వేసే మంచి జాతి మొక్కలు ఎంచుకోవాలి","మునగ , కరివేపాకు , సీతాఫలం , జామ అందరూ పెంచగలవి , వీటిని వేసే మంచి జాతి మొక్కలు ఎంచుకోవాలి"
సులభంగా బతుకుతుంది .,అరటి సులభంగా బతుకుతుంది .
కూరపాదులు వేసుకోలేమా ?,నాలుగు కూరపాదులు వేసుకోలేమా ?
", టొమాటో మొలకలు బాగా పెరుగుతాయి .","వంగ , టొమాటో మొలకలు బాగా పెరుగుతాయి ."
తొందరగా పెరుగుతుంది .,బెండ తొందరగా పెరుగుతుంది .
", కాకర తీగలయితే పైకి పాకుతాయి , దొండ రెండో ఏడు ఉంటుంది .","బీర , కాకర తీగలయితే పైకి పాకుతాయి , దొండ రెండో ఏడు ఉంటుంది ."
కూరలు రోజూ తినగలిగినా మంచిదే NULL .,ఆకు కూరలు రోజూ తినగలిగినా మంచిదే NULL .
", గోంగూర , తోటకూర , కొత్తిమీర , పుదీనా బాగా పెరుగుతాయి .","పాలకూర , గోంగూర , తోటకూర , కొత్తిమీర , పుదీనా బాగా పెరుగుతాయి ."
"కూరలు , కూరగాయలు నవనవలాడుతుంటాయి .","ఆకు కూరలు , కూరగాయలు నవనవలాడుతుంటాయి ."
సులభంగా పెరిగే చెట్టు NULL .,బొప్పాయి సులభంగా పెరిగే చెట్టు NULL .
పెద్ద చోటు అవసరం లేదు .,దీనికి పెద్ద చోటు అవసరం లేదు .
ఆరు నెలలలోపే కాపుకు వచ్చే చెట్టు NULL .,ఇది ఆరు నెలలలోపే కాపుకు వచ్చే చెట్టు NULL .
కాయలుంటాయి .,చెట్టు కాయలుంటాయి .
ఒక పండు తప్పకుండా పండుతుంది .,వారానికి ఒక పండు తప్పకుండా పండుతుంది .
పండు తినడానికి రుచిగా ఉంటుంది .,బొప్పాయి పండు తినడానికి రుచిగా ఉంటుంది .
బొప్పాయి కాయలతో కూరలు వండుకోవచ్చు .,పచ్చి బొప్పాయి కాయలతో కూరలు వండుకోవచ్చు .
"కాయ , గింజలు , పాలు చాలా జబ్బులు పోగొడతాయి .","బొప్పాయి కాయ , గింజలు , పాలు చాలా జబ్బులు పోగొడతాయి ."
జబ్బులకు బొప్పాయి పండు మంచి మందు NULL .,కంటి జబ్బులకు బొప్పాయి పండు మంచి మందు NULL .
తింటే రేచీకటి దగ్గరకు రాలేదు .,బొప్పాయి తింటే రేచీకటి దగ్గరకు రాలేదు .
కడుపుతో ఉంటే బొప్పాయి తినగూడదు అంటారు .,ఆడవాళ్లు కడుపుతో ఉంటే బొప్పాయి తినగూడదు అంటారు .
నిజం కాదు .,ఇది నిజం కాదు .
బిడ్డకు ఎంతో మంచిది NULL .,పైగా బిడ్డకు ఎంతో మంచిది NULL .
"బద్దకానికి బొప్పాయి పాలు , నీళ్లు , తేనె కలిపి తాగండి .","మల బద్దకానికి బొప్పాయి పాలు , నీళ్లు , తేనె కలిపి తాగండి ."
గింజలు నూరి పాలలో కలిపి తాగండి .,బొప్పాయి గింజలు నూరి పాలలో కలిపి తాగండి .
పాములు పడి .,ఏలిక పాములు పడి .
కాయ గుజ్జు రోజూ పూయండి .,బొప్పాయి కాయ గుజ్జు రోజూ పూయండి .
మాడి .,కురుపులు మాడి .
!,చూడండి !
ఎంత గొప్పదో NULL !,బొప్పాయి ఎంత గొప్పదో NULL !
మునగచెట్టు ఉంటే .,ఒక మునగచెట్టు ఉంటే .
వెతికే పని ఉండదు .,కూరకోసం వెతికే పని ఉండదు .
చేసే మేలు మనలో చాలామందికి తెలియదు .,మునగ చేసే మేలు మనలో చాలామందికి తెలియదు .
కూర కళ్లకు ఎంతో మంచిది NULL .,మునగాకు కూర కళ్లకు ఎంతో మంచిది NULL .
కూరలో వేసుకోవచ్చు .,పూత కూరలో వేసుకోవచ్చు .
చాలా రకాలు NULL .,మునగలు చాలా రకాలు NULL .
బెంగుళూరు రకం చాలా మంచిది NULL .,వీటిలో బెంగుళూరు రకం చాలా మంచిది NULL .
లావుగా పొడవుగా ఉంటుంది .,కాయ లావుగా పొడవుగా ఉంటుంది .
గుజ్జు బాగా ఉంటుంది .,లోపల గుజ్జు బాగా ఉంటుంది .
తగ్గని రుచి దీనిది NULL .,ముదిరినా తగ్గని రుచి దీనిది NULL .
రకం మునగ ఏడాదిలో కాపుపడుతుంది .,మంచి రకం మునగ ఏడాదిలో కాపుపడుతుంది .
కాసేది కాయలు కాదు రూపాయలే NULL .,మునగ కాసేది కాయలు కాదు రూపాయలే NULL .
దిగుబడి పెరగాలంటే -,పాల దిగుబడి పెరగాలంటే -
దిగుబడి పెరిగితే మన ఆదాయం పెరుగుతుంది .,పాల దిగుబడి పెరిగితే మన ఆదాయం పెరుగుతుంది .
పాడి చేసుకుంటే దిగుబడి బాగా పెంచుకోవచ్చు .,మెలకువగా పాడి చేసుకుంటే దిగుబడి బాగా పెంచుకోవచ్చు .
గడ్డి మేత వేసేటప్పుడు కంది వేయాలి .,పచ్చి గడ్డి మేత వేసేటప్పుడు కంది వేయాలి .
అరలీటరు పాలు దిగుబడి పెరుగుతుంది .,దీని అరలీటరు పాలు దిగుబడి పెరుగుతుంది .
బాగా కడగాలి .,పశువును బాగా కడగాలి .
"పేడ , ఈగలు , దోమలు లేకుండా చూచుకోవాలి .","కొట్టంలో పేడ , ఈగలు , దోమలు లేకుండా చూచుకోవాలి ."
గొడ్డును భయపెట్టగూడదు .,పాలిచ్చేటప్పుడు గొడ్డును భయపెట్టగూడదు .
సంతోషంగా ఉండాలి .,అది సంతోషంగా ఉండాలి .
పాల దిగుబడి పెరుగుతుంది .,దీని పాల దిగుబడి పెరుగుతుంది .
మొదట పాలు తాపాలి .,దూడకు మొదట పాలు తాపాలి .
పాలు పిండాలి .,తరువాత పాలు పిండాలి .
పాలు దూడకు వదల .,చివరి పాలు దూడకు వదల .
రోజూ ఒకే సమయంలో పిండాలి .,పాలు రోజూ ఒకే సమయంలో పిండాలి .
తొందరగా పిండాలి .,తొందర తొందరగా పిండాలి .
మానివేయ .,అప్పుడప్పుడు మానివేయ .
జబ్బుతో ఉంటే పాలు పిండగూడదు .,పశువు జబ్బుతో ఉంటే పాలు పిండగూడదు .
సులభంగా పెరిగే చెట్టు NULL .,అరటి సులభంగా పెరిగే చెట్టు NULL .
కొద్ది చోటు చాలు NULL .,దీనికి కొద్ది చోటు చాలు NULL .
ఒక పిలక నాటుకుంటే .,ఇంటిలో ఒక పిలక నాటుకుంటే .
తరబడి ఉంటుంది .,ఏళ్ల తరబడి ఉంటుంది .
రెండు పిలకలు ఉంచి మిగిలిన వాటిని తీసి .,ఒకటి రెండు పిలకలు ఉంచి మిగిలిన వాటిని తీసి .
కోసిన చెట్టును నరికి .,గెల కోసిన చెట్టును నరికి .
పచ్చవి తొందరగా కాపుకు వచ్చే రకం NULL .,వీటిలో పచ్చవి తొందరగా కాపుకు వచ్చే రకం NULL .
చెట్టు పొట్టిగా ఉంటుంది .,ఈ చెట్టు పొట్టిగా ఉంటుంది .
పచ్చి పేడ మంచి ఎరువు NULL .,అరటికి పచ్చి పేడ మంచి ఎరువు NULL .
వచ్చినప్పుడు యూరియా వాడడం మంచిది NULL .,పూతకు వచ్చినప్పుడు యూరియా వాడడం మంచిది NULL .
గెల దిగుతుంది .,పెద్ద గెల దిగుతుంది .
సైజు పెరుగుతుంది .,కాయ సైజు పెరుగుతుంది .
తడి ఆరకుండా నీరు ఉండాలి .,అరటికి తడి ఆరకుండా నీరు ఉండాలి .
వాడిన నీళ్లు చెట్టుకు పారేటట్టు చేసుకుంటే .,మనం వాడిన నీళ్లు చెట్టుకు పారేటట్టు చేసుకుంటే .
సంగతి మీకు తెలుసా,ఈ సంగతి మీకు తెలుసా
ఆపిల్ పళ్లలో ఉండే బలం ఒక అరటి పండులో ఉంది .,మూడు ఆపిల్ పళ్లలో ఉండే బలం ఒక అరటి పండులో ఉంది .
సంపాదించాలని అందరికీ ఉంటుంది .,అదనంగా సంపాదించాలని అందరికీ ఉంటుంది .
చేయాలి అనుకుంటాము .,ఏదో చేయాలి అనుకుంటాము .
అందుబాటులో ఉండే పనులు మనకు కనబడవు .,కానీ అందుబాటులో ఉండే పనులు మనకు కనబడవు .
పండించలేం .,కూరగాయలు పండించలేం .
రెండు కొబ్బరి మొలకలు నాటుకోవచ్చుగదా !,కానీ రెండు కొబ్బరి మొలకలు నాటుకోవచ్చుగదా !
పెరిగి పైకి పోతుంది .,చెట్టు పెరిగి పైకి పోతుంది .
అడ్డం రాదు .,మనకు అడ్డం రాదు .
సంకరజాతివి నాటుకొంటే మంచిది NULL .,కొబ్బరిలో సంకరజాతివి నాటుకొంటే మంచిది NULL .
కాపు పడతాయి .,తొందరగా కాపు పడతాయి .
చెట్టు బాగా కాయాలంటే నీళ్లు బాగా ఉండాలి .,కొబ్బరి చెట్టు బాగా కాయాలంటే నీళ్లు బాగా ఉండాలి .
మొదట తడి ఆరకుండా చూచుకోవాలి .,చెట్టు మొదట తడి ఆరకుండా చూచుకోవాలి .
వాడుకునే నీళ్లు చెట్టుకు అందేటట్టు చేసుకుంటే .,మనం వాడుకునే నీళ్లు చెట్టుకు అందేటట్టు చేసుకుంటే .
ఉపాయం ఉంది .,దీనికొక ఉపాయం ఉంది .
ఒక బండతో కప్పివేయాలి .,గుంటను ఒక బండతో కప్పివేయాలి .
వాడిన నీళ్లు ఈ గుంటలో పడేటట్టు చేయాలి .,మనం వాడిన నీళ్లు ఈ గుంటలో పడేటట్టు చేయాలి .
తొందరగా పెరుగుతుంది .,చెట్టు తొందరగా పెరుగుతుంది .
కొబ్బరి చెట్టు సుమారుగా కాపు పడితే అయిదు వందల రూపాయల ఆదాయం ఉంటుంది .,ఒక కొబ్బరి చెట్టు సుమారుగా కాపు పడితే అయిదు వందల రూపాయల ఆదాయం ఉంటుంది .
సులభమైన సంపాదన ఉంటుందా !,ఇంతకంటే సులభమైన సంపాదన ఉంటుందా !
కొబ్బరి మొలకలు నాటండి !,రెండు కొబ్బరి మొలకలు నాటండి !
సోములు ఉండేవాడు .,వెంకటాపురంలో సోములు ఉండేవాడు .
ఏ పనీ చేసేవాడు .,సోములు ఏ పనీ చేసేవాడు .
ఎందుకు పని చేయాలి .,నేను ఎందుకు పని చేయాలి .
నేను ధనవంతుడను అవుతాను .,ఏనాటికైనా నేను ధనవంతుడను అవుతాను .
నా జాతకంలోనే రాసి .,అది నా జాతకంలోనే రాసి .
సోములు అనేవాడు .,అని సోములు అనేవాడు .
చేసి బతుకు అనేవాడు .,పని చేసి బతుకు అనేవాడు .
కావాలి అంటే పని చేయాలి .,ధనవంతునివి కావాలి అంటే పని చేయాలి .
వినేవాడు .,సోములు వినేవాడు .
పోచాలు సోములుతో విసిగిపోయాడు .,చివరికి పోచాలు సోములుతో విసిగిపోయాడు .
పెళ్లి చేయాలి .,సోములుకు పెళ్లి చేయాలి .
పెళ్లి చేశారు .,సోములుకు పెళ్లి చేశారు .
అనసూయతో పెళ్లి జరిగింది .,సోములుకు అనసూయతో పెళ్లి జరిగింది .
ఒక దారికి తేవాలి .,సోములును ఒక దారికి తేవాలి .
చేయించాలి .,పని చేయించాలి .
అనసూయ అనుకుంది .,అని అనసూయ అనుకుంది .
రోజు ఉదయాన లేచింది .,ఒక రోజు ఉదయాన లేచింది .
కలలో ఒక దేవత కనిపించింది .,నాకు కలలో ఒక దేవత కనిపించింది .
పెరటిలో లంకెబిందెలు ఉన్నాయట .,మన పెరటిలో లంకెబిందెలు ఉన్నాయట .
నాతో చెప్పింది .,దేవత నాతో చెప్పింది .
అనసూయ సోములుతో అంది .,అని అనసూయ సోములుతో అంది .
ముఖంలో సంతోషం నా జాతకం ఇదే అయుండాలి .,సోములు ముఖంలో సంతోషం నా జాతకం ఇదే అయుండాలి .
పార తీసుకున్నాడు .,పలుగు పార తీసుకున్నాడు .
పెరటిలో తవ్వాడు .,లంకెబిందెల పెరటిలో తవ్వాడు .
రోజులు తవ్వాడు .,పది రోజులు తవ్వాడు .
లంకెబిందెలు కనపడలేదు .,అయినా లంకెబిందెలు కనపడలేదు .
గోతిలో నీళ్లు చేరాయి .,కానీ గోతిలో నీళ్లు చేరాయి .
లేకుండా బావి పని అయింది .,పైసా లేకుండా బావి పని అయింది .
అనసూయ సంతోషించింది .,అందుకు అనసూయ సంతోషించింది .
దున్నాలి .,పెరడంతా దున్నాలి .
లంకెబిందెలు దొరుకుతాయి .,అప్పుడే లంకెబిందెలు దొరుకుతాయి .
ఆశ చావలేదు .,సోములుకు ఆశ చావలేదు .
దున్నాడు .,పెరడంతా దున్నాడు .
రోజులు దున్నాడు .,వారం రోజులు దున్నాడు .
లంకెబిందెల జాడలేదు .,అయినా లంకెబిందెల జాడలేదు .
సంతోషం అయింది .,అనసూయకు సంతోషం అయింది .
అరటి పిలకలు నాటింది .,పెరడంతా అరటి పిలకలు నాటింది .
కల నిజం అవుతుంది .,నా కల నిజం అవుతుంది .
మన మంచికే చెప్పింది .,దేవత మన మంచికే చెప్పింది .
పెరటిలో దొరకలేదు .,లంకెబిందెలు పెరటిలో దొరకలేదు .
చావలేదు .,ఆశ చావలేదు .
బావిలో బిందెలు కనపడలేదు .,అయినా బావిలో బిందెలు కనపడలేదు .
నీళ్లు ఊరాయి .,రోజురోజుకు నీళ్లు ఊరాయి .
పెరటిలో పాదులు తీసింది .,అనసూయ పెరటిలో పాదులు తీసింది .
పిలకలకు నీళ్లు అందేలా .,అరటి పిలకలకు నీళ్లు అందేలా .
రోజులకు అరటి గెలలు వేశాయి .,కొన్ని రోజులకు అరటి గెలలు వేశాయి .
వాటిని అంగడికి పంపింది .,అనసూయ వాటిని అంగడికి పంపింది .
జమ చేసింది .,పైసలు జమ చేసింది .
పైసలు సోములు చేతిలో ఉంచింది .,ఆ పైసలు సోములు చేతిలో ఉంచింది .
ఒక ఊరు NULL .,అనగనగా ఒక ఊరు NULL .
ఊరి పేరు సిరిపురం NULL .,ఆ ఊరి పేరు సిరిపురం NULL .
NULL సీతాలు ఆలుమగలు NULL .,సోములు సీతాలు ఆలుమగలు NULL .
సిరిపురం NULL .,వాళ్లది సిరిపురం NULL .
కూతురు పుట్టింది .,మొదటిసారి కూతురు పుట్టింది .
NULL సీతాలు మురిసి .,సోములు సీతాలు మురిసి .
కూతురే పుట్టింది .,రెండోసారి కూతురే పుట్టింది .
మనసులో మనసు లేదు .,సోములుకు మనసులో మనసు లేదు .
సూటిపోటి మాటలు అనేవాడు .,సీతాలును సూటిపోటి మాటలు అనేవాడు .
లేకపోవడం లోటు NULL అని అందరితో అనేవాడు .,కొడుకు లేకపోవడం లోటు అని అందరితో అనేవాడు .
కనకపోవడం సీతాలుదే తప్పు NULL . అని అందరితో అనేవాడు .,కొడుకుని కనకపోవడం సీతాలుదే తప్పు NULL . అని అందరితో అనేవాడు .
సీతాలు పాడయింది .,కాన్పులతో సీతాలు పాడయింది .
సోములు వినలేదు .,అయినా సోములు వినలేదు .
సాధువు ఆ ఊరికి వచ్చాడు .,ఎవరో సాధువు ఆ ఊరికి వచ్చాడు .
సాధువు రోగాలు నయం చేసేవాడు .,ఆ సాధువు రోగాలు నయం చేసేవాడు .
ఇచ్చేవాడు .,మందులు ఇచ్చేవాడు .
తెలిసింది .,సోములుకు తెలిసింది .
సీతాలుతో సాధువును కలిశాడు .,సోములు సీతాలుతో సాధువును కలిశాడు .
పుట్టడానికి మందు అడిగాడు .,కొడుకు పుట్టడానికి మందు అడిగాడు .
