dropped,sentences
ఇప్పటికే ఆహారం,ఇప్పటికే సరైన ఆహారం లేక ఆమె చిక్కిపోయిందనుకోండి .
,ఆమె చదువుకోలేదు అనుకోండి .
కాన్పు సంరక్షణ,కాన్పు తగిన సంరక్షణ లేదనుకోండి .
అసలు విషయం మొదటి ఆడవాళ్లు,అసలు విషయం ఏమంటే మొదటి ఆడవాళ్లు ఆరోగ్యంగా పెరగాలి NULL .
ఆరోగ్యం బతుకుల్ని అద్దం,మన ఆరోగ్యం బతుకుల్ని అద్దం పడుతుంది .
గర్భంతో ఇద్దరి ఆహారం,గర్భంతో ఉన్నప్పుడు ఆమెకు ఇద్దరి ఆహారం అవసరం NULL .
ఆడవాళ్లకు మగవాళ్లతో హక్కు,ఆడవాళ్లకు మగవాళ్లతో సమానంగా పనిచేసే హక్కు ఉండాలి .
మగవాళ్లతో కూలి జీతం,"మగవాళ్లతో సమానమైన కూలి , జీతం ఉండాలి ."
ఎలాంటిదా ప్రపంచం,ఎలాంటిదా కొత్త ప్రపంచం NULL ?
సొంత ఇంట్లో వాడలో ఊళ్లో రాష్ట్రంలో దేశంలో ప్రతిచోట విషయంలోనూ ఆడా మగా ప్రపంచం,"సొంత ఇంట్లో - వాడలో , ఊళ్లో - రాష్ట్రంలో , దేశంలో ప్రతిచోట ప్రతి విషయంలోనూ ఆడా మగా సమానంగా ఉండే ప్రపంచం NULL !"
ప్రపంచంలోకి అడుగు,ఈ కొత్త ప్రపంచంలోకి మనం అడుగు పెడతాం ?
,ఎలా అంటారా ?
చదువు,చదువు నేర్చుకోడంతోనే
చదువంటే శక్తి ఆయుధం,చదువంటే శక్తి చదువుంటే ఆయుధం NULL .
ఆడవాళ్లు,అందుకే ఆడవాళ్లు చదువుకోవాలి .
సొంత కాళ్ల,సొంత కాళ్ల నిలబడ్డం తెలుసుకోవాలి .
ఆలోచనలు,మనకు చాలా ఆలోచనలు ఉంటాయి .
,ఏదో చేయాలని అనుకొంటాం .
అందుబాటులో,అది అందుబాటులో ఉండదు .
అందుబాటులోనిది తోటల పెంపకం,అందరికీ అందుబాటులోనిది పెరటి తోటల పెంపకం NULL .
మనసు,మనసు ఉంటే ఇది చాలా సులభం NULL .
ఆదాయం ఆనందం,"ఆదాయం , ఆనందం NULL ."
మునగ కరివేపాకు సీతాఫలం జామ జాతి మొక్కలు,"మునగ , కరివేపాకు , సీతాఫలం , జామ అందరూ పెంచగలవి , వీటిని వేసే మంచి జాతి మొక్కలు ఎంచుకోవాలి"
అరటి,అరటి సులభంగా బతుకుతుంది .
కూరపాదులు,నాలుగు కూరపాదులు వేసుకోలేమా ?
వంగ టొమాటో మొలకలు,"వంగ , టొమాటో మొలకలు బాగా పెరుగుతాయి ."
బెండ,బెండ తొందరగా పెరుగుతుంది .
బీర కాకర తీగలయితే పైకి దొండ ఏడు,"బీర , కాకర తీగలయితే పైకి పాకుతాయి , దొండ రెండో ఏడు ఉంటుంది ."
ఆకు కూరలు రోజూ,ఆకు కూరలు రోజూ తినగలిగినా మంచిదే NULL .
పాలకూర గోంగూర తోటకూర కొత్తిమీర పుదీనా,"పాలకూర , గోంగూర , తోటకూర , కొత్తిమీర , పుదీనా బాగా పెరుగుతాయి ."
ఆకు కూరలు కూరగాయలు,"ఆకు కూరలు , కూరగాయలు నవనవలాడుతుంటాయి ."
బొప్పాయి చెట్టు,బొప్పాయి సులభంగా పెరిగే చెట్టు NULL .
చోటు,దీనికి పెద్ద చోటు అవసరం లేదు .
నెలలలోపే కాపుకు చెట్టు,ఇది ఆరు నెలలలోపే కాపుకు వచ్చే చెట్టు NULL .
చెట్టు,చెట్టు కాయలుంటాయి .
వారానికి పండు,వారానికి ఒక పండు తప్పకుండా పండుతుంది .
బొప్పాయి పండు,బొప్పాయి పండు తినడానికి రుచిగా ఉంటుంది .
బొప్పాయి కాయలతో కూరలు,పచ్చి బొప్పాయి కాయలతో కూరలు వండుకోవచ్చు .
బొప్పాయి కాయ గింజలు పాలు జబ్బులు,"బొప్పాయి కాయ , గింజలు , పాలు చాలా జబ్బులు పోగొడతాయి ."
కంటి జబ్బులకు బొప్పాయి పండు మందు,కంటి జబ్బులకు బొప్పాయి పండు మంచి మందు NULL .
బొప్పాయి రేచీకటి దగ్గరకు,బొప్పాయి తింటే రేచీకటి దగ్గరకు రాలేదు .
ఆడవాళ్లు కడుపుతో బొప్పాయి,ఆడవాళ్లు కడుపుతో ఉంటే బొప్పాయి తినగూడదు అంటారు .
నిజం,ఇది నిజం కాదు .
బిడ్డకు,పైగా బిడ్డకు ఎంతో మంచిది NULL .
మల బద్దకానికి బొప్పాయి పాలు నీళ్లు తేనె,"మల బద్దకానికి బొప్పాయి పాలు , నీళ్లు , తేనె కలిపి తాగండి ."
బొప్పాయి గింజలు పాలలో,బొప్పాయి గింజలు నూరి పాలలో కలిపి తాగండి .
ఏలిక పాములు,ఏలిక పాములు పడి .
బొప్పాయి కాయ గుజ్జు రోజూ,బొప్పాయి కాయ గుజ్జు రోజూ పూయండి .
కురుపులు,కురుపులు మాడి .
,చూడండి !
బొప్పాయి,బొప్పాయి ఎంత గొప్పదో NULL !
మునగచెట్టు,ఒక మునగచెట్టు ఉంటే .
కూరకోసం పని,కూరకోసం వెతికే పని ఉండదు .
మునగ మేలు చాలామందికి,మునగ చేసే మేలు మనలో చాలామందికి తెలియదు .
మునగాకు కూర కళ్లకు,మునగాకు కూర కళ్లకు ఎంతో మంచిది NULL .
పూత కూరలో,పూత కూరలో వేసుకోవచ్చు .
మునగలు రకాలు,మునగలు చాలా రకాలు NULL .
బెంగుళూరు రకం,వీటిలో బెంగుళూరు రకం చాలా మంచిది NULL .
కాయ,కాయ లావుగా పొడవుగా ఉంటుంది .
లోపల గుజ్జు,లోపల గుజ్జు బాగా ఉంటుంది .
రుచి దీనిది,ముదిరినా తగ్గని రుచి దీనిది NULL .
రకం మునగ ఏడాదిలో,మంచి రకం మునగ ఏడాదిలో కాపుపడుతుంది .
మునగ కాయలు రూపాయలే,మునగ కాసేది కాయలు కాదు రూపాయలే NULL .
పాల దిగుబడి,పాల దిగుబడి పెరగాలంటే -
పాల దిగుబడి ఆదాయం,పాల దిగుబడి పెరిగితే మన ఆదాయం పెరుగుతుంది .
పాడి దిగుబడి,మెలకువగా పాడి చేసుకుంటే దిగుబడి బాగా పెంచుకోవచ్చు .
గడ్డి మేత కంది,పచ్చి గడ్డి మేత వేసేటప్పుడు కంది వేయాలి .
అరలీటరు పాలు దిగుబడి,దీని అరలీటరు పాలు దిగుబడి పెరుగుతుంది .
పశువును,పశువును బాగా కడగాలి .
కొట్టంలో పేడ ఈగలు దోమలు,"కొట్టంలో పేడ , ఈగలు , దోమలు లేకుండా చూచుకోవాలి ."
గొడ్డును,పాలిచ్చేటప్పుడు గొడ్డును భయపెట్టగూడదు .
,అది సంతోషంగా ఉండాలి .
పాల దిగుబడి,దీని పాల దిగుబడి పెరుగుతుంది .
దూడకు మొదట పాలు,దూడకు మొదట పాలు తాపాలి .
తరువాత పాలు,తరువాత పాలు పిండాలి .
చివరి పాలు దూడకు,చివరి పాలు దూడకు వదల .
పాలు రోజూ సమయంలో,పాలు రోజూ ఒకే సమయంలో పిండాలి .
,తొందర తొందరగా పిండాలి .
అప్పుడప్పుడు,అప్పుడప్పుడు మానివేయ .
పశువు జబ్బుతో పాలు,పశువు జబ్బుతో ఉంటే పాలు పిండగూడదు .
అరటి చెట్టు,అరటి సులభంగా పెరిగే చెట్టు NULL .
దీనికి చోటు,దీనికి కొద్ది చోటు చాలు NULL .
ఇంటిలో పిలక,ఇంటిలో ఒక పిలక నాటుకుంటే .
ఏళ్ల తరబడి,ఏళ్ల తరబడి ఉంటుంది .
పిలకలు,ఒకటి రెండు పిలకలు ఉంచి మిగిలిన వాటిని తీసి .
గెల చెట్టును,గెల కోసిన చెట్టును నరికి .
పచ్చవి కాపుకు రకం,వీటిలో పచ్చవి తొందరగా కాపుకు వచ్చే రకం NULL .
చెట్టు,ఈ చెట్టు పొట్టిగా ఉంటుంది .
అరటికి పేడ ఎరువు,అరటికి పచ్చి పేడ మంచి ఎరువు NULL .
పూతకు యూరియా,పూతకు వచ్చినప్పుడు యూరియా వాడడం మంచిది NULL .
గెల,పెద్ద గెల దిగుతుంది .
కాయ సైజు,కాయ సైజు పెరుగుతుంది .
అరటికి తడి నీరు,అరటికి తడి ఆరకుండా నీరు ఉండాలి .
నీళ్లు చెట్టుకు,మనం వాడిన నీళ్లు చెట్టుకు పారేటట్టు చేసుకుంటే .
సంగతి,ఈ సంగతి మీకు తెలుసా
ఆపిల్ పళ్లలో బలం అరటి పండులో,మూడు ఆపిల్ పళ్లలో ఉండే బలం ఒక అరటి పండులో ఉంది .
,అదనంగా సంపాదించాలని అందరికీ ఉంటుంది .
,ఏదో చేయాలి అనుకుంటాము .
అందుబాటులో పనులు,కానీ అందుబాటులో ఉండే పనులు మనకు కనబడవు .
కూరగాయలు,కూరగాయలు పండించలేం .
కొబ్బరి మొలకలు,కానీ రెండు కొబ్బరి మొలకలు నాటుకోవచ్చుగదా !
చెట్టు పైకి,చెట్టు పెరిగి పైకి పోతుంది .
అడ్డం,మనకు అడ్డం రాదు .
కొబ్బరిలో సంకరజాతివి,కొబ్బరిలో సంకరజాతివి నాటుకొంటే మంచిది NULL .
కాపు,తొందరగా కాపు పడతాయి .
కొబ్బరి చెట్టు నీళ్లు,కొబ్బరి చెట్టు బాగా కాయాలంటే నీళ్లు బాగా ఉండాలి .
చెట్టు మొదట తడి,చెట్టు మొదట తడి ఆరకుండా చూచుకోవాలి .
నీళ్లు చెట్టుకు,మనం వాడుకునే నీళ్లు చెట్టుకు అందేటట్టు చేసుకుంటే .
ఉపాయం,దీనికొక ఉపాయం ఉంది .
గుంటను బండతో,గుంటను ఒక బండతో కప్పివేయాలి .
నీళ్లు గుంటలో,మనం వాడిన నీళ్లు ఈ గుంటలో పడేటట్టు చేయాలి .
చెట్టు,చెట్టు తొందరగా పెరుగుతుంది .
కొబ్బరి చెట్టు రూపాయల ఆదాయం,ఒక కొబ్బరి చెట్టు సుమారుగా కాపు పడితే అయిదు వందల రూపాయల ఆదాయం ఉంటుంది .
సంపాదన,ఇంతకంటే సులభమైన సంపాదన ఉంటుందా !
కొబ్బరి మొలకలు,రెండు కొబ్బరి మొలకలు నాటండి !
వెంకటాపురంలో సోములు,వెంకటాపురంలో సోములు ఉండేవాడు .
సోములు పనీ,సోములు ఏ పనీ చేసేవాడు .
పని,నేను ఎందుకు పని చేయాలి .
ఏనాటికైనా ధనవంతుడను,ఏనాటికైనా నేను ధనవంతుడను అవుతాను .
జాతకంలోనే,అది నా జాతకంలోనే రాసి .
సోములు,అని సోములు అనేవాడు .
పని బతుకు,పని చేసి బతుకు అనేవాడు .
ధనవంతునివి పని,ధనవంతునివి కావాలి అంటే పని చేయాలి .
సోములు,సోములు వినేవాడు .
చివరికి పోచాలు సోములుతో,చివరికి పోచాలు సోములుతో విసిగిపోయాడు .
సోములుకు పెళ్లి,సోములుకు పెళ్లి చేయాలి .
సోములుకు పెళ్లి,సోములుకు పెళ్లి చేశారు .
సోములుకు అనసూయతో పెళ్లి,సోములుకు అనసూయతో పెళ్లి జరిగింది .
సోములును దారికి,సోములును ఒక దారికి తేవాలి .
పని,పని చేయించాలి .
అనసూయ,అని అనసూయ అనుకుంది .
రోజు ఉదయాన,ఒక రోజు ఉదయాన లేచింది .
కలలో దేవత,నాకు కలలో ఒక దేవత కనిపించింది .
పెరటిలో లంకెబిందెలు,మన పెరటిలో లంకెబిందెలు ఉన్నాయట .
దేవత,దేవత నాతో చెప్పింది .
అనసూయ సోములుతో,అని అనసూయ సోములుతో అంది .
సోములు ముఖంలో సంతోషం జాతకం,సోములు ముఖంలో సంతోషం నా జాతకం ఇదే అయుండాలి .
పలుగు పార,పలుగు పార తీసుకున్నాడు .
లంకెబిందెల పెరటిలో,లంకెబిందెల పెరటిలో తవ్వాడు .
రోజులు,పది రోజులు తవ్వాడు .
లంకెబిందెలు,అయినా లంకెబిందెలు కనపడలేదు .
గోతిలో నీళ్లు,కానీ గోతిలో నీళ్లు చేరాయి .
పైసా బావి పని,పైసా లేకుండా బావి పని అయింది .
అనసూయ,అందుకు అనసూయ సంతోషించింది .
పెరడంతా,పెరడంతా దున్నాలి .
అప్పుడే లంకెబిందెలు,అప్పుడే లంకెబిందెలు దొరుకుతాయి .
సోములుకు ఆశ,సోములుకు ఆశ చావలేదు .
పెరడంతా,పెరడంతా దున్నాడు .
వారం రోజులు,వారం రోజులు దున్నాడు .
లంకెబిందెల,అయినా లంకెబిందెల జాడలేదు .
అనసూయకు సంతోషం,అనసూయకు సంతోషం అయింది .
పెరడంతా అరటి పిలకలు,పెరడంతా అరటి పిలకలు నాటింది .
కల నిజం,నా కల నిజం అవుతుంది .
దేవత మంచికే,దేవత మన మంచికే చెప్పింది .
లంకెబిందెలు పెరటిలో,లంకెబిందెలు పెరటిలో దొరకలేదు .
ఆశ,ఆశ చావలేదు .
బావిలో బిందెలు,అయినా బావిలో బిందెలు కనపడలేదు .
రోజురోజుకు నీళ్లు,రోజురోజుకు నీళ్లు ఊరాయి .
అనసూయ పెరటిలో పాదులు,అనసూయ పెరటిలో పాదులు తీసింది .
అరటి పిలకలకు నీళ్లు,అరటి పిలకలకు నీళ్లు అందేలా .
రోజులకు అరటి గెలలు,కొన్ని రోజులకు అరటి గెలలు వేశాయి .
అనసూయ అంగడికి,అనసూయ వాటిని అంగడికి పంపింది .
పైసలు జమ,పైసలు జమ చేసింది .
పైసలు సోములు చేతిలో,ఆ పైసలు సోములు చేతిలో ఉంచింది .
ఊరు,అనగనగా ఒక ఊరు NULL .
ఊరి పేరు సిరిపురం,ఆ ఊరి పేరు సిరిపురం NULL .
సోములు సీతాలు ఆలుమగలు,సోములు సీతాలు ఆలుమగలు NULL .
వాళ్లది సిరిపురం,వాళ్లది సిరిపురం NULL .
మొదటిసారి కూతురు,మొదటిసారి కూతురు పుట్టింది .
సోములు సీతాలు,సోములు సీతాలు మురిసి .
రెండోసారి కూతురే,రెండోసారి కూతురే పుట్టింది .
సోములుకు మనసులో మనసు,సోములుకు మనసులో మనసు లేదు .
సీతాలును మాటలు,సీతాలును సూటిపోటి మాటలు అనేవాడు .
కొడుకు లోటు,కొడుకు లేకపోవడం లోటు అని అందరితో అనేవాడు .
కొడుకుని సీతాలుదే తప్పు,కొడుకుని కనకపోవడం సీతాలుదే తప్పు NULL . అని అందరితో అనేవాడు .
కాన్పులతో సీతాలు,కాన్పులతో సీతాలు పాడయింది .
సోములు,అయినా సోములు వినలేదు .
సాధువు ఊరికి,ఎవరో సాధువు ఆ ఊరికి వచ్చాడు .
సాధువు రోగాలు నయం,ఆ సాధువు రోగాలు నయం చేసేవాడు .
మందులు,మందులు ఇచ్చేవాడు .
సోములుకు,సోములుకు తెలిసింది .
సోములు సీతాలుతో సాధువును,సోములు సీతాలుతో సాధువును కలిశాడు .
కొడుకు,కొడుకు పుట్టడానికి మందు అడిగాడు .
సాధువు మందు,సాధువు ఏదో మందు ఇచ్చాడు .
సోములు సాధువు మాటలు,సోములు సాధువు మాటలు నమ్మాడు .
ధనం,అడిగిన ధనం ఇచ్చాడు .
సీతాలు మందు,సీతాలు మందు తినిపించాడు .
సీతాలుకు నెలలు,సీతాలుకు నెలలు నిండాయి .
కాన్పు,కాన్పు అయింది .
సారి కూతురే,ఈ సారి కూతురే NULL .
సోములు కోరిక,సోములు కోరిక తీరలేదు .
సీతాలు బాధలు,సీతాలు బాధలు పెరిగాయి .
ఒకసారి సోములుకు,ఒకసారి సోములుకు బాగాలేదు .
,"కక్కుడు , పారుడు అయింది ."
దవాఖానాలో,దవాఖానాలో ఉంచారు .
వారం రోజులు దవాఖానాలో,వారం రోజులు దవాఖానాలో ఉన్నాడు .
రోజు డాక్టరు,రోజు డాక్టరు చూసేవాడు .
ఒకరోజు సోములుకు రత్తాలు దవాఖానాకు,ఒకరోజు సోములుకు రత్తాలు దవాఖానాకు వచ్చింది .
డాక్టరును,డాక్టరును కలిసింది .
గోడు,తన గోడు చెప్పుకుంది .
రత్తాలుకు అయిదుగురు ఆడపిల్లలే,రత్తాలుకు అయిదుగురు ఆడపిల్లలే NULL .
మొగుడు,అందుకు మొగుడు కొడుతున్నాడు .
పెళ్లి,మళ్లీ పెళ్లి చేసుకుంటాడట .
సారి పిల్లాడు రత్తాలు డాక్టరుతో ఏడుపు,ఈ సారి మగ పిల్లాడు కలిగేలా . అని రత్తాలు డాక్టరుతో ఒకటే ఏడుపు NULL .
మందులతో లాభం,మందులతో లాభం లేదు .
మగపిల్లవాడు మందులు రత్తాలు,మగపిల్లవాడు పుట్టడానికి మందులు లేవా అని రత్తాలు అడిగింది .
మగపిల్లవాడా ఆడపిల్లనా,మగపిల్లవాడా ఆడపిల్లనా NULL .
చేతిలో,ఇది ఎవరి చేతిలో లేదు .
ఆడవాళ్లకు నెలా నెలా అండం,ఆడవాళ్లకు నెలా నెలా అండం వస్తుంది .
అండంతో వీర్య కణాలు,అండంతో వీర్య కణాలు కలుస్తాయి .
అప్పుడు పిండం,అప్పుడు పిండం తయారవుతుంది .
మగ ఆడ వీర్య కణాలను,మగ ఆడ అనేది వీర్య కణాలను ఉంటుంది .
వీర్య కణాలు రకాలు,వీర్య కణాలు రెండు రకాలు ఉంటాయి .
రకంతో ఆడపిల్లలే,ఒక రకంతో ఆడపిల్లలే పుడతారు .
రకంతో మగపిల్లలే,ఇంకో రకంతో మగపిల్లలే పుడతారు .
మగవాళ్లలో రకం ఆడపిల్లలే,మగవాళ్లలో ఒకే రకం కణాలుంటే ఆడపిల్లలే పుడతారు .
రకాల కణాలు ఆడపిల్లలు మగపిల్లలు,"రెండు రకాల కణాలు ఉంటే ఆడపిల్లలు పుడతారు , మగపిల్లలు పుడతారు ."
చేతిలో,అంతేగాని ఇది ఎవరి చేతిలో లేదు .
ఆడవాళ్ల తప్పు డాక్టరు,ఆడవాళ్ల తప్పు అసలే కాదు . అని డాక్టరు చెప్పింది .
సోములు,సోములు ఇదంతా విన్నాడు .
తప్పు,తన తప్పు తెలుసుకున్నాడు .
సీతాలు దగ్గరకు,సీతాలు రాగానే దగ్గరకు తీసుకున్నాడు .
కొడుకైనా కూతురైనా,కొడుకైనా కూతురైనా ఒకటే అన్నాడు .
రాజులు మగడు సాయిలు,రాజులు మగడు సాయిలు NULL .
సాయిలు పాలేరు పని,సాయిలు చేసేది పాలేరు పని NULL .
దొరగారి పాలేరు,దొరగారి పాలేరు NULL .
నెలకు జీతం,నెలకు మూడు కుంచాల జీతం NULL .
నిరుటి,నిరుటి కుంచెడే NULL .
కాలం జీతగాడే,కుంచెడు కాలం తాను జీతగాడే NULL .
తాత జీతగాడే,తాత జీతగాడే NULL .
నాయన జీతగాడే,నాయన జీతగాడే NULL .
రాజులు కూలికి నాలికి,రాజులు కూలికి నాలికి పోతది .
కోతల కాలంలో పరిగె,కోతల కాలంలో పరిగె ఏరుకుంటుంది .
దొర ఇంటి పనులకు,దొర ఇంటి పనులకు పోతది .
,అయితే ఏమీ ఉంది .
ఆరుగాలం అయిదు వేళ్లు నోటిలోకి గగనం,ఆరుగాలం పనిచేసినా . అయిదు వేళ్లు నోటిలోకి పోవుట గగనం NULL .
రాజులు తల్లి,రాజులు తల్లి ఇంట సుఖపడలేదు .
సుఖం,ఇంట సుఖం లేదు .
మొదటి బాధలే,మొదటి బాధలే NULL .
నాడు,అయినా ఏ నాడు ఏడవలేదు .
గుండె బలంతో,గుండె బలంతో బతికింది .
మంచి,అందరితోనూ మంచి అనిపించుకుంది .
మొదలు నలుగురు ఆడసంతానం,మొదలు వరుసగా నలుగురు ఆడసంతానం NULL .
ఇద్దరు,ఇద్దరు పోయినారు .
ఇద్దరు,ఇద్దరు మిగిలినారు .
పేదోళ్లం,మనం పేదోళ్లం NULL .
కూతురే కొడుకు,కూతురే కొడుకు అనుకుందాం .
పిల్లాడు,మగ పిల్లాడు లేకుంటే మానే .
భూములా జాగాలా,మనకి భూములా జాగాలా NULL .
పశువులా పంటలా,పశువులా పంటలా NULL .
వెండా బంగారమా,వెండా బంగారమా NULL .
బంగళాలా,బంగళాలా NULL .
సాయిలు,సాయిలు వినలేదు .
మాట నిజమే,నీ మాట నిజమే NULL .
ముల్లె,మనకు ముల్లె లేదు .
