dropped,sentences
తింటే రాలేదు .,బొప్పాయి తింటే రేచీకటి దగ్గరకు రాలేదు .
ఉంటే తినగూడదు అంటారు .,ఆడవాళ్లు కడుపుతో ఉంటే బొప్పాయి తినగూడదు అంటారు .
ఇది కాదు .,ఇది నిజం కాదు .
పైగా ఎంతో మంచిది NULL .,పైగా బిడ్డకు ఎంతో మంచిది NULL .
", , కలిపి తాగండి .","మల బద్దకానికి బొప్పాయి పాలు , నీళ్లు , తేనె కలిపి తాగండి ."
నూరి కలిపి తాగండి .,బొప్పాయి గింజలు నూరి పాలలో కలిపి తాగండి .
పడి .,ఏలిక పాములు పడి .
పూయండి .,బొప్పాయి కాయ గుజ్జు రోజూ పూయండి .
మాడి .,కురుపులు మాడి .
చూడండి !,చూడండి !
ఎంత గొప్పదో NULL !,బొప్పాయి ఎంత గొప్పదో NULL !
ఒక ఉంటే .,ఒక మునగచెట్టు ఉంటే .
వెతికే ఉండదు .,కూరకోసం వెతికే పని ఉండదు .
చేసే మనలో తెలియదు .,మునగ చేసే మేలు మనలో చాలామందికి తెలియదు .
ఎంతో మంచిది NULL .,మునగాకు కూర కళ్లకు ఎంతో మంచిది NULL .
వేసుకోవచ్చు .,పూత కూరలో వేసుకోవచ్చు .
చాలా NULL .,మునగలు చాలా రకాలు NULL .
వీటిలో చాలా మంచిది NULL .,వీటిలో బెంగుళూరు రకం చాలా మంచిది NULL .
లావుగా పొడవుగా ఉంటుంది .,కాయ లావుగా పొడవుగా ఉంటుంది .
బాగా ఉంటుంది .,లోపల గుజ్జు బాగా ఉంటుంది .
ముదిరినా తగ్గని NULL .,ముదిరినా తగ్గని రుచి దీనిది NULL .
మంచి కాపుపడుతుంది .,మంచి రకం మునగ ఏడాదిలో కాపుపడుతుంది .
కాసేది కాదు NULL .,మునగ కాసేది కాయలు కాదు రూపాయలే NULL .
పెరగాలంటే -,పాల దిగుబడి పెరగాలంటే -
పెరిగితే మన పెరుగుతుంది .,పాల దిగుబడి పెరిగితే మన ఆదాయం పెరుగుతుంది .
మెలకువగా చేసుకుంటే బాగా పెంచుకోవచ్చు .,మెలకువగా పాడి చేసుకుంటే దిగుబడి బాగా పెంచుకోవచ్చు .
పచ్చి వేసేటప్పుడు వేయాలి .,పచ్చి గడ్డి మేత వేసేటప్పుడు కంది వేయాలి .
దీని పెరుగుతుంది .,దీని అరలీటరు పాలు దిగుబడి పెరుగుతుంది .
బాగా కడగాలి .,పశువును బాగా కడగాలి .
", , లేకుండా చూచుకోవాలి .","కొట్టంలో పేడ , ఈగలు , దోమలు లేకుండా చూచుకోవాలి ."
పాలిచ్చేటప్పుడు భయపెట్టగూడదు .,పాలిచ్చేటప్పుడు గొడ్డును భయపెట్టగూడదు .
అది సంతోషంగా ఉండాలి .,అది సంతోషంగా ఉండాలి .
దీని పెరుగుతుంది .,దీని పాల దిగుబడి పెరుగుతుంది .
తాపాలి .,దూడకు మొదట పాలు తాపాలి .
పిండాలి .,తరువాత పాలు పిండాలి .
వదల .,చివరి పాలు దూడకు వదల .
ఒకే పిండాలి .,పాలు రోజూ ఒకే సమయంలో పిండాలి .
తొందర తొందరగా పిండాలి .,తొందర తొందరగా పిండాలి .
మానివేయ .,అప్పుడప్పుడు మానివేయ .
ఉంటే పిండగూడదు .,పశువు జబ్బుతో ఉంటే పాలు పిండగూడదు .
సులభంగా పెరిగే NULL .,అరటి సులభంగా పెరిగే చెట్టు NULL .
కొద్ది చాలు NULL .,దీనికి కొద్ది చోటు చాలు NULL .
ఒక నాటుకుంటే .,ఇంటిలో ఒక పిలక నాటుకుంటే .
ఉంటుంది .,ఏళ్ల తరబడి ఉంటుంది .
ఒకటి రెండు ఉంచి మిగిలిన వాటిని తీసి .,ఒకటి రెండు పిలకలు ఉంచి మిగిలిన వాటిని తీసి .
కోసిన నరికి .,గెల కోసిన చెట్టును నరికి .
వీటిలో తొందరగా వచ్చే NULL .,వీటిలో పచ్చవి తొందరగా కాపుకు వచ్చే రకం NULL .
ఈ పొట్టిగా ఉంటుంది .,ఈ చెట్టు పొట్టిగా ఉంటుంది .
పచ్చి మంచి NULL .,అరటికి పచ్చి పేడ మంచి ఎరువు NULL .
వచ్చినప్పుడు వాడడం మంచిది NULL .,పూతకు వచ్చినప్పుడు యూరియా వాడడం మంచిది NULL .
పెద్ద దిగుతుంది .,పెద్ద గెల దిగుతుంది .
పెరుగుతుంది .,కాయ సైజు పెరుగుతుంది .
ఆరకుండా ఉండాలి .,అరటికి తడి ఆరకుండా నీరు ఉండాలి .
మనం వాడిన పారేటట్టు చేసుకుంటే .,మనం వాడిన నీళ్లు చెట్టుకు పారేటట్టు చేసుకుంటే .
ఈ మీకు తెలుసా,ఈ సంగతి మీకు తెలుసా
మూడు ఉండే ఒక ఉంది .,మూడు ఆపిల్ పళ్లలో ఉండే బలం ఒక అరటి పండులో ఉంది .
అదనంగా సంపాదించాలని అందరికీ ఉంటుంది .,అదనంగా సంపాదించాలని అందరికీ ఉంటుంది .
ఏదో చేయాలి అనుకుంటాము .,ఏదో చేయాలి అనుకుంటాము .
కానీ ఉండే మనకు కనబడవు .,కానీ అందుబాటులో ఉండే పనులు మనకు కనబడవు .
పండించలేం .,కూరగాయలు పండించలేం .
కానీ రెండు నాటుకోవచ్చుగదా !,కానీ రెండు కొబ్బరి మొలకలు నాటుకోవచ్చుగదా !
పెరిగి పోతుంది .,చెట్టు పెరిగి పైకి పోతుంది .
మనకు రాదు .,మనకు అడ్డం రాదు .
నాటుకొంటే మంచిది NULL .,కొబ్బరిలో సంకరజాతివి నాటుకొంటే మంచిది NULL .
తొందరగా పడతాయి .,తొందరగా కాపు పడతాయి .
బాగా కాయాలంటే బాగా ఉండాలి .,కొబ్బరి చెట్టు బాగా కాయాలంటే నీళ్లు బాగా ఉండాలి .
ఆరకుండా చూచుకోవాలి .,చెట్టు మొదట తడి ఆరకుండా చూచుకోవాలి .
మనం వాడుకునే అందేటట్టు చేసుకుంటే .,మనం వాడుకునే నీళ్లు చెట్టుకు అందేటట్టు చేసుకుంటే .
దీనికొక ఉంది .,దీనికొక ఉపాయం ఉంది .
ఒక కప్పివేయాలి .,గుంటను ఒక బండతో కప్పివేయాలి .
మనం వాడిన ఈ పడేటట్టు చేయాలి .,మనం వాడిన నీళ్లు ఈ గుంటలో పడేటట్టు చేయాలి .
తొందరగా పెరుగుతుంది .,చెట్టు తొందరగా పెరుగుతుంది .
ఒక సుమారుగా కాపు పడితే అయిదు వందల ఉంటుంది .,ఒక కొబ్బరి చెట్టు సుమారుగా కాపు పడితే అయిదు వందల రూపాయల ఆదాయం ఉంటుంది .
ఇంతకంటే సులభమైన ఉంటుందా !,ఇంతకంటే సులభమైన సంపాదన ఉంటుందా !
రెండు నాటండి !,రెండు కొబ్బరి మొలకలు నాటండి !
ఉండేవాడు .,వెంకటాపురంలో సోములు ఉండేవాడు .
ఏ చేసేవాడు .,సోములు ఏ పనీ చేసేవాడు .
నేను ఎందుకు చేయాలి .,నేను ఎందుకు పని చేయాలి .
నేను అవుతాను .,ఏనాటికైనా నేను ధనవంతుడను అవుతాను .
అది నా రాసి .,అది నా జాతకంలోనే రాసి .
అని అనేవాడు .,అని సోములు అనేవాడు .
చేసి అనేవాడు .,పని చేసి బతుకు అనేవాడు .
కావాలి అంటే చేయాలి .,ధనవంతునివి కావాలి అంటే పని చేయాలి .
వినేవాడు .,సోములు వినేవాడు .
విసిగిపోయాడు .,చివరికి పోచాలు సోములుతో విసిగిపోయాడు .
చేయాలి .,సోములుకు పెళ్లి చేయాలి .
చేశారు .,సోములుకు పెళ్లి చేశారు .
జరిగింది .,సోములుకు అనసూయతో పెళ్లి జరిగింది .
ఒక తేవాలి .,సోములును ఒక దారికి తేవాలి .
చేయించాలి .,పని చేయించాలి .
అని అనుకుంది .,అని అనసూయ అనుకుంది .
ఒక లేచింది .,ఒక రోజు ఉదయాన లేచింది .
నాకు ఒక కనిపించింది .,నాకు కలలో ఒక దేవత కనిపించింది .
మన ఉన్నాయట .,మన పెరటిలో లంకెబిందెలు ఉన్నాయట .
నాతో చెప్పింది .,దేవత నాతో చెప్పింది .
అని అంది .,అని అనసూయ సోములుతో అంది .
నా ఇదే అయుండాలి .,సోములు ముఖంలో సంతోషం నా జాతకం ఇదే అయుండాలి .
తీసుకున్నాడు .,పలుగు పార తీసుకున్నాడు .
తవ్వాడు .,లంకెబిందెల పెరటిలో తవ్వాడు .
పది తవ్వాడు .,పది రోజులు తవ్వాడు .
అయినా కనపడలేదు .,అయినా లంకెబిందెలు కనపడలేదు .
కానీ చేరాయి .,కానీ గోతిలో నీళ్లు చేరాయి .
లేకుండా అయింది .,పైసా లేకుండా బావి పని అయింది .
అందుకు సంతోషించింది .,అందుకు అనసూయ సంతోషించింది .
దున్నాలి .,పెరడంతా దున్నాలి .
దొరుకుతాయి .,అప్పుడే లంకెబిందెలు దొరుకుతాయి .
చావలేదు .,సోములుకు ఆశ చావలేదు .
దున్నాడు .,పెరడంతా దున్నాడు .
దున్నాడు .,వారం రోజులు దున్నాడు .
అయినా జాడలేదు .,అయినా లంకెబిందెల జాడలేదు .
అయింది .,అనసూయకు సంతోషం అయింది .
నాటింది .,పెరడంతా అరటి పిలకలు నాటింది .
నా అవుతుంది .,నా కల నిజం అవుతుంది .
మన చెప్పింది .,దేవత మన మంచికే చెప్పింది .
దొరకలేదు .,లంకెబిందెలు పెరటిలో దొరకలేదు .
చావలేదు .,ఆశ చావలేదు .
అయినా కనపడలేదు .,అయినా బావిలో బిందెలు కనపడలేదు .
ఊరాయి .,రోజురోజుకు నీళ్లు ఊరాయి .
తీసింది .,అనసూయ పెరటిలో పాదులు తీసింది .
అందేలా .,అరటి పిలకలకు నీళ్లు అందేలా .
కొన్ని వేశాయి .,కొన్ని రోజులకు అరటి గెలలు వేశాయి .
వాటిని పంపింది .,అనసూయ వాటిని అంగడికి పంపింది .
చేసింది .,పైసలు జమ చేసింది .
ఆ ఉంచింది .,ఆ పైసలు సోములు చేతిలో ఉంచింది .
అనగనగా ఒక NULL .,అనగనగా ఒక ఊరు NULL .
ఆ NULL .,ఆ ఊరి పేరు సిరిపురం NULL .
NULL NULL .,సోములు సీతాలు ఆలుమగలు NULL .
NULL .,వాళ్లది సిరిపురం NULL .
పుట్టింది .,మొదటిసారి కూతురు పుట్టింది .
NULL మురిసి .,సోములు సీతాలు మురిసి .
పుట్టింది .,రెండోసారి కూతురే పుట్టింది .
లేదు .,సోములుకు మనసులో మనసు లేదు .
సూటిపోటి అనేవాడు .,సీతాలును సూటిపోటి మాటలు అనేవాడు .
లేకపోవడం NULL అని అందరితో అనేవాడు .,కొడుకు లేకపోవడం లోటు అని అందరితో అనేవాడు .
కనకపోవడం NULL . అని అందరితో అనేవాడు .,కొడుకుని కనకపోవడం సీతాలుదే తప్పు NULL . అని అందరితో అనేవాడు .
పాడయింది .,కాన్పులతో సీతాలు పాడయింది .
అయినా వినలేదు .,అయినా సోములు వినలేదు .
ఎవరో ఆ వచ్చాడు .,ఎవరో సాధువు ఆ ఊరికి వచ్చాడు .
ఆ చేసేవాడు .,ఆ సాధువు రోగాలు నయం చేసేవాడు .
ఇచ్చేవాడు .,మందులు ఇచ్చేవాడు .
తెలిసింది .,సోములుకు తెలిసింది .
కలిశాడు .,సోములు సీతాలుతో సాధువును కలిశాడు .
పుట్టడానికి మందు అడిగాడు .,కొడుకు పుట్టడానికి మందు అడిగాడు .
ఏదో ఇచ్చాడు .,సాధువు ఏదో మందు ఇచ్చాడు .
నమ్మాడు .,సోములు సాధువు మాటలు నమ్మాడు .
అడిగిన ఇచ్చాడు .,అడిగిన ధనం ఇచ్చాడు .
తినిపించాడు .,సీతాలు మందు తినిపించాడు .
నిండాయి .,సీతాలుకు నెలలు నిండాయి .
అయింది .,కాన్పు అయింది .
ఈ NULL .,ఈ సారి కూతురే NULL .
తీరలేదు .,సోములు కోరిక తీరలేదు .
పెరిగాయి .,సీతాలు బాధలు పెరిగాయి .
బాగాలేదు .,ఒకసారి సోములుకు బాగాలేదు .
"కక్కుడు , పారుడు అయింది .","కక్కుడు , పారుడు అయింది ."
ఉంచారు .,దవాఖానాలో ఉంచారు .
ఉన్నాడు .,వారం రోజులు దవాఖానాలో ఉన్నాడు .
చూసేవాడు .,రోజు డాక్టరు చూసేవాడు .
వచ్చింది .,ఒకరోజు సోములుకు రత్తాలు దవాఖానాకు వచ్చింది .
కలిసింది .,డాక్టరును కలిసింది .
తన చెప్పుకుంది .,తన గోడు చెప్పుకుంది .
NULL .,రత్తాలుకు అయిదుగురు ఆడపిల్లలే NULL .
అందుకు కొడుతున్నాడు .,అందుకు మొగుడు కొడుతున్నాడు .
మళ్లీ చేసుకుంటాడట .,మళ్లీ పెళ్లి చేసుకుంటాడట .
ఈ మగ కలిగేలా . అని ఒకటే NULL .,ఈ సారి మగ పిల్లాడు కలిగేలా . అని రత్తాలు డాక్టరుతో ఒకటే ఏడుపు NULL .
లేదు .,మందులతో లాభం లేదు .
పుట్టడానికి లేవా అని అడిగింది .,మగపిల్లవాడు పుట్టడానికి మందులు లేవా అని రత్తాలు అడిగింది .
NULL NULL .,మగపిల్లవాడా ఆడపిల్లనా NULL .
ఇది ఎవరి లేదు .,ఇది ఎవరి చేతిలో లేదు .
వస్తుంది .,ఆడవాళ్లకు నెలా నెలా అండం వస్తుంది .
కలుస్తాయి .,అండంతో వీర్య కణాలు కలుస్తాయి .
తయారవుతుంది .,అప్పుడు పిండం తయారవుతుంది .
అనేది ఉంటుంది .,మగ ఆడ అనేది వీర్య కణాలను ఉంటుంది .
రెండు ఉంటాయి .,వీర్య కణాలు రెండు రకాలు ఉంటాయి .
ఒక పుడతారు .,ఒక రకంతో ఆడపిల్లలే పుడతారు .
ఇంకో పుడతారు .,ఇంకో రకంతో మగపిల్లలే పుడతారు .
ఒకే కణాలుంటే పుడతారు .,మగవాళ్లలో ఒకే రకం కణాలుంటే ఆడపిల్లలే పుడతారు .
"రెండు ఉంటే పుడతారు , పుడతారు .","రెండు రకాల కణాలు ఉంటే ఆడపిల్లలు పుడతారు , మగపిల్లలు పుడతారు ."
అంతేగాని ఇది ఎవరి లేదు .,అంతేగాని ఇది ఎవరి చేతిలో లేదు .
అసలే కాదు . అని చెప్పింది .,ఆడవాళ్ల తప్పు అసలే కాదు . అని డాక్టరు చెప్పింది .
ఇదంతా విన్నాడు .,సోములు ఇదంతా విన్నాడు .
తన తెలుసుకున్నాడు .,తన తప్పు తెలుసుకున్నాడు .
రాగానే తీసుకున్నాడు .,సీతాలు రాగానే దగ్గరకు తీసుకున్నాడు .
NULL ఒకటే అన్నాడు .,కొడుకైనా కూతురైనా ఒకటే అన్నాడు .
NULL .,రాజులు మగడు సాయిలు NULL .
చేసేది NULL .,సాయిలు చేసేది పాలేరు పని NULL .
NULL .,దొరగారి పాలేరు NULL .
మూడు కుంచాల NULL .,నెలకు మూడు కుంచాల జీతం NULL .
కుంచెడే NULL .,నిరుటి కుంచెడే NULL .
కుంచెడు తాను NULL .,కుంచెడు కాలం తాను జీతగాడే NULL .
NULL .,తాత జీతగాడే NULL .
