dropped,sentences
అయినప్పుడూ చేయించుకోవాలసినప్పుడేనా అవసరమయ్యేది,"గర్భవతి అయినప్పుడూ , ఆపరేషను చేయించుకోవాలసినప్పుడేనా వాళ్లకు డాక్టర్లు అవసరమయ్యేది ?"
అవసరమయ్యేది,వైద్యం అవసరమయ్యేది ?
ఉన్నప్పుడు చేస్తే,గర్భంతో ఉన్నప్పుడు మాత్రం ఏదో వైద్య సాయం చేస్తే చాలా ?
కనేస్తుందా,అంతటితో సుఖంగా కనేస్తుందా ?
కావాలంటే కావాలి,అసలైన ఆరోగ్యం కావాలంటే ఆమెకు ఆహారం కావాలి .
ఉండాలి,తగినంత తీరిక ఉండాలి .
చదువుండాలి,చదువుండాలి .
కావాలో నిర్ణయించుకొనే వీలుండాలి,గర్భవతి కావాలో ఆమె నిర్ణయించుకొనే వీలుండాలి .
లేనపుడు కాకుండేందుకు తెలిసి,అవసరం లేనపుడు కాకుండేందుకు మార్గం ఏదో ఆమెకు తెలిసి .
ఉంటే కావడం NULL,ఇవన్నీ ఉంటే గర్భవతి కావడం ఆమెకో పండుగ NULL .
కాకుండా అవుతుంటే కావడం ఏమవుతుంది,"అట్లా కాకుండా ఆకలీ , గొడ్డు చాకిరితో సతమతం అవుతుంటే ! ఆమెకు గర్భవతి కావడం భారంగాక ఏమవుతుంది ?"
లేకుంటే అవుతుంది,దీనికి తోడు అలాంటప్పుడు తగిన వైద్య సాయమూ లేకుంటే ఆమె ఏమీ అవుతుంది ?
నయమయ్యే NULL,"పచ్చకామెర్లు , క్షయ , క్షయ , మలేరియా లాంటి రోగాలన్నీ నయమయ్యే రోగాలే NULL ."
ఉన్నవాళ్లకివి సోకితే NULL,ఐతే కడుపుతో ఉన్నవాళ్లకివి సోకితే ప్రమాదం NULL .
లేకపోతే పడకపోతే తెస్తుంది,"సరైన ఆహారం లేకపోతే , జాగ్రత్త పడకపోతే ఏ జబ్బైనా ప్రాణం తెస్తుంది ."
ఉన్నప్పుడు NULL,అందువల్ల కడుపుతో ఉన్నప్పుడు జాగ్రత్తలు అవసరం NULL .
NULL,మరీ సరైన ఆహారం NULL .
NULL,లేనివాళ్లకు మరిన్ని జాగ్రత్తలు అవసరం NULL .
కంటారు,అప్పుడే వాళ్లు సుఖంగా కంటారు .
ఉన్న NULL,అంటే కడుపుతో ఉన్న ప్రతి ఇల్లాలికీ NULL :
ఇస్తే సరిపోదు,ఎక్కువ ఆహారం ఇస్తే సరిపోదు .
లేక చిక్కిపోయిందనుకోండి,ఇప్పటికే సరైన ఆహారం లేక ఆమె చిక్కిపోయిందనుకోండి .
చదువుకోలేదు అనుకోండి,ఆమె చదువుకోలేదు అనుకోండి .
లేదనుకోండి,కాన్పు తగిన సంరక్షణ లేదనుకోండి .
పెరగాలి NULL,అసలు విషయం ఏమంటే మొదటి ఆడవాళ్లు ఆరోగ్యంగా పెరగాలి NULL .
పడుతుంది,మన ఆరోగ్యం బతుకుల్ని అద్దం పడుతుంది .
ఉన్నప్పుడు NULL,గర్భంతో ఉన్నప్పుడు ఆమెకు ఇద్దరి ఆహారం అవసరం NULL .
పనిచేసే ఉండాలి,ఆడవాళ్లకు మగవాళ్లతో సమానంగా పనిచేసే హక్కు ఉండాలి .
ఉండాలి,"మగవాళ్లతో సమానమైన కూలి , జీతం ఉండాలి ."
NULL,ఎలాంటిదా కొత్త ప్రపంచం NULL ?
ఉండే NULL,"సొంత ఇంట్లో - వాడలో , ఊళ్లో - రాష్ట్రంలో , దేశంలో ప్రతిచోట ప్రతి విషయంలోనూ ఆడా మగా సమానంగా ఉండే ప్రపంచం NULL !"
పెడతాం,ఈ కొత్త ప్రపంచంలోకి మనం అడుగు పెడతాం ?
అంటారా,ఎలా అంటారా ?
నేర్చుకోడంతోనే,చదువు నేర్చుకోడంతోనే
NULL చదువుంటే NULL,చదువంటే శక్తి చదువుంటే ఆయుధం NULL .
చదువుకోవాలి,అందుకే ఆడవాళ్లు చదువుకోవాలి .
నిలబడ్డం తెలుసుకోవాలి,సొంత కాళ్ల నిలబడ్డం తెలుసుకోవాలి .
ఉంటాయి,మనకు చాలా ఆలోచనలు ఉంటాయి .
చేయాలని అనుకొంటాం,ఏదో చేయాలని అనుకొంటాం .
ఉండదు,అది అందుబాటులో ఉండదు .
NULL,అందరికీ అందుబాటులోనిది పెరటి తోటల పెంపకం NULL .
ఉంటే NULL,మనసు ఉంటే ఇది చాలా సులభం NULL .
NULL,"ఆదాయం , ఆనందం NULL ."
పెంచగలవి వేసే ఎంచుకోవాలి,"మునగ , కరివేపాకు , సీతాఫలం , జామ అందరూ పెంచగలవి , వీటిని వేసే మంచి జాతి మొక్కలు ఎంచుకోవాలి"
బతుకుతుంది,అరటి సులభంగా బతుకుతుంది .
వేసుకోలేమా,నాలుగు కూరపాదులు వేసుకోలేమా ?
పెరుగుతాయి,"వంగ , టొమాటో మొలకలు బాగా పెరుగుతాయి ."
పెరుగుతుంది,బెండ తొందరగా పెరుగుతుంది .
పాకుతాయి ఉంటుంది,"బీర , కాకర తీగలయితే పైకి పాకుతాయి , దొండ రెండో ఏడు ఉంటుంది ."
తినగలిగినా NULL,ఆకు కూరలు రోజూ తినగలిగినా మంచిదే NULL .
పెరుగుతాయి,"పాలకూర , గోంగూర , తోటకూర , కొత్తిమీర , పుదీనా బాగా పెరుగుతాయి ."
నవనవలాడుతుంటాయి,"ఆకు కూరలు , కూరగాయలు నవనవలాడుతుంటాయి ."
పెరిగే NULL,బొప్పాయి సులభంగా పెరిగే చెట్టు NULL .
లేదు,దీనికి పెద్ద చోటు అవసరం లేదు .
వచ్చే NULL,ఇది ఆరు నెలలలోపే కాపుకు వచ్చే చెట్టు NULL .
కాయలుంటాయి,చెట్టు కాయలుంటాయి .
పండుతుంది,వారానికి ఒక పండు తప్పకుండా పండుతుంది .
తినడానికి ఉంటుంది,బొప్పాయి పండు తినడానికి రుచిగా ఉంటుంది .
వండుకోవచ్చు,పచ్చి బొప్పాయి కాయలతో కూరలు వండుకోవచ్చు .
పోగొడతాయి,"బొప్పాయి కాయ , గింజలు , పాలు చాలా జబ్బులు పోగొడతాయి ."
NULL,కంటి జబ్బులకు బొప్పాయి పండు మంచి మందు NULL .
తింటే రాలేదు,బొప్పాయి తింటే రేచీకటి దగ్గరకు రాలేదు .
ఉంటే తినగూడదు అంటారు,ఆడవాళ్లు కడుపుతో ఉంటే బొప్పాయి తినగూడదు అంటారు .
కాదు,ఇది నిజం కాదు .
NULL,పైగా బిడ్డకు ఎంతో మంచిది NULL .
కలిపి తాగండి,"మల బద్దకానికి బొప్పాయి పాలు , నీళ్లు , తేనె కలిపి తాగండి ."
నూరి కలిపి తాగండి,బొప్పాయి గింజలు నూరి పాలలో కలిపి తాగండి .
పడి,ఏలిక పాములు పడి .
పూయండి,బొప్పాయి కాయ గుజ్జు రోజూ పూయండి .
మాడి,కురుపులు మాడి .
చూడండి,చూడండి !
NULL,బొప్పాయి ఎంత గొప్పదో NULL !
ఉంటే,ఒక మునగచెట్టు ఉంటే .
వెతికే ఉండదు,కూరకోసం వెతికే పని ఉండదు .
చేసే తెలియదు,మునగ చేసే మేలు మనలో చాలామందికి తెలియదు .
NULL,మునగాకు కూర కళ్లకు ఎంతో మంచిది NULL .
వేసుకోవచ్చు,పూత కూరలో వేసుకోవచ్చు .
NULL,మునగలు చాలా రకాలు NULL .
NULL,వీటిలో బెంగుళూరు రకం చాలా మంచిది NULL .
ఉంటుంది,కాయ లావుగా పొడవుగా ఉంటుంది .
ఉంటుంది,లోపల గుజ్జు బాగా ఉంటుంది .
ముదిరినా తగ్గని NULL,ముదిరినా తగ్గని రుచి దీనిది NULL .
కాపుపడుతుంది,మంచి రకం మునగ ఏడాదిలో కాపుపడుతుంది .
కాసేది కాదు NULL,మునగ కాసేది కాయలు కాదు రూపాయలే NULL .
పెరగాలంటే,పాల దిగుబడి పెరగాలంటే -
పెరిగితే పెరుగుతుంది,పాల దిగుబడి పెరిగితే మన ఆదాయం పెరుగుతుంది .
చేసుకుంటే పెంచుకోవచ్చు,మెలకువగా పాడి చేసుకుంటే దిగుబడి బాగా పెంచుకోవచ్చు .
వేసేటప్పుడు వేయాలి,పచ్చి గడ్డి మేత వేసేటప్పుడు కంది వేయాలి .
పెరుగుతుంది,దీని అరలీటరు పాలు దిగుబడి పెరుగుతుంది .
కడగాలి,పశువును బాగా కడగాలి .
లేకుండా చూచుకోవాలి,"కొట్టంలో పేడ , ఈగలు , దోమలు లేకుండా చూచుకోవాలి ."
పాలిచ్చేటప్పుడు భయపెట్టగూడదు,పాలిచ్చేటప్పుడు గొడ్డును భయపెట్టగూడదు .
ఉండాలి,అది సంతోషంగా ఉండాలి .
పెరుగుతుంది,దీని పాల దిగుబడి పెరుగుతుంది .
తాపాలి,దూడకు మొదట పాలు తాపాలి .
పిండాలి,తరువాత పాలు పిండాలి .
వదల,చివరి పాలు దూడకు వదల .
పిండాలి,పాలు రోజూ ఒకే సమయంలో పిండాలి .
పిండాలి,తొందర తొందరగా పిండాలి .
మానివేయ,అప్పుడప్పుడు మానివేయ .
ఉంటే పిండగూడదు,పశువు జబ్బుతో ఉంటే పాలు పిండగూడదు .
పెరిగే NULL,అరటి సులభంగా పెరిగే చెట్టు NULL .
NULL,దీనికి కొద్ది చోటు చాలు NULL .
నాటుకుంటే,ఇంటిలో ఒక పిలక నాటుకుంటే .
ఉంటుంది,ఏళ్ల తరబడి ఉంటుంది .
ఉంచి తీసి,ఒకటి రెండు పిలకలు ఉంచి మిగిలిన వాటిని తీసి .
కోసిన నరికి,గెల కోసిన చెట్టును నరికి .
వచ్చే NULL,వీటిలో పచ్చవి తొందరగా కాపుకు వచ్చే రకం NULL .
ఉంటుంది,ఈ చెట్టు పొట్టిగా ఉంటుంది .
NULL,అరటికి పచ్చి పేడ మంచి ఎరువు NULL .
వచ్చినప్పుడు వాడడం NULL,పూతకు వచ్చినప్పుడు యూరియా వాడడం మంచిది NULL .
దిగుతుంది,పెద్ద గెల దిగుతుంది .
పెరుగుతుంది,కాయ సైజు పెరుగుతుంది .
ఆరకుండా ఉండాలి,అరటికి తడి ఆరకుండా నీరు ఉండాలి .
వాడిన పారేటట్టు చేసుకుంటే,మనం వాడిన నీళ్లు చెట్టుకు పారేటట్టు చేసుకుంటే .
తెలుసా,ఈ సంగతి మీకు తెలుసా
ఉండే ఉంది,మూడు ఆపిల్ పళ్లలో ఉండే బలం ఒక అరటి పండులో ఉంది .
సంపాదించాలని ఉంటుంది,అదనంగా సంపాదించాలని అందరికీ ఉంటుంది .
చేయాలి అనుకుంటాము,ఏదో చేయాలి అనుకుంటాము .
ఉండే కనబడవు,కానీ అందుబాటులో ఉండే పనులు మనకు కనబడవు .
పండించలేం,కూరగాయలు పండించలేం .
నాటుకోవచ్చుగదా,కానీ రెండు కొబ్బరి మొలకలు నాటుకోవచ్చుగదా !
పెరిగి పోతుంది,చెట్టు పెరిగి పైకి పోతుంది .
రాదు,మనకు అడ్డం రాదు .
నాటుకొంటే NULL,కొబ్బరిలో సంకరజాతివి నాటుకొంటే మంచిది NULL .
పడతాయి,తొందరగా కాపు పడతాయి .
కాయాలంటే ఉండాలి,కొబ్బరి చెట్టు బాగా కాయాలంటే నీళ్లు బాగా ఉండాలి .
ఆరకుండా చూచుకోవాలి,చెట్టు మొదట తడి ఆరకుండా చూచుకోవాలి .
వాడుకునే అందేటట్టు చేసుకుంటే,మనం వాడుకునే నీళ్లు చెట్టుకు అందేటట్టు చేసుకుంటే .
ఉంది,దీనికొక ఉపాయం ఉంది .
కప్పివేయాలి,గుంటను ఒక బండతో కప్పివేయాలి .
వాడిన పడేటట్టు చేయాలి,మనం వాడిన నీళ్లు ఈ గుంటలో పడేటట్టు చేయాలి .
పెరుగుతుంది,చెట్టు తొందరగా పెరుగుతుంది .
కాపు పడితే ఉంటుంది,ఒక కొబ్బరి చెట్టు సుమారుగా కాపు పడితే అయిదు వందల రూపాయల ఆదాయం ఉంటుంది .
ఉంటుందా,ఇంతకంటే సులభమైన సంపాదన ఉంటుందా !
నాటండి,రెండు కొబ్బరి మొలకలు నాటండి !
ఉండేవాడు,వెంకటాపురంలో సోములు ఉండేవాడు .
చేసేవాడు,సోములు ఏ పనీ చేసేవాడు .
చేయాలి,నేను ఎందుకు పని చేయాలి .
అవుతాను,ఏనాటికైనా నేను ధనవంతుడను అవుతాను .
రాసి,అది నా జాతకంలోనే రాసి .
అనేవాడు,అని సోములు అనేవాడు .
చేసి అనేవాడు,పని చేసి బతుకు అనేవాడు .
కావాలి చేయాలి,ధనవంతునివి కావాలి అంటే పని చేయాలి .
వినేవాడు,సోములు వినేవాడు .
విసిగిపోయాడు,చివరికి పోచాలు సోములుతో విసిగిపోయాడు .
చేయాలి,సోములుకు పెళ్లి చేయాలి .
చేశారు,సోములుకు పెళ్లి చేశారు .
జరిగింది,సోములుకు అనసూయతో పెళ్లి జరిగింది .
తేవాలి,సోములును ఒక దారికి తేవాలి .
చేయించాలి,పని చేయించాలి .
అనుకుంది,అని అనసూయ అనుకుంది .
లేచింది,ఒక రోజు ఉదయాన లేచింది .
కనిపించింది,నాకు కలలో ఒక దేవత కనిపించింది .
ఉన్నాయట,మన పెరటిలో లంకెబిందెలు ఉన్నాయట .
చెప్పింది,దేవత నాతో చెప్పింది .
అంది,అని అనసూయ సోములుతో అంది .
అయుండాలి,సోములు ముఖంలో సంతోషం నా జాతకం ఇదే అయుండాలి .
తీసుకున్నాడు,పలుగు పార తీసుకున్నాడు .
తవ్వాడు,లంకెబిందెల పెరటిలో తవ్వాడు .
తవ్వాడు,పది రోజులు తవ్వాడు .
కనపడలేదు,అయినా లంకెబిందెలు కనపడలేదు .
చేరాయి,కానీ గోతిలో నీళ్లు చేరాయి .
లేకుండా అయింది,పైసా లేకుండా బావి పని అయింది .
సంతోషించింది,అందుకు అనసూయ సంతోషించింది .
దున్నాలి,పెరడంతా దున్నాలి .
దొరుకుతాయి,అప్పుడే లంకెబిందెలు దొరుకుతాయి .
చావలేదు,సోములుకు ఆశ చావలేదు .
దున్నాడు,పెరడంతా దున్నాడు .
దున్నాడు,వారం రోజులు దున్నాడు .
జాడలేదు,అయినా లంకెబిందెల జాడలేదు .
అయింది,అనసూయకు సంతోషం అయింది .
నాటింది,పెరడంతా అరటి పిలకలు నాటింది .
అవుతుంది,నా కల నిజం అవుతుంది .
చెప్పింది,దేవత మన మంచికే చెప్పింది .
దొరకలేదు,లంకెబిందెలు పెరటిలో దొరకలేదు .
చావలేదు,ఆశ చావలేదు .
కనపడలేదు,అయినా బావిలో బిందెలు కనపడలేదు .
ఊరాయి,రోజురోజుకు నీళ్లు ఊరాయి .
తీసింది,అనసూయ పెరటిలో పాదులు తీసింది .
అందేలా,అరటి పిలకలకు నీళ్లు అందేలా .
వేశాయి,కొన్ని రోజులకు అరటి గెలలు వేశాయి .
పంపింది,అనసూయ వాటిని అంగడికి పంపింది .
చేసింది,పైసలు జమ చేసింది .
ఉంచింది,ఆ పైసలు సోములు చేతిలో ఉంచింది .
NULL,అనగనగా ఒక ఊరు NULL .
NULL,ఆ ఊరి పేరు సిరిపురం NULL .
NULL,సోములు సీతాలు ఆలుమగలు NULL .
NULL,వాళ్లది సిరిపురం NULL .
పుట్టింది,మొదటిసారి కూతురు పుట్టింది .
మురిసి,సోములు సీతాలు మురిసి .
పుట్టింది,రెండోసారి కూతురే పుట్టింది .
లేదు,సోములుకు మనసులో మనసు లేదు .
అనేవాడు,సీతాలును సూటిపోటి మాటలు అనేవాడు .
లేకపోవడం NULL అనేవాడు,కొడుకు లేకపోవడం లోటు అని అందరితో అనేవాడు .
కనకపోవడం NULL అనేవాడు,కొడుకుని కనకపోవడం సీతాలుదే తప్పు NULL . అని అందరితో అనేవాడు .
పాడయింది,కాన్పులతో సీతాలు పాడయింది .
వినలేదు,అయినా సోములు వినలేదు .
వచ్చాడు,ఎవరో సాధువు ఆ ఊరికి వచ్చాడు .
చేసేవాడు,ఆ సాధువు రోగాలు నయం చేసేవాడు .
ఇచ్చేవాడు,మందులు ఇచ్చేవాడు .
తెలిసింది,సోములుకు తెలిసింది .
కలిశాడు,సోములు సీతాలుతో సాధువును కలిశాడు .
పుట్టడానికి అడిగాడు,కొడుకు పుట్టడానికి మందు అడిగాడు .
ఇచ్చాడు,సాధువు ఏదో మందు ఇచ్చాడు .
నమ్మాడు,సోములు సాధువు మాటలు నమ్మాడు .
అడిగిన ఇచ్చాడు,అడిగిన ధనం ఇచ్చాడు .
తినిపించాడు,సీతాలు మందు తినిపించాడు .
నిండాయి,సీతాలుకు నెలలు నిండాయి .
అయింది,కాన్పు అయింది .
NULL,ఈ సారి కూతురే NULL .
తీరలేదు,సోములు కోరిక తీరలేదు .
పెరిగాయి,సీతాలు బాధలు పెరిగాయి .
బాగాలేదు,ఒకసారి సోములుకు బాగాలేదు .
కక్కుడు పారుడు అయింది,"కక్కుడు , పారుడు అయింది ."
ఉంచారు,దవాఖానాలో ఉంచారు .
ఉన్నాడు,వారం రోజులు దవాఖానాలో ఉన్నాడు .
చూసేవాడు,రోజు డాక్టరు చూసేవాడు .
వచ్చింది,ఒకరోజు సోములుకు రత్తాలు దవాఖానాకు వచ్చింది .
కలిసింది,డాక్టరును కలిసింది .
చెప్పుకుంది,తన గోడు చెప్పుకుంది .
NULL,రత్తాలుకు అయిదుగురు ఆడపిల్లలే NULL .
కొడుతున్నాడు,అందుకు మొగుడు కొడుతున్నాడు .
చేసుకుంటాడట,మళ్లీ పెళ్లి చేసుకుంటాడట .
కలిగేలా NULL,ఈ సారి మగ పిల్లాడు కలిగేలా . అని రత్తాలు డాక్టరుతో ఒకటే ఏడుపు NULL .
లేదు,మందులతో లాభం లేదు .
పుట్టడానికి లేవా అడిగింది,మగపిల్లవాడు పుట్టడానికి మందులు లేవా అని రత్తాలు అడిగింది .
NULL,మగపిల్లవాడా ఆడపిల్లనా NULL .
లేదు,ఇది ఎవరి చేతిలో లేదు .
వస్తుంది,ఆడవాళ్లకు నెలా నెలా అండం వస్తుంది .
కలుస్తాయి,అండంతో వీర్య కణాలు కలుస్తాయి .
తయారవుతుంది,అప్పుడు పిండం తయారవుతుంది .
అనేది ఉంటుంది,మగ ఆడ అనేది వీర్య కణాలను ఉంటుంది .
ఉంటాయి,వీర్య కణాలు రెండు రకాలు ఉంటాయి .
పుడతారు,ఒక రకంతో ఆడపిల్లలే పుడతారు .
పుడతారు,ఇంకో రకంతో మగపిల్లలే పుడతారు .
కణాలుంటే పుడతారు,మగవాళ్లలో ఒకే రకం కణాలుంటే ఆడపిల్లలే పుడతారు .
ఉంటే పుడతారు పుడతారు,"రెండు రకాల కణాలు ఉంటే ఆడపిల్లలు పుడతారు , మగపిల్లలు పుడతారు ."
లేదు,అంతేగాని ఇది ఎవరి చేతిలో లేదు .
కాదు చెప్పింది,ఆడవాళ్ల తప్పు అసలే కాదు . అని డాక్టరు చెప్పింది .
విన్నాడు,సోములు ఇదంతా విన్నాడు .
తెలుసుకున్నాడు,తన తప్పు తెలుసుకున్నాడు .
రాగానే తీసుకున్నాడు,సీతాలు రాగానే దగ్గరకు తీసుకున్నాడు .
అన్నాడు,కొడుకైనా కూతురైనా ఒకటే అన్నాడు .
NULL,రాజులు మగడు సాయిలు NULL .
చేసేది NULL,సాయిలు చేసేది పాలేరు పని NULL .
NULL,దొరగారి పాలేరు NULL .
NULL,నెలకు మూడు కుంచాల జీతం NULL .
NULL,నిరుటి కుంచెడే NULL .
NULL,కుంచెడు కాలం తాను జీతగాడే NULL .
NULL,తాత జీతగాడే NULL .
NULL,నాయన జీతగాడే NULL .
పోతది,రాజులు కూలికి నాలికి పోతది .
ఏరుకుంటుంది,కోతల కాలంలో పరిగె ఏరుకుంటుంది .
పోతది,దొర ఇంటి పనులకు పోతది .
ఉంది,అయితే ఏమీ ఉంది .
పనిచేసినా పోవుట NULL,ఆరుగాలం పనిచేసినా . అయిదు వేళ్లు నోటిలోకి పోవుట గగనం NULL .
సుఖపడలేదు,రాజులు తల్లి ఇంట సుఖపడలేదు .
లేదు,ఇంట సుఖం లేదు .
NULL,మొదటి బాధలే NULL .
ఏడవలేదు,అయినా ఏ నాడు ఏడవలేదు .
బతికింది,గుండె బలంతో బతికింది .
అనిపించుకుంది,అందరితోనూ మంచి అనిపించుకుంది .
NULL,మొదలు వరుసగా నలుగురు ఆడసంతానం NULL .
పోయినారు,ఇద్దరు పోయినారు .
మిగిలినారు,ఇద్దరు మిగిలినారు .
NULL,మనం పేదోళ్లం NULL .
అనుకుందాం,కూతురే కొడుకు అనుకుందాం .
లేకుంటే మానే,మగ పిల్లాడు లేకుంటే మానే .
NULL,మనకి భూములా జాగాలా NULL .
NULL,పశువులా పంటలా NULL .
NULL,వెండా బంగారమా NULL .
NULL,బంగళాలా NULL .
వినలేదు,సాయిలు వినలేదు .
NULL,నీ మాట నిజమే NULL .
లేదు,మనకు ముల్లె లేదు .
NULL అడుగుతారు,ఎందరు పోరలు అని అడుగుతారు .
కాదు,ఆడపిల్ల మనకు కాదు .
పోతది,అక్కడకే పోతది .
కాపాడుతాడు,దీపం కాపాడుతాడు .
నిలుపుతాడు,వంశం నిలుపుతాడు .
పెడతాడు,ముసలితనంలో ఇంత కూడు పెడతాడు .
చనిపోతే పెడతాడు,చనిపోతే తలకు కొరివి పెడతాడు .
పుట్టిండు,కొడుకు పుట్టిండు .
NULL,సాయిలుకు రాజులకు సంతోషం NULL .
మురిసిపోయాడు,సాయిలు ఎంతో మురిసిపోయాడు .
NULL,కొడుకు పేరు వెంకట NULL .
చేసింది,బిడ్డలకు మనువు చేసింది .
NULL,మొదటి కూతురు బతుకు NULL .
NULL,దాని మొగుడు మంచోడు NULL .
చాలు అంటడు,తనది తనకు చాలు అంటడు .
దాచుకుంటాడు,నాలుగు పైసలు దాచుకుంటాడు .
చేసుకుంటోంది,దాని కాపురం అది చేసుకుంటోంది .
NULL,రెండో పిల్ల మొగుడే చిరుతగాడు NULL .
నిలిసి చాపుతాడు,నేలమీద నిలిసి ఆకసానికి చేతులు చాపుతాడు .
NULL,అన్నీ బడాయి మాటలు NULL .
కావు,అవి ఏవీ జమ కావు .
పెడతాడు,పొల్లను అత పెడతాడు .
ఏడిసిన అగుపడుతుంది,వాడిది ఏడిసిన కొంప అగుపడుతుంది .
నవ్వుతూ తిరుగుతుంటే NULL,ఇంటిది నవ్వుతూ తిరుగుతుంటే నీకే మంచిది NULL .
చెపితే వినడు,అని చెపితే వినడు .
సూడబోతే NULL,సూడబోతే సుందరాంగుడు NULL .
ఉండె,పావురమలె బాగనే ఉండె .
అలిగొత్తది,నెలకు ఓసారి కూతురు అలిగొత్తది .
NULL తెలువది,ఆనికేం రోగమో తెలువది .
కాలుసుక తింటాడు,ఆలిని కాలుసుక తింటాడు .
జూసి చేతాం,మంచి పోలగాని జూసి మనువు చేతాం .
NULL మెడకోసుకుంటామా,బంగారు కత్తి అని మెడకోసుకుంటామా .
వినడు,అంటే ఇంటి ఆయన వినడు .
NULL,ఆడదాని బతుకు మొగనితోనే NULL .
తెంపి ఏయడం NULL,తెంపి ముడి ఏయడం కురుస NULL .
కూడదు,మారు మనువు కూడదు .
అనుకుందాం,దాని రాతే అంత అనుకుందాం .
పలుకుతడు,అని నీతులు పలుకుతడు .
NULL,రాతలు కోతలు అనేవి పాతకాలం మాటలు NULL .
