dropped,sentences
అబ్బా ఇదే ఆడళ్లతో గొడవ ఈ NULL .,అబ్బా ఈ ఆడళ్లతో ఇదే గొడవ NULL .
ఎవడు వేగుతారు ?,ఎవడు వేగుతారు ?
. తక్కువ చేసేవాళ్లు కాదు ఏం వైద్యాన్ని వ్యాపారం,వైద్యాన్ని వ్యాపారం చేసేవాళ్లు తక్కువ ఏం కాదు .
అమ్మా ఎందుకు కంటావు . ఆడపిల్లను,ఎందుకు అమ్మా ఆడపిల్లను కంటావు .
. రూపాయలతో శని తీయించుకో 500 కడుపు వదిలిపోతుంది,కడుపు తీయించుకో 500 రూపాయలతో శని వదిలిపోతుంది .
చంపేసేవాళ్లు ఉన్నారు ఆడపిల్లను పుట్టగానే .,పుట్టగానే ఆడపిల్లను చంపేసేవాళ్లు ఉన్నారు .
వార్తలు ఈ వింటూనే . రోజూ మనం,రోజూ ఈ వార్తలు మనం వింటూనే .
. మరో ఆడశిశువు హత్య NULL విజయవాడలో,విజయవాడలో మరో ఆడశిశువు హత్య NULL .
కొంత అర్థం ఆలోచిస్తారు అధికార్లు మంది . లేకుండా,కొంత మంది అధికార్లు అర్థం లేకుండా ఆలోచిస్తారు .
కార్యకర్తలు మీరంతా ఆరోగ్య ఇదిగో జీతాలు . తింటున్నారు,ఇదిగో మీరంతా ఆరోగ్య కార్యకర్తలు జీతాలు తింటున్నారు .
. ఆపరేషన్లు ఆడవాళ్లకు చేయించాలి,ఆడవాళ్లకు ఆపరేషన్లు చేయించాలి .
కేసులు పట్టుకొని కనీసం 30 నెలకు .,కనీసం నెలకు 30 కేసులు పట్టుకొని .
NULL నిజమే .,నిజమే NULL .
. అవసరమే ఉన్నప్పుడు కనేటప్పుడూ ఆడవాళ్లు వైద్యం NULL . కడుపుతో,ఆడవాళ్లు కడుపుతో ఉన్నప్పుడు . కనేటప్పుడూ వైద్యం అవసరమే NULL .
ఎక్కువ NULL జాగ్రత్తలూ అవసరమే .,ఎక్కువ జాగ్రత్తలూ అవసరమే NULL .
కేవలం బిడ్డల్ని NULL కనే ? యంత్రాలా,కేవలం బిడ్డల్ని కనే యంత్రాలా NULL ?
? రావా ఏమీ జబ్బులు వాళ్లకు,వాళ్లకు ఏమీ జబ్బులు రావా ?
"అవసరమయ్యేది డాక్టర్లు అయినప్పుడూ ఆపరేషను గర్భవతి ? వాళ్లకు , చేయించుకోవాలసినప్పుడేనా","గర్భవతి అయినప్పుడూ , ఆపరేషను చేయించుకోవాలసినప్పుడేనా వాళ్లకు డాక్టర్లు అవసరమయ్యేది ?"
వైద్యం అవసరమయ్యేది ?,వైద్యం అవసరమయ్యేది ?
ఉన్నప్పుడు చాలా సాయం ఏదో గర్భంతో మాత్రం వైద్య చేస్తే ?,గర్భంతో ఉన్నప్పుడు మాత్రం ఏదో వైద్య సాయం చేస్తే చాలా ?
? అంతటితో కనేస్తుందా సుఖంగా,అంతటితో సుఖంగా కనేస్తుందా ?
కావాలంటే అసలైన ఆరోగ్యం . ఆమెకు ఆహారం కావాలి,అసలైన ఆరోగ్యం కావాలంటే ఆమెకు ఆహారం కావాలి .
. తీరిక తగినంత ఉండాలి,తగినంత తీరిక ఉండాలి .
చదువుండాలి .,చదువుండాలి .
గర్భవతి ఆమె కావాలో . వీలుండాలి నిర్ణయించుకొనే,గర్భవతి కావాలో ఆమె నిర్ణయించుకొనే వీలుండాలి .
లేనపుడు తెలిసి మార్గం . ఏదో ఆమెకు అవసరం కాకుండేందుకు,అవసరం లేనపుడు కాకుండేందుకు మార్గం ఏదో ఆమెకు తెలిసి .
. ఆమెకో కావడం గర్భవతి ఉంటే పండుగ ఇవన్నీ NULL,ఇవన్నీ ఉంటే గర్భవతి కావడం ఆమెకో పండుగ NULL .
"భారంగాక కాకుండా , సతమతం అట్లా ? అవుతుంటే ఆమెకు ఏమవుతుంది చాకిరితో ! కావడం గర్భవతి ఆకలీ గొడ్డు","అట్లా కాకుండా ఆకలీ , గొడ్డు చాకిరితో సతమతం అవుతుంటే ! ఆమెకు గర్భవతి కావడం భారంగాక ఏమవుతుంది ?"
ఏమీ ? అవుతుంది తగిన దీనికి ఆమె లేకుంటే వైద్య సాయమూ అలాంటప్పుడు తోడు,దీనికి తోడు అలాంటప్పుడు తగిన వైద్య సాయమూ లేకుంటే ఆమె ఏమీ అవుతుంది ?
"లాంటి మలేరియా క్షయ , , , . రోగాలే క్షయ నయమయ్యే రోగాలన్నీ పచ్చకామెర్లు NULL","పచ్చకామెర్లు , క్షయ , క్షయ , మలేరియా లాంటి రోగాలన్నీ నయమయ్యే రోగాలే NULL ."
. కడుపుతో సోకితే ఉన్నవాళ్లకివి ప్రమాదం ఐతే NULL,ఐతే కడుపుతో ఉన్నవాళ్లకివి సోకితే ప్రమాదం NULL .
"జబ్బైనా లేకపోతే పడకపోతే తెస్తుంది జాగ్రత్త , సరైన ఏ . ఆహారం ప్రాణం","సరైన ఆహారం లేకపోతే , జాగ్రత్త పడకపోతే ఏ జబ్బైనా ప్రాణం తెస్తుంది ."
అవసరం . అందువల్ల జాగ్రత్తలు కడుపుతో NULL ఉన్నప్పుడు,అందువల్ల కడుపుతో ఉన్నప్పుడు జాగ్రత్తలు అవసరం NULL .
సరైన మరీ NULL ఆహారం .,మరీ సరైన ఆహారం NULL .
. అవసరం లేనివాళ్లకు NULL మరిన్ని జాగ్రత్తలు,లేనివాళ్లకు మరిన్ని జాగ్రత్తలు అవసరం NULL .
. సుఖంగా వాళ్లు కంటారు అప్పుడే,అప్పుడే వాళ్లు సుఖంగా కంటారు .
NULL ప్రతి కడుపుతో ఇల్లాలికీ ఉన్న అంటే :,అంటే కడుపుతో ఉన్న ప్రతి ఇల్లాలికీ NULL :
ఇస్తే ఎక్కువ సరిపోదు . ఆహారం,ఎక్కువ ఆహారం ఇస్తే సరిపోదు .
సరైన ఆమె ఆహారం ఇప్పటికే లేక . చిక్కిపోయిందనుకోండి,ఇప్పటికే సరైన ఆహారం లేక ఆమె చిక్కిపోయిందనుకోండి .
. ఆమె అనుకోండి చదువుకోలేదు,ఆమె చదువుకోలేదు అనుకోండి .
. సంరక్షణ లేదనుకోండి తగిన కాన్పు,కాన్పు తగిన సంరక్షణ లేదనుకోండి .
పెరగాలి అసలు ఆరోగ్యంగా ఏమంటే . NULL ఆడవాళ్లు మొదటి విషయం,అసలు విషయం ఏమంటే మొదటి ఆడవాళ్లు ఆరోగ్యంగా పెరగాలి NULL .
మన . ఆరోగ్యం పడుతుంది బతుకుల్ని అద్దం,మన ఆరోగ్యం బతుకుల్ని అద్దం పడుతుంది .
. ఉన్నప్పుడు అవసరం NULL ఇద్దరి గర్భంతో ఆహారం ఆమెకు,గర్భంతో ఉన్నప్పుడు ఆమెకు ఇద్దరి ఆహారం అవసరం NULL .
. సమానంగా మగవాళ్లతో ఆడవాళ్లకు పనిచేసే ఉండాలి హక్కు,ఆడవాళ్లకు మగవాళ్లతో సమానంగా పనిచేసే హక్కు ఉండాలి .
". , కూలి మగవాళ్లతో ఉండాలి జీతం సమానమైన","మగవాళ్లతో సమానమైన కూలి , జీతం ఉండాలి ."
ప్రపంచం ? కొత్త NULL ఎలాంటిదా,ఎలాంటిదా కొత్త ప్రపంచం NULL ?
"విషయంలోనూ సమానంగా ప్రపంచం ఆడా ! , ప్రతిచోట NULL మగా - ఊళ్లో వాడలో రాష్ట్రంలో , ఉండే ఇంట్లో సొంత - ప్రతి దేశంలో","సొంత ఇంట్లో - వాడలో , ఊళ్లో - రాష్ట్రంలో , దేశంలో ప్రతిచోట ప్రతి విషయంలోనూ ఆడా మగా సమానంగా ఉండే ప్రపంచం NULL !"
మనం ? పెడతాం ఈ ప్రపంచంలోకి అడుగు కొత్త,ఈ కొత్త ప్రపంచంలోకి మనం అడుగు పెడతాం ?
ఎలా ? అంటారా,ఎలా అంటారా ?
చదువు నేర్చుకోడంతోనే,చదువు నేర్చుకోడంతోనే
NULL చదువంటే ఆయుధం . శక్తి NULL చదువుంటే,చదువంటే శక్తి చదువుంటే ఆయుధం NULL .
చదువుకోవాలి . ఆడవాళ్లు అందుకే,అందుకే ఆడవాళ్లు చదువుకోవాలి .
సొంత కాళ్ల నిలబడ్డం తెలుసుకోవాలి .,సొంత కాళ్ల నిలబడ్డం తెలుసుకోవాలి .
ఆలోచనలు మనకు ఉంటాయి . చాలా,మనకు చాలా ఆలోచనలు ఉంటాయి .
చేయాలని ఏదో . అనుకొంటాం,ఏదో చేయాలని అనుకొంటాం .
అందుబాటులో ఉండదు అది .,అది అందుబాటులో ఉండదు .
పెంపకం NULL అందుబాటులోనిది పెరటి తోటల . అందరికీ,అందరికీ అందుబాటులోనిది పెరటి తోటల పెంపకం NULL .
. NULL ఇది చాలా మనసు ఉంటే సులభం,మనసు ఉంటే ఇది చాలా సులభం NULL .
"ఆనందం ఆదాయం NULL . ,","ఆదాయం , ఆనందం NULL ."
"సీతాఫలం ఎంచుకోవాలి , మునగ మొక్కలు వీటిని , జాతి అందరూ , జామ పెంచగలవి వేసే కరివేపాకు , మంచి","మునగ , కరివేపాకు , సీతాఫలం , జామ అందరూ పెంచగలవి , వీటిని వేసే మంచి జాతి మొక్కలు ఎంచుకోవాలి"
. అరటి సులభంగా బతుకుతుంది,అరటి సులభంగా బతుకుతుంది .
వేసుకోలేమా నాలుగు కూరపాదులు ?,నాలుగు కూరపాదులు వేసుకోలేమా ?
"టొమాటో మొలకలు పెరుగుతాయి వంగ బాగా . ,","వంగ , టొమాటో మొలకలు బాగా పెరుగుతాయి ."
పెరుగుతుంది . బెండ తొందరగా,బెండ తొందరగా పెరుగుతుంది .
"ఏడు , కాకర రెండో బీర పాకుతాయి దొండ ఉంటుంది . పైకి , తీగలయితే","బీర , కాకర తీగలయితే పైకి పాకుతాయి , దొండ రెండో ఏడు ఉంటుంది ."
. రోజూ తినగలిగినా ఆకు NULL కూరలు మంచిదే,ఆకు కూరలు రోజూ తినగలిగినా మంచిదే NULL .
"పెరుగుతాయి గోంగూర . , , బాగా కొత్తిమీర పాలకూర తోటకూర పుదీనా , ,","పాలకూర , గోంగూర , తోటకూర , కొత్తిమీర , పుదీనా బాగా పెరుగుతాయి ."
"నవనవలాడుతుంటాయి కూరగాయలు . ఆకు , కూరలు","ఆకు కూరలు , కూరగాయలు నవనవలాడుతుంటాయి ."
బొప్పాయి NULL . చెట్టు పెరిగే సులభంగా,బొప్పాయి సులభంగా పెరిగే చెట్టు NULL .
. అవసరం పెద్ద దీనికి లేదు చోటు,దీనికి పెద్ద చోటు అవసరం లేదు .
చెట్టు కాపుకు . నెలలలోపే వచ్చే ఆరు NULL ఇది,ఇది ఆరు నెలలలోపే కాపుకు వచ్చే చెట్టు NULL .
కాయలుంటాయి చెట్టు .,చెట్టు కాయలుంటాయి .
. తప్పకుండా పండు వారానికి పండుతుంది ఒక,వారానికి ఒక పండు తప్పకుండా పండుతుంది .
రుచిగా ఉంటుంది బొప్పాయి పండు తినడానికి .,బొప్పాయి పండు తినడానికి రుచిగా ఉంటుంది .
కూరలు బొప్పాయి పచ్చి వండుకోవచ్చు . కాయలతో,పచ్చి బొప్పాయి కాయలతో కూరలు వండుకోవచ్చు .
", , చాలా బొప్పాయి పోగొడతాయి జబ్బులు కాయ . పాలు గింజలు","బొప్పాయి కాయ , గింజలు , పాలు చాలా జబ్బులు పోగొడతాయి ."
పండు NULL కంటి జబ్బులకు బొప్పాయి మందు మంచి .,కంటి జబ్బులకు బొప్పాయి పండు మంచి మందు NULL .
రేచీకటి రాలేదు . దగ్గరకు బొప్పాయి తింటే,బొప్పాయి తింటే రేచీకటి దగ్గరకు రాలేదు .
. అంటారు ఉంటే బొప్పాయి ఆడవాళ్లు కడుపుతో తినగూడదు,ఆడవాళ్లు కడుపుతో ఉంటే బొప్పాయి తినగూడదు అంటారు .
కాదు ఇది నిజం .,ఇది నిజం కాదు .
ఎంతో బిడ్డకు మంచిది పైగా NULL .,పైగా బిడ్డకు ఎంతో మంచిది NULL .
"కలిపి , పాలు . నీళ్లు తాగండి మల బొప్పాయి తేనె , బద్దకానికి","మల బద్దకానికి బొప్పాయి పాలు , నీళ్లు , తేనె కలిపి తాగండి ."
తాగండి గింజలు పాలలో బొప్పాయి కలిపి . నూరి,బొప్పాయి గింజలు నూరి పాలలో కలిపి తాగండి .
పాములు పడి ఏలిక .,ఏలిక పాములు పడి .
బొప్పాయి గుజ్జు పూయండి రోజూ . కాయ,బొప్పాయి కాయ గుజ్జు రోజూ పూయండి .
. కురుపులు మాడి,కురుపులు మాడి .
! చూడండి,చూడండి !
గొప్పదో బొప్పాయి ! ఎంత NULL,బొప్పాయి ఎంత గొప్పదో NULL !
ఒక . ఉంటే మునగచెట్టు,ఒక మునగచెట్టు ఉంటే .
పని కూరకోసం . వెతికే ఉండదు,కూరకోసం వెతికే పని ఉండదు .
మనలో మునగ చేసే . మేలు తెలియదు చాలామందికి,మునగ చేసే మేలు మనలో చాలామందికి తెలియదు .
. NULL ఎంతో మంచిది మునగాకు కళ్లకు కూర,మునగాకు కూర కళ్లకు ఎంతో మంచిది NULL .
పూత . వేసుకోవచ్చు కూరలో,పూత కూరలో వేసుకోవచ్చు .
రకాలు NULL మునగలు . చాలా,మునగలు చాలా రకాలు NULL .
వీటిలో రకం బెంగుళూరు చాలా మంచిది NULL .,వీటిలో బెంగుళూరు రకం చాలా మంచిది NULL .
కాయ పొడవుగా . లావుగా ఉంటుంది,కాయ లావుగా పొడవుగా ఉంటుంది .
గుజ్జు లోపల . ఉంటుంది బాగా,లోపల గుజ్జు బాగా ఉంటుంది .
దీనిది తగ్గని రుచి NULL . ముదిరినా,ముదిరినా తగ్గని రుచి దీనిది NULL .
రకం ఏడాదిలో . మంచి మునగ కాపుపడుతుంది,మంచి రకం మునగ ఏడాదిలో కాపుపడుతుంది .
మునగ కాయలు కాదు . NULL రూపాయలే కాసేది,మునగ కాసేది కాయలు కాదు రూపాయలే NULL .
- పెరగాలంటే దిగుబడి పాల,పాల దిగుబడి పెరగాలంటే -
మన . పెరిగితే పెరుగుతుంది ఆదాయం దిగుబడి పాల,పాల దిగుబడి పెరిగితే మన ఆదాయం పెరుగుతుంది .
పాడి పెంచుకోవచ్చు . దిగుబడి మెలకువగా చేసుకుంటే బాగా,మెలకువగా పాడి చేసుకుంటే దిగుబడి బాగా పెంచుకోవచ్చు .
గడ్డి వేయాలి . మేత పచ్చి వేసేటప్పుడు కంది,పచ్చి గడ్డి మేత వేసేటప్పుడు కంది వేయాలి .
. దీని పాలు దిగుబడి పెరుగుతుంది అరలీటరు,దీని అరలీటరు పాలు దిగుబడి పెరుగుతుంది .
. పశువును కడగాలి బాగా,పశువును బాగా కడగాలి .
", చూచుకోవాలి పేడ ఈగలు కొట్టంలో దోమలు . లేకుండా ,","కొట్టంలో పేడ , ఈగలు , దోమలు లేకుండా చూచుకోవాలి ."
గొడ్డును పాలిచ్చేటప్పుడు భయపెట్టగూడదు .,పాలిచ్చేటప్పుడు గొడ్డును భయపెట్టగూడదు .
. సంతోషంగా ఉండాలి అది,అది సంతోషంగా ఉండాలి .
పాల పెరుగుతుంది దిగుబడి . దీని,దీని పాల దిగుబడి పెరుగుతుంది .
తాపాలి పాలు మొదట . దూడకు,దూడకు మొదట పాలు తాపాలి .
తరువాత పిండాలి . పాలు,తరువాత పాలు పిండాలి .
చివరి పాలు వదల . దూడకు,చివరి పాలు దూడకు వదల .
పిండాలి . ఒకే పాలు సమయంలో రోజూ,పాలు రోజూ ఒకే సమయంలో పిండాలి .
తొందర పిండాలి తొందరగా .,తొందర తొందరగా పిండాలి .
. మానివేయ అప్పుడప్పుడు,అప్పుడప్పుడు మానివేయ .
పిండగూడదు జబ్బుతో పశువు పాలు ఉంటే .,పశువు జబ్బుతో ఉంటే పాలు పిండగూడదు .
అరటి పెరిగే సులభంగా చెట్టు NULL .,అరటి సులభంగా పెరిగే చెట్టు NULL .
. దీనికి కొద్ది చాలు NULL చోటు,దీనికి కొద్ది చోటు చాలు NULL .
ఒక నాటుకుంటే ఇంటిలో . పిలక,ఇంటిలో ఒక పిలక నాటుకుంటే .
తరబడి . ఉంటుంది ఏళ్ల,ఏళ్ల తరబడి ఉంటుంది .
పిలకలు ఒకటి . వాటిని ఉంచి తీసి రెండు మిగిలిన,ఒకటి రెండు పిలకలు ఉంచి మిగిలిన వాటిని తీసి .
చెట్టును . నరికి కోసిన గెల,గెల కోసిన చెట్టును నరికి .
. రకం NULL పచ్చవి వచ్చే వీటిలో కాపుకు తొందరగా,వీటిలో పచ్చవి తొందరగా కాపుకు వచ్చే రకం NULL .
ఉంటుంది చెట్టు ఈ . పొట్టిగా,ఈ చెట్టు పొట్టిగా ఉంటుంది .
పచ్చి అరటికి మంచి NULL . ఎరువు పేడ,అరటికి పచ్చి పేడ మంచి ఎరువు NULL .
యూరియా NULL వచ్చినప్పుడు మంచిది వాడడం పూతకు .,పూతకు వచ్చినప్పుడు యూరియా వాడడం మంచిది NULL .
పెద్ద దిగుతుంది . గెల,పెద్ద గెల దిగుతుంది .
కాయ . సైజు పెరుగుతుంది,కాయ సైజు పెరుగుతుంది .
అరటికి . ఆరకుండా ఉండాలి నీరు తడి,అరటికి తడి ఆరకుండా నీరు ఉండాలి .
చేసుకుంటే . వాడిన నీళ్లు మనం చెట్టుకు పారేటట్టు,మనం వాడిన నీళ్లు చెట్టుకు పారేటట్టు చేసుకుంటే .
మీకు ఈ తెలుసా సంగతి,ఈ సంగతి మీకు తెలుసా
పండులో ఒక ఉంది మూడు ఉండే బలం పళ్లలో ఆపిల్ . అరటి,మూడు ఆపిల్ పళ్లలో ఉండే బలం ఒక అరటి పండులో ఉంది .
. సంపాదించాలని అదనంగా అందరికీ ఉంటుంది,అదనంగా సంపాదించాలని అందరికీ ఉంటుంది .
చేయాలి . ఏదో అనుకుంటాము,ఏదో చేయాలి అనుకుంటాము .
ఉండే కానీ కనబడవు మనకు . పనులు అందుబాటులో,కానీ అందుబాటులో ఉండే పనులు మనకు కనబడవు .
. పండించలేం కూరగాయలు,కూరగాయలు పండించలేం .
కానీ రెండు నాటుకోవచ్చుగదా ! మొలకలు కొబ్బరి,కానీ రెండు కొబ్బరి మొలకలు నాటుకోవచ్చుగదా !
చెట్టు . పెరిగి పైకి పోతుంది,చెట్టు పెరిగి పైకి పోతుంది .
రాదు . అడ్డం మనకు,మనకు అడ్డం రాదు .
NULL సంకరజాతివి మంచిది కొబ్బరిలో . నాటుకొంటే,కొబ్బరిలో సంకరజాతివి నాటుకొంటే మంచిది NULL .
. తొందరగా పడతాయి కాపు,తొందరగా కాపు పడతాయి .
బాగా . ఉండాలి కాయాలంటే నీళ్లు కొబ్బరి చెట్టు బాగా,కొబ్బరి చెట్టు బాగా కాయాలంటే నీళ్లు బాగా ఉండాలి .
తడి . చూచుకోవాలి మొదట ఆరకుండా చెట్టు,చెట్టు మొదట తడి ఆరకుండా చూచుకోవాలి .
. నీళ్లు చేసుకుంటే చెట్టుకు వాడుకునే మనం అందేటట్టు,మనం వాడుకునే నీళ్లు చెట్టుకు అందేటట్టు చేసుకుంటే .
దీనికొక ఉంది . ఉపాయం,దీనికొక ఉపాయం ఉంది .
కప్పివేయాలి ఒక బండతో . గుంటను,గుంటను ఒక బండతో కప్పివేయాలి .
ఈ . పడేటట్టు చేయాలి గుంటలో వాడిన మనం నీళ్లు,మనం వాడిన నీళ్లు ఈ గుంటలో పడేటట్టు చేయాలి .
తొందరగా . చెట్టు పెరుగుతుంది,చెట్టు తొందరగా పెరుగుతుంది .
పడితే కాపు . అయిదు రూపాయల కొబ్బరి ఉంటుంది చెట్టు ఆదాయం సుమారుగా ఒక వందల,ఒక కొబ్బరి చెట్టు సుమారుగా కాపు పడితే అయిదు వందల రూపాయల ఆదాయం ఉంటుంది .
ఇంతకంటే సులభమైన ! సంపాదన ఉంటుందా,ఇంతకంటే సులభమైన సంపాదన ఉంటుందా !
! కొబ్బరి నాటండి మొలకలు రెండు,రెండు కొబ్బరి మొలకలు నాటండి !
వెంకటాపురంలో ఉండేవాడు . సోములు,వెంకటాపురంలో సోములు ఉండేవాడు .
పనీ సోములు . చేసేవాడు ఏ,సోములు ఏ పనీ చేసేవాడు .
ఎందుకు . నేను చేయాలి పని,నేను ఎందుకు పని చేయాలి .
ధనవంతుడను . ఏనాటికైనా అవుతాను నేను,ఏనాటికైనా నేను ధనవంతుడను అవుతాను .
అది జాతకంలోనే . నా రాసి,అది నా జాతకంలోనే రాసి .
అని . అనేవాడు సోములు,అని సోములు అనేవాడు .
. చేసి అనేవాడు పని బతుకు,పని చేసి బతుకు అనేవాడు .
చేయాలి అంటే కావాలి పని ధనవంతునివి .,ధనవంతునివి కావాలి అంటే పని చేయాలి .
సోములు వినేవాడు .,సోములు వినేవాడు .
సోములుతో పోచాలు . విసిగిపోయాడు చివరికి,చివరికి పోచాలు సోములుతో విసిగిపోయాడు .
సోములుకు . చేయాలి పెళ్లి,సోములుకు పెళ్లి చేయాలి .
పెళ్లి సోములుకు చేశారు .,సోములుకు పెళ్లి చేశారు .
పెళ్లి . జరిగింది అనసూయతో సోములుకు,సోములుకు అనసూయతో పెళ్లి జరిగింది .
సోములును ఒక దారికి తేవాలి .,సోములును ఒక దారికి తేవాలి .
. పని చేయించాలి,పని చేయించాలి .
. అనుకుంది అనసూయ అని,అని అనసూయ అనుకుంది .
ఒక రోజు లేచింది ఉదయాన .,ఒక రోజు ఉదయాన లేచింది .
నాకు ఒక దేవత కనిపించింది . కలలో,నాకు కలలో ఒక దేవత కనిపించింది .
మన లంకెబిందెలు పెరటిలో . ఉన్నాయట,మన పెరటిలో లంకెబిందెలు ఉన్నాయట .
చెప్పింది . దేవత నాతో,దేవత నాతో చెప్పింది .
అని అంది అనసూయ సోములుతో .,అని అనసూయ సోములుతో అంది .
ఇదే . సంతోషం అయుండాలి జాతకం సోములు నా ముఖంలో,సోములు ముఖంలో సంతోషం నా జాతకం ఇదే అయుండాలి .
పలుగు తీసుకున్నాడు . పార,పలుగు పార తీసుకున్నాడు .
పెరటిలో లంకెబిందెల తవ్వాడు .,లంకెబిందెల పెరటిలో తవ్వాడు .
. తవ్వాడు రోజులు పది,పది రోజులు తవ్వాడు .
అయినా లంకెబిందెలు . కనపడలేదు,అయినా లంకెబిందెలు కనపడలేదు .
. నీళ్లు గోతిలో కానీ చేరాయి,కానీ గోతిలో నీళ్లు చేరాయి .
. లేకుండా అయింది పని పైసా బావి,పైసా లేకుండా బావి పని అయింది .
. సంతోషించింది అనసూయ అందుకు,అందుకు అనసూయ సంతోషించింది .
. దున్నాలి పెరడంతా,పెరడంతా దున్నాలి .
. లంకెబిందెలు అప్పుడే దొరుకుతాయి,అప్పుడే లంకెబిందెలు దొరుకుతాయి .
సోములుకు చావలేదు ఆశ .,సోములుకు ఆశ చావలేదు .
పెరడంతా . దున్నాడు,పెరడంతా దున్నాడు .
రోజులు దున్నాడు . వారం,వారం రోజులు దున్నాడు .
జాడలేదు . అయినా లంకెబిందెల,అయినా లంకెబిందెల జాడలేదు .
. అనసూయకు సంతోషం అయింది,అనసూయకు సంతోషం అయింది .
అరటి . పిలకలు పెరడంతా నాటింది,పెరడంతా అరటి పిలకలు నాటింది .
నా . నిజం కల అవుతుంది,నా కల నిజం అవుతుంది .
