dropped,sentences
"అయినప్పుడూ , ఆపరేషను చేయించుకోవాలసినప్పుడేనా వాళ్లకు డాక్టర్లు ?","గర్భవతి అయినప్పుడూ , ఆపరేషను చేయించుకోవాలసినప్పుడేనా వాళ్లకు డాక్టర్లు అవసరమయ్యేది ?"
?,వైద్యం అవసరమయ్యేది ?
ఉన్నప్పుడు మాత్రం ఏదో వైద్య సాయం చేస్తే ?,గర్భంతో ఉన్నప్పుడు మాత్రం ఏదో వైద్య సాయం చేస్తే చాలా ?
సుఖంగా ?,అంతటితో సుఖంగా కనేస్తుందా ?
ఆరోగ్యం కావాలంటే ఆమెకు ఆహారం .,అసలైన ఆరోగ్యం కావాలంటే ఆమెకు ఆహారం కావాలి .
తీరిక .,తగినంత తీరిక ఉండాలి .
.,చదువుండాలి .
కావాలో ఆమె నిర్ణయించుకొనే .,గర్భవతి కావాలో ఆమె నిర్ణయించుకొనే వీలుండాలి .
లేనపుడు కాకుండేందుకు మార్గం ఏదో ఆమెకు .,అవసరం లేనపుడు కాకుండేందుకు మార్గం ఏదో ఆమెకు తెలిసి .
ఉంటే గర్భవతి కావడం ఆమెకో పండుగ .,ఇవన్నీ ఉంటే గర్భవతి కావడం ఆమెకో పండుగ NULL .
"కాకుండా ఆకలీ , గొడ్డు చాకిరితో సతమతం అవుతుంటే ! ఆమెకు గర్భవతి కావడం భారంగాక ?","అట్లా కాకుండా ఆకలీ , గొడ్డు చాకిరితో సతమతం అవుతుంటే ! ఆమెకు గర్భవతి కావడం భారంగాక ఏమవుతుంది ?"
తోడు అలాంటప్పుడు తగిన వైద్య సాయమూ లేకుంటే ఆమె ఏమీ ?,దీనికి తోడు అలాంటప్పుడు తగిన వైద్య సాయమూ లేకుంటే ఆమె ఏమీ అవుతుంది ?
", క్షయ , క్షయ , మలేరియా లాంటి రోగాలన్నీ నయమయ్యే రోగాలే .","పచ్చకామెర్లు , క్షయ , క్షయ , మలేరియా లాంటి రోగాలన్నీ నయమయ్యే రోగాలే NULL ."
కడుపుతో ఉన్నవాళ్లకివి సోకితే ప్రమాదం .,ఐతే కడుపుతో ఉన్నవాళ్లకివి సోకితే ప్రమాదం NULL .
"ఆహారం లేకపోతే , జాగ్రత్త పడకపోతే ఏ జబ్బైనా ప్రాణం .","సరైన ఆహారం లేకపోతే , జాగ్రత్త పడకపోతే ఏ జబ్బైనా ప్రాణం తెస్తుంది ."
కడుపుతో ఉన్నప్పుడు జాగ్రత్తలు అవసరం .,అందువల్ల కడుపుతో ఉన్నప్పుడు జాగ్రత్తలు అవసరం NULL .
సరైన ఆహారం .,మరీ సరైన ఆహారం NULL .
మరిన్ని జాగ్రత్తలు అవసరం .,లేనివాళ్లకు మరిన్ని జాగ్రత్తలు అవసరం NULL .
వాళ్లు సుఖంగా .,అప్పుడే వాళ్లు సుఖంగా కంటారు .
కడుపుతో ఉన్న ప్రతి ఇల్లాలికీ :,అంటే కడుపుతో ఉన్న ప్రతి ఇల్లాలికీ NULL :
ఆహారం ఇస్తే .,ఎక్కువ ఆహారం ఇస్తే సరిపోదు .
సరైన ఆహారం లేక ఆమె .,ఇప్పటికే సరైన ఆహారం లేక ఆమె చిక్కిపోయిందనుకోండి .
చదువుకోలేదు .,ఆమె చదువుకోలేదు అనుకోండి .
తగిన సంరక్షణ .,కాన్పు తగిన సంరక్షణ లేదనుకోండి .
విషయం ఏమంటే మొదటి ఆడవాళ్లు ఆరోగ్యంగా పెరగాలి .,అసలు విషయం ఏమంటే మొదటి ఆడవాళ్లు ఆరోగ్యంగా పెరగాలి NULL .
ఆరోగ్యం బతుకుల్ని అద్దం .,మన ఆరోగ్యం బతుకుల్ని అద్దం పడుతుంది .
ఉన్నప్పుడు ఆమెకు ఇద్దరి ఆహారం అవసరం .,గర్భంతో ఉన్నప్పుడు ఆమెకు ఇద్దరి ఆహారం అవసరం NULL .
మగవాళ్లతో సమానంగా పనిచేసే హక్కు .,ఆడవాళ్లకు మగవాళ్లతో సమానంగా పనిచేసే హక్కు ఉండాలి .
"సమానమైన కూలి , జీతం .","మగవాళ్లతో సమానమైన కూలి , జీతం ఉండాలి ."
కొత్త ప్రపంచం ?,ఎలాంటిదా కొత్త ప్రపంచం NULL ?
"ఇంట్లో - వాడలో , ఊళ్లో - రాష్ట్రంలో , దేశంలో ప్రతిచోట ప్రతి విషయంలోనూ ఆడా మగా సమానంగా ఉండే ప్రపంచం !","సొంత ఇంట్లో - వాడలో , ఊళ్లో - రాష్ట్రంలో , దేశంలో ప్రతిచోట ప్రతి విషయంలోనూ ఆడా మగా సమానంగా ఉండే ప్రపంచం NULL !"
కొత్త ప్రపంచంలోకి మనం అడుగు ?,ఈ కొత్త ప్రపంచంలోకి మనం అడుగు పెడతాం ?
?,ఎలా అంటారా ?
నేర్చుకోడంతోనే,చదువు నేర్చుకోడంతోనే
శక్తి NULL చదువుంటే ఆయుధం .,చదువంటే శక్తి చదువుంటే ఆయుధం NULL .
ఆడవాళ్లు .,అందుకే ఆడవాళ్లు చదువుకోవాలి .
కాళ్ల నిలబడ్డం .,సొంత కాళ్ల నిలబడ్డం తెలుసుకోవాలి .
చాలా ఆలోచనలు .,మనకు చాలా ఆలోచనలు ఉంటాయి .
చేయాలని .,ఏదో చేయాలని అనుకొంటాం .
అందుబాటులో .,అది అందుబాటులో ఉండదు .
అందుబాటులోనిది పెరటి తోటల పెంపకం .,అందరికీ అందుబాటులోనిది పెరటి తోటల పెంపకం NULL .
ఉంటే ఇది చాలా సులభం .,మనసు ఉంటే ఇది చాలా సులభం NULL .
", ఆనందం .","ఆదాయం , ఆనందం NULL ."
", కరివేపాకు , సీతాఫలం , జామ అందరూ పెంచగలవి , వీటిని వేసే మంచి జాతి ఎంచుకోవాలి","మునగ , కరివేపాకు , సీతాఫలం , జామ అందరూ పెంచగలవి , వీటిని వేసే మంచి జాతి మొక్కలు ఎంచుకోవాలి"
సులభంగా .,అరటి సులభంగా బతుకుతుంది .
కూరపాదులు ?,నాలుగు కూరపాదులు వేసుకోలేమా ?
", టొమాటో మొలకలు బాగా .","వంగ , టొమాటో మొలకలు బాగా పెరుగుతాయి ."
తొందరగా .,బెండ తొందరగా పెరుగుతుంది .
", కాకర తీగలయితే పైకి పాకుతాయి , దొండ రెండో ఏడు .","బీర , కాకర తీగలయితే పైకి పాకుతాయి , దొండ రెండో ఏడు ఉంటుంది ."
కూరలు రోజూ తినగలిగినా మంచిదే .,ఆకు కూరలు రోజూ తినగలిగినా మంచిదే NULL .
", గోంగూర , తోటకూర , కొత్తిమీర , పుదీనా బాగా .","పాలకూర , గోంగూర , తోటకూర , కొత్తిమీర , పుదీనా బాగా పెరుగుతాయి ."
"కూరలు , కూరగాయలు .","ఆకు కూరలు , కూరగాయలు నవనవలాడుతుంటాయి ."
సులభంగా పెరిగే చెట్టు .,బొప్పాయి సులభంగా పెరిగే చెట్టు NULL .
పెద్ద చోటు అవసరం .,దీనికి పెద్ద చోటు అవసరం లేదు .
ఆరు నెలలలోపే కాపుకు వచ్చే చెట్టు .,ఇది ఆరు నెలలలోపే కాపుకు వచ్చే చెట్టు NULL .
.,చెట్టు కాయలుంటాయి .
ఒక పండు తప్పకుండా .,వారానికి ఒక పండు తప్పకుండా పండుతుంది .
పండు తినడానికి రుచిగా .,బొప్పాయి పండు తినడానికి రుచిగా ఉంటుంది .
బొప్పాయి కాయలతో కూరలు .,పచ్చి బొప్పాయి కాయలతో కూరలు వండుకోవచ్చు .
"కాయ , గింజలు , పాలు చాలా జబ్బులు .","బొప్పాయి కాయ , గింజలు , పాలు చాలా జబ్బులు పోగొడతాయి ."
జబ్బులకు బొప్పాయి పండు మంచి మందు .,కంటి జబ్బులకు బొప్పాయి పండు మంచి మందు NULL .
తింటే రేచీకటి దగ్గరకు .,బొప్పాయి తింటే రేచీకటి దగ్గరకు రాలేదు .
కడుపుతో ఉంటే బొప్పాయి తినగూడదు .,ఆడవాళ్లు కడుపుతో ఉంటే బొప్పాయి తినగూడదు అంటారు .
నిజం .,ఇది నిజం కాదు .
బిడ్డకు ఎంతో మంచిది .,పైగా బిడ్డకు ఎంతో మంచిది NULL .
"బద్దకానికి బొప్పాయి పాలు , నీళ్లు , తేనె కలిపి .","మల బద్దకానికి బొప్పాయి పాలు , నీళ్లు , తేనె కలిపి తాగండి ."
గింజలు నూరి పాలలో కలిపి .,బొప్పాయి గింజలు నూరి పాలలో కలిపి తాగండి .
పాములు .,ఏలిక పాములు పడి .
కాయ గుజ్జు రోజూ .,బొప్పాయి కాయ గుజ్జు రోజూ పూయండి .
.,కురుపులు మాడి .
!,చూడండి !
ఎంత గొప్పదో !,బొప్పాయి ఎంత గొప్పదో NULL !
మునగచెట్టు .,ఒక మునగచెట్టు ఉంటే .
వెతికే పని .,కూరకోసం వెతికే పని ఉండదు .
చేసే మేలు మనలో చాలామందికి .,మునగ చేసే మేలు మనలో చాలామందికి తెలియదు .
కూర కళ్లకు ఎంతో మంచిది .,మునగాకు కూర కళ్లకు ఎంతో మంచిది NULL .
కూరలో .,పూత కూరలో వేసుకోవచ్చు .
చాలా రకాలు .,మునగలు చాలా రకాలు NULL .
బెంగుళూరు రకం చాలా మంచిది .,వీటిలో బెంగుళూరు రకం చాలా మంచిది NULL .
లావుగా పొడవుగా .,కాయ లావుగా పొడవుగా ఉంటుంది .
గుజ్జు బాగా .,లోపల గుజ్జు బాగా ఉంటుంది .
తగ్గని రుచి దీనిది .,ముదిరినా తగ్గని రుచి దీనిది NULL .
రకం మునగ ఏడాదిలో .,మంచి రకం మునగ ఏడాదిలో కాపుపడుతుంది .
కాసేది కాయలు కాదు రూపాయలే .,మునగ కాసేది కాయలు కాదు రూపాయలే NULL .
దిగుబడి -,పాల దిగుబడి పెరగాలంటే -
దిగుబడి పెరిగితే మన ఆదాయం .,పాల దిగుబడి పెరిగితే మన ఆదాయం పెరుగుతుంది .
పాడి చేసుకుంటే దిగుబడి బాగా .,మెలకువగా పాడి చేసుకుంటే దిగుబడి బాగా పెంచుకోవచ్చు .
గడ్డి మేత వేసేటప్పుడు కంది .,పచ్చి గడ్డి మేత వేసేటప్పుడు కంది వేయాలి .
అరలీటరు పాలు దిగుబడి .,దీని అరలీటరు పాలు దిగుబడి పెరుగుతుంది .
బాగా .,పశువును బాగా కడగాలి .
"పేడ , ఈగలు , దోమలు లేకుండా .","కొట్టంలో పేడ , ఈగలు , దోమలు లేకుండా చూచుకోవాలి ."
గొడ్డును .,పాలిచ్చేటప్పుడు గొడ్డును భయపెట్టగూడదు .
సంతోషంగా .,అది సంతోషంగా ఉండాలి .
పాల దిగుబడి .,దీని పాల దిగుబడి పెరుగుతుంది .
మొదట పాలు .,దూడకు మొదట పాలు తాపాలి .
పాలు .,తరువాత పాలు పిండాలి .
పాలు దూడకు .,చివరి పాలు దూడకు వదల .
రోజూ ఒకే సమయంలో .,పాలు రోజూ ఒకే సమయంలో పిండాలి .
తొందరగా .,తొందర తొందరగా పిండాలి .
.,అప్పుడప్పుడు మానివేయ .
జబ్బుతో ఉంటే పాలు .,పశువు జబ్బుతో ఉంటే పాలు పిండగూడదు .
సులభంగా పెరిగే చెట్టు .,అరటి సులభంగా పెరిగే చెట్టు NULL .
కొద్ది చోటు చాలు .,దీనికి కొద్ది చోటు చాలు NULL .
ఒక పిలక .,ఇంటిలో ఒక పిలక నాటుకుంటే .
తరబడి .,ఏళ్ల తరబడి ఉంటుంది .
రెండు పిలకలు ఉంచి మిగిలిన వాటిని .,ఒకటి రెండు పిలకలు ఉంచి మిగిలిన వాటిని తీసి .
కోసిన చెట్టును .,గెల కోసిన చెట్టును నరికి .
పచ్చవి తొందరగా కాపుకు వచ్చే రకం .,వీటిలో పచ్చవి తొందరగా కాపుకు వచ్చే రకం NULL .
చెట్టు పొట్టిగా .,ఈ చెట్టు పొట్టిగా ఉంటుంది .
పచ్చి పేడ మంచి ఎరువు .,అరటికి పచ్చి పేడ మంచి ఎరువు NULL .
వచ్చినప్పుడు యూరియా వాడడం మంచిది .,పూతకు వచ్చినప్పుడు యూరియా వాడడం మంచిది NULL .
గెల .,పెద్ద గెల దిగుతుంది .
సైజు .,కాయ సైజు పెరుగుతుంది .
తడి ఆరకుండా నీరు .,అరటికి తడి ఆరకుండా నీరు ఉండాలి .
వాడిన నీళ్లు చెట్టుకు పారేటట్టు .,మనం వాడిన నీళ్లు చెట్టుకు పారేటట్టు చేసుకుంటే .
సంగతి తెలుసా,ఈ సంగతి మీకు తెలుసా
ఆపిల్ పళ్లలో ఉండే బలం ఒక అరటి పండులో .,మూడు ఆపిల్ పళ్లలో ఉండే బలం ఒక అరటి పండులో ఉంది .
సంపాదించాలని అందరికీ .,అదనంగా సంపాదించాలని అందరికీ ఉంటుంది .
చేయాలి .,ఏదో చేయాలి అనుకుంటాము .
అందుబాటులో ఉండే పనులు మనకు .,కానీ అందుబాటులో ఉండే పనులు మనకు కనబడవు .
.,కూరగాయలు పండించలేం .
రెండు కొబ్బరి మొలకలు !,కానీ రెండు కొబ్బరి మొలకలు నాటుకోవచ్చుగదా !
పెరిగి పైకి .,చెట్టు పెరిగి పైకి పోతుంది .
అడ్డం .,మనకు అడ్డం రాదు .
సంకరజాతివి నాటుకొంటే మంచిది .,కొబ్బరిలో సంకరజాతివి నాటుకొంటే మంచిది NULL .
కాపు .,తొందరగా కాపు పడతాయి .
చెట్టు బాగా కాయాలంటే నీళ్లు బాగా .,కొబ్బరి చెట్టు బాగా కాయాలంటే నీళ్లు బాగా ఉండాలి .
మొదట తడి ఆరకుండా .,చెట్టు మొదట తడి ఆరకుండా చూచుకోవాలి .
వాడుకునే నీళ్లు చెట్టుకు అందేటట్టు .,మనం వాడుకునే నీళ్లు చెట్టుకు అందేటట్టు చేసుకుంటే .
ఉపాయం .,దీనికొక ఉపాయం ఉంది .
ఒక బండతో .,గుంటను ఒక బండతో కప్పివేయాలి .
వాడిన నీళ్లు ఈ గుంటలో పడేటట్టు .,మనం వాడిన నీళ్లు ఈ గుంటలో పడేటట్టు చేయాలి .
తొందరగా .,చెట్టు తొందరగా పెరుగుతుంది .
కొబ్బరి చెట్టు సుమారుగా కాపు పడితే అయిదు వందల రూపాయల ఆదాయం .,ఒక కొబ్బరి చెట్టు సుమారుగా కాపు పడితే అయిదు వందల రూపాయల ఆదాయం ఉంటుంది .
సులభమైన సంపాదన !,ఇంతకంటే సులభమైన సంపాదన ఉంటుందా !
కొబ్బరి మొలకలు !,రెండు కొబ్బరి మొలకలు నాటండి !
సోములు .,వెంకటాపురంలో సోములు ఉండేవాడు .
ఏ పనీ .,సోములు ఏ పనీ చేసేవాడు .
ఎందుకు పని .,నేను ఎందుకు పని చేయాలి .
నేను ధనవంతుడను .,ఏనాటికైనా నేను ధనవంతుడను అవుతాను .
నా జాతకంలోనే .,అది నా జాతకంలోనే రాసి .
సోములు .,అని సోములు అనేవాడు .
చేసి బతుకు .,పని చేసి బతుకు అనేవాడు .
కావాలి అంటే పని .,ధనవంతునివి కావాలి అంటే పని చేయాలి .
.,సోములు వినేవాడు .
పోచాలు సోములుతో .,చివరికి పోచాలు సోములుతో విసిగిపోయాడు .
పెళ్లి .,సోములుకు పెళ్లి చేయాలి .
పెళ్లి .,సోములుకు పెళ్లి చేశారు .
అనసూయతో పెళ్లి .,సోములుకు అనసూయతో పెళ్లి జరిగింది .
ఒక దారికి .,సోములును ఒక దారికి తేవాలి .
.,పని చేయించాలి .
అనసూయ .,అని అనసూయ అనుకుంది .
రోజు ఉదయాన .,ఒక రోజు ఉదయాన లేచింది .
కలలో ఒక దేవత .,నాకు కలలో ఒక దేవత కనిపించింది .
పెరటిలో లంకెబిందెలు .,మన పెరటిలో లంకెబిందెలు ఉన్నాయట .
నాతో .,దేవత నాతో చెప్పింది .
అనసూయ సోములుతో .,అని అనసూయ సోములుతో అంది .
ముఖంలో సంతోషం నా జాతకం ఇదే .,సోములు ముఖంలో సంతోషం నా జాతకం ఇదే అయుండాలి .
పార .,పలుగు పార తీసుకున్నాడు .
పెరటిలో .,లంకెబిందెల పెరటిలో తవ్వాడు .
రోజులు .,పది రోజులు తవ్వాడు .
లంకెబిందెలు .,అయినా లంకెబిందెలు కనపడలేదు .
గోతిలో నీళ్లు .,కానీ గోతిలో నీళ్లు చేరాయి .
లేకుండా బావి పని .,పైసా లేకుండా బావి పని అయింది .
అనసూయ .,అందుకు అనసూయ సంతోషించింది .
.,పెరడంతా దున్నాలి .
లంకెబిందెలు .,అప్పుడే లంకెబిందెలు దొరుకుతాయి .
ఆశ .,సోములుకు ఆశ చావలేదు .
.,పెరడంతా దున్నాడు .
రోజులు .,వారం రోజులు దున్నాడు .
లంకెబిందెల .,అయినా లంకెబిందెల జాడలేదు .
సంతోషం .,అనసూయకు సంతోషం అయింది .
అరటి పిలకలు .,పెరడంతా అరటి పిలకలు నాటింది .
కల నిజం .,నా కల నిజం అవుతుంది .
మన మంచికే .,దేవత మన మంచికే చెప్పింది .
పెరటిలో .,లంకెబిందెలు పెరటిలో దొరకలేదు .
.,ఆశ చావలేదు .
బావిలో బిందెలు .,అయినా బావిలో బిందెలు కనపడలేదు .
నీళ్లు .,రోజురోజుకు నీళ్లు ఊరాయి .
పెరటిలో పాదులు .,అనసూయ పెరటిలో పాదులు తీసింది .
పిలకలకు నీళ్లు .,అరటి పిలకలకు నీళ్లు అందేలా .
రోజులకు అరటి గెలలు .,కొన్ని రోజులకు అరటి గెలలు వేశాయి .
వాటిని అంగడికి .,అనసూయ వాటిని అంగడికి పంపింది .
జమ .,పైసలు జమ చేసింది .
పైసలు సోములు చేతిలో .,ఆ పైసలు సోములు చేతిలో ఉంచింది .
ఒక ఊరు .,అనగనగా ఒక ఊరు NULL .
ఊరి పేరు సిరిపురం .,ఆ ఊరి పేరు సిరిపురం NULL .
NULL సీతాలు ఆలుమగలు .,సోములు సీతాలు ఆలుమగలు NULL .
సిరిపురం .,వాళ్లది సిరిపురం NULL .
కూతురు .,మొదటిసారి కూతురు పుట్టింది .
NULL సీతాలు .,సోములు సీతాలు మురిసి .
కూతురే .,రెండోసారి కూతురే పుట్టింది .
మనసులో మనసు .,సోములుకు మనసులో మనసు లేదు .
సూటిపోటి మాటలు .,సీతాలును సూటిపోటి మాటలు అనేవాడు .
లేకపోవడం లోటు NULL అని అందరితో .,కొడుకు లేకపోవడం లోటు అని అందరితో అనేవాడు .
కనకపోవడం సీతాలుదే తప్పు NULL . అని అందరితో .,కొడుకుని కనకపోవడం సీతాలుదే తప్పు NULL . అని అందరితో అనేవాడు .
సీతాలు .,కాన్పులతో సీతాలు పాడయింది .
సోములు .,అయినా సోములు వినలేదు .
సాధువు ఆ ఊరికి .,ఎవరో సాధువు ఆ ఊరికి వచ్చాడు .
సాధువు రోగాలు నయం .,ఆ సాధువు రోగాలు నయం చేసేవాడు .
.,మందులు ఇచ్చేవాడు .
.,సోములుకు తెలిసింది .
సీతాలుతో సాధువును .,సోములు సీతాలుతో సాధువును కలిశాడు .
పుట్టడానికి మందు .,కొడుకు పుట్టడానికి మందు అడిగాడు .
ఏదో మందు .,సాధువు ఏదో మందు ఇచ్చాడు .
సాధువు మాటలు .,సోములు సాధువు మాటలు నమ్మాడు .
ధనం .,అడిగిన ధనం ఇచ్చాడు .
మందు .,సీతాలు మందు తినిపించాడు .
నెలలు .,సీతాలుకు నెలలు నిండాయి .
.,కాన్పు అయింది .
సారి కూతురే .,ఈ సారి కూతురే NULL .
కోరిక .,సోములు కోరిక తీరలేదు .
బాధలు .,సీతాలు బాధలు పెరిగాయి .
సోములుకు .,ఒకసారి సోములుకు బాగాలేదు .
", పారుడు .","కక్కుడు , పారుడు అయింది ."
.,దవాఖానాలో ఉంచారు .
రోజులు దవాఖానాలో .,వారం రోజులు దవాఖానాలో ఉన్నాడు .
డాక్టరు .,రోజు డాక్టరు చూసేవాడు .
సోములుకు రత్తాలు దవాఖానాకు .,ఒకరోజు సోములుకు రత్తాలు దవాఖానాకు వచ్చింది .
.,డాక్టరును కలిసింది .
గోడు .,తన గోడు చెప్పుకుంది .
అయిదుగురు ఆడపిల్లలే .,రత్తాలుకు అయిదుగురు ఆడపిల్లలే NULL .
మొగుడు .,అందుకు మొగుడు కొడుతున్నాడు .
పెళ్లి .,మళ్లీ పెళ్లి చేసుకుంటాడట .
సారి మగ పిల్లాడు కలిగేలా . అని రత్తాలు డాక్టరుతో ఒకటే ఏడుపు .,ఈ సారి మగ పిల్లాడు కలిగేలా . అని రత్తాలు డాక్టరుతో ఒకటే ఏడుపు NULL .
లాభం .,మందులతో లాభం లేదు .
పుట్టడానికి మందులు లేవా అని రత్తాలు .,మగపిల్లవాడు పుట్టడానికి మందులు లేవా అని రత్తాలు అడిగింది .
NULL ఆడపిల్లనా .,మగపిల్లవాడా ఆడపిల్లనా NULL .
ఎవరి చేతిలో .,ఇది ఎవరి చేతిలో లేదు .
నెలా నెలా అండం .,ఆడవాళ్లకు నెలా నెలా అండం వస్తుంది .
వీర్య కణాలు .,అండంతో వీర్య కణాలు కలుస్తాయి .
పిండం .,అప్పుడు పిండం తయారవుతుంది .
ఆడ అనేది వీర్య కణాలను .,మగ ఆడ అనేది వీర్య కణాలను ఉంటుంది .
కణాలు రెండు రకాలు .,వీర్య కణాలు రెండు రకాలు ఉంటాయి .
రకంతో ఆడపిల్లలే .,ఒక రకంతో ఆడపిల్లలే పుడతారు .
రకంతో మగపిల్లలే .,ఇంకో రకంతో మగపిల్లలే పుడతారు .
ఒకే రకం కణాలుంటే ఆడపిల్లలే .,మగవాళ్లలో ఒకే రకం కణాలుంటే ఆడపిల్లలే పుడతారు .
"రకాల కణాలు ఉంటే ఆడపిల్లలు పుడతారు , మగపిల్లలు .","రెండు రకాల కణాలు ఉంటే ఆడపిల్లలు పుడతారు , మగపిల్లలు పుడతారు ."
ఇది ఎవరి చేతిలో .,అంతేగాని ఇది ఎవరి చేతిలో లేదు .
తప్పు అసలే కాదు . అని డాక్టరు .,ఆడవాళ్ల తప్పు అసలే కాదు . అని డాక్టరు చెప్పింది .
ఇదంతా .,సోములు ఇదంతా విన్నాడు .
తప్పు .,తన తప్పు తెలుసుకున్నాడు .
రాగానే దగ్గరకు .,సీతాలు రాగానే దగ్గరకు తీసుకున్నాడు .
